Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"LREN3","LOJAS RENNER S/A","4,88","39,30","21.300","837.090","-","Consumo Cíclico","B0CGYD6","BRLRENACNOR1","XBSP","Brasil","BRL","1,00"
"MRVE3","MRV ENGENHARIA E PARTICIPACOES S/A","3,97","14,10","48.300","681.030","-","-","B235JN1","BRMRVEACNOR2","XBSP","Brasil","BRL","1,00"
"GFSA3","GAFISA S/A","3,75","28,24","22.800","643.872","-","Constru��o e Transporte","2479619","BRGFSAACNOR3","XBSP","Brasil","BRL","1,00"
"DASA3","DIAGNOSTICOS DA AMERICA S/A","3,29","56,99","9.900","564.201","-","Consumo Não Cíclico","B03WBK9","BRDASAACNOR1","XBSP","Brasil","BRL","1,00"
"LLXL3","PRUMO LOGISTICA SA","3,15","10,11","53.400","539.874","-","Constru��o e Transporte","B3BXMS0","BRLLXLACNOR8","XBSP","Brasil","BRL","1,00"
"ELPL4","ELETROPAULO METROPOLITANA ELETRICI","3,14","34,50","15.600","538.200","-","-","B17R2H1","BRELPLACNPB0","XBSP","Brasil","BRL","1,00"
"SUZB5","SUZANO BAHIA SUL PAPEL CELULOSE CL","2,94","20,50","24.600","504.300","-","-","B02GKF0","BRSUZBACNPA3","XBSP","Brasil","BRL","1,00"
"TAMM4","TAM SA PREF","2,87","38,21","12.900","492.909","-","Constru��o e Transporte","2324496","BRTAMMACNPR2","XBSP","Brasil","BRL","1,00"
"BRML3","BR MALLS PARTICIPACOES S/A","2,86","21,50","22.800","490.200","-","Financeiro e Outros","B1RYG58","BRBRMLACNOR9","XBSP","Brasil","BRL","1,00"
"TOTS3","TOTVS S/A","2,82","118,00","4.100","483.800","-","-","B10LQP6","BRTOTSACNOR8","XBSP","Brasil","BRL","1,00"
"BRSR6","BANCO DO ESTADO DO RIO GRANDE DO S","2,60","14,70","30.300","445.410","-","Financeiro e Outros","B23F8S9","BRBRSRACNPB4","XBSP","Brasil","BRL","1,00"
"RSID3","ROSSI RESIDENCIAL SA","2,57","15,30","28.800","440.640","-","Constru��o e Transporte","B0WPDR0","BRRSIDACNOR8","XBSP","Brasil","BRL","1,00"
"LIGT3","LIGHT SA","2,54","25,98","16.800","436.464","-","Serviços públicos","B0W1X34","BRLIGTACNOR2","XBSP","Brasil","BRL","1,00"
"KLBN4","KLABIN SA PREF","2,48","5,31","80.100","425.331","-","Materiais Básicos","2813347","BRKLBNACNPR9","XBSP","Brasil","BRL","1,00"
"BTOW3","B2W COMPANHIA DIGITAL","2,26","47,80","8.100","387.180","-","-","B1LH3Y1","BRBTOWACNOR8","XBSP","Brasil","BRL","1,00"
"RENT3","LOCALIZA RENT A CAR S/A","2,20","19,32","19.500","376.740","-","Consumo Cíclico","B08K3S0","BRRENTACNOR4","XBSP","Brasil","BRL","1,00"
"MULT3","MULTIPLAN EMPREENDIMENTOS IMOBILIA","2,10","32,45","11.100","360.195","-","-","B23DZG0","BRMULTACNOR5","XBSP","Brasil","BRL","1,00"
"PSSA3","PORTO SEGURO SA","2,01","20,19","17.100","345.249","-","Financeiro e Outros","B0498T7","BRPSSAACNOR7","XBSP","Brasil","BRL","1,00"
"ENBR3","ENERGIAS DO BRASIL SA","1,88","33,55","9.600","322.080","-","Serviços públicos","B0D7494","BRENBRACNOR2","XBSP","Brasil","BRL","1,00"
"SULA11","SUL AMERICA UNITS SA","1,82","51,99","6.000","311.940","-","Financeiro e Outros","B27WYK0","BRSULACDAM12","XBSP","Brasil","BRL","1,00"
"CSMG3","COMPANHIA DE SANEAMENTO DE MINAS G","1,80","33,25","9.300","309.225","-","Serviços públicos","B0YBZJ2","BRCSMGACNOR5","XBSP","Brasil","BRL","1,00"
"BISA3","BROOKFIELD INCORPORACOES SA","1,67","7,80","36.662","285.964","-","Constru��o e Transporte","B1FY4S9","BRBISAACNOR8","XBSP","Brasil","BRL","1,00"
"MAGG3","MAGNESITA REFRATARIOS SA","1,65","14,45","19.535","282.281","-","Materiais Básicos","B23VRX5","BRMAGGACNOR4","XBSP","Brasil","BRL","1,00"
"AEDU11","ANHANGUERA EDUCACI","1,61","24,87","11.100","276.057","-","-","B1SY486","BRAEDUCDAM18","XBSP","Brasil","BRL","1,00"
"PMAM3","PARANAPANEMA S/A","1,58","6,68","40.500","270.540","-","-","B092PF6","BRPMAMACNOR3","XBSP","Brasil","BRL","1,00"
"AMIL3","AMIL PARTICIPACOES SA","1,37","13,70","17.100","234.270","-","Consumo Não Cíclico","B28T2K6","BRAMILACNOR0","XBSP","Brasil","BRL","1,00"
"ODPV3","ODONTOPREV SA","1,34","63,99","3.600","230.364","-","-","B1H6R62","BRODPVACNOR4","XBSP","Brasil","BRL","1,00"
"MMXM3","MMX MINERACAO E METALICOS S.A.","1,34","12,35","18.600","229.710","-","Materiais Básicos","B18XCG7","BRMMXMACNOR2","XBSP","Brasil","BRL","1,00"
"RAPT4","RANDON PREF SA","1,28","15,58","14.100","219.678","-","Bens Industriais","B010V49","BRRAPTACNPR4","XBSP","Brasil","BRL","1,00"
"IGTA3","IGUATEMI EMPRESA DE SHOPPING CENTE","1,25","34,00","6.300","214.200","-","-","B1NXMK6","BRIGTAACNOR5","XBSP","Brasil","BRL","1,00"
"TAEE11","TRANSMISSORA ALIANCA DE ENERGIA EL","1,11","37,36","5.100","190.536","-","-","B1G8KX7","BRTAEECDAM10","XBSP","Brasil","BRL","1,00"
"CNFB4","CONFAB INDUSTRIAL PN","1,08","5,13","36.012","184.742","-","Materiais Básicos","2162038","BRCNFBACNPR8","XBSP","Brasil","BRL","1,00"
"OHLB3","OBRASCON HUARTE LAIN BRASIL S.A.","0,95","34,00","4.800","163.200","-","Constru��o e Transporte","B0DK255","BROHLBACNOR6","XBSP","Brasil","BRL","1,00"
"LUPA3","LUPATECH S A SAINARY SHARES BRAZIL","0,90","27,15","5.700","154.755","-","Bens Industriais","B14TFV5","BRLUPAACNOR8","XBSP","Brasil","BRL","1,00"
"BICB4","BANCO INDUSTRIAL E COMERCIAL S/A","0,87","12,15","12.300","149.445","-","Financeiro e Outros","B284ZP7","BRBICBACNPR7","XBSP","Brasil","BRL","1,00"
"POMO4","MARCOPOLO PREF SA","0,86","6,75","21.900","147.825","-","Bens Industriais","2599131","BRPOMOACNPR7","XBSP","Brasil","BRL","1,00"
"EQTL3","EQUATORIAL ENERGIA SA","0,85","18,10","8.100","146.610","-","Serviços públicos","B128R96","BREQTLACNOR0","XBSP","Brasil","BRL","1,00"
"AGIN3","AGRA EMPREENDIMENTOS IMO","0,85","4,99","29.100","145.209","-","Constru��o e Transporte","B1WKXG1","BRAGINACNOR8","XBSP","Brasil","BRL","1,00"
