Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"RAPT4","RANDON PREF SA","0,52","3,45","72.913","251.550","251.549,85","Bens Industriais","B010V49","BRRAPTACNPR4","XBSP","Brasil","BRL","1,00"
"GOLL4","GOL LINHAS AEREAS INTELIGENTES PRE","0,51","4,62","54.000","249.480","249.480,00","Bens Industriais","B01NTS8","BRGOLLACNPR4","XBSP","Brasil","BRL","1,00"
"MGLU3","MAGAZINE LUIZA S.A.","0,50","106,17","2.301","244.297","244.297,17","Consumo discricionário","B4975P9","BRMGLUACNOR2","XBSP","Brasil","BRL","1,00"
"RLOG3","COSAN LOGISTICA SA","0,42","4,99","41.400","206.586","206.586,00","Bens Industriais","BR17H74","BRRLOGACNOR4","XBSP","Brasil","BRL","1,00"
"ANIM3","GAEC EDUCACAO SA","0,38","13,63","13.500","184.005","184.005,00","Consumo discricionário","BFMXX80","BRANIMACNOR6","XBSP","Brasil","BRL","1,00"
"MILS3","MILLS ESTRUTURAS E SERVICOS DE ENG","0,37","3,91","45.900","179.469","179.469,00","Bens Industriais","B5LGRJ9","BRMILSACNOR2","XBSP","Brasil","BRL","1,00"
"QGEP3","QGEP PARTICIPACOES SA","0,32","5,33","29.700","158.301","158.301,00","Energia","B3M5360","BRQGEPACNOR8","XBSP","Brasil","BRL","1,00"
"DIRR3","DIRECIONAL ENGENHARIA S/A","0,28","4,56","29.700","135.432","135.432,00","Consumo discricionário","B59VLC7","BRDIRRACNOR0","XBSP","Brasil","BRL","1,00"
"TCSA3","TECNISA S/A","0,26","2,16","57.616","124.451","124.450,56","Consumo discricionário","B1N9YM0","BRTCSAACNOR3","XBSP","Brasil","BRL","1,00"
"PDGR3","PDG REALTY SA","0,05","1,19","20.700","24.633","24.633,00","Consumo discricionário","B1N9YL9","BRPDGRACNOR8","XBSP","Brasil","BRL","1,00"
