Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"BRML3","BR MALLS PARTICIPACOES S/A","5,85","11,95","238.500","2.850.075","2.850.075,00","Imobiliário","B1RYG58","BRBRMLACNOR9","XBSP","Brasil","BRL","1,00"
"FLRY3","FLEURY S/A","4,67","35,65","63.900","2.278.035","2.278.035,00","Cuidados de saúde","B4X4D29","BRFLRYACNOR5","XBSP","Brasil","BRL","1,00"
"ESTC3","ESTACIO PARTICIPACOES SA","4,11","15,80","126.900","2.005.020","2.005.020,00","Consumo discricionário","B23PBF7","BRESTCACNOR5","XBSP","Brasil","BRL","1,00"
"SULA11","SUL AMERICA UNITS SA","3,65","18,00","99.000","1.782.000","1.782.000,00","Produtos financeiros","B27WYK0","BRSULACDAM12","XBSP","Brasil","BRL","1,00"
"QUAL3","QUALICORP SA","3,59","19,25","90.900","1.749.825","1.749.825,00","Cuidados de saúde","B4LHBQ0","BRQUALACNOR6","XBSP","Brasil","BRL","1,00"
"TAEE11","TRANSMISSORA ALIANCA DE ENERGIA EL","3,25","20,74","76.500","1.586.610","1.586.610,00","Serviços públicos","B1G8KX7","BRTAEECDAM10","XBSP","Brasil","BRL","1,00"
"SAPR4","COMPANHIA DE SANEAMENTO DO PARANA","3,06","10,75","138.600","1.489.950","1.489.950,00","Serviços públicos","2762085","BRSAPRACNPR6","XBSP","Brasil","BRL","1,00"
"BRAP4","BRADESPAR PREF SA","2,80","14,85","91.800","1.363.230","1.363.230,00","Materiais","B01SCS4","BRBRAPACNPR2","XBSP","Brasil","BRL","1,00"
"TOTS3","TOTVS S/A","2,75","24,04","55.800","1.341.432","1.341.432,00","Tecnologia de informação","B10LQP6","BRTOTSACNOR8","XBSP","Brasil","BRL","1,00"
"ODPV3","ODONTOPREV SA","2,74","12,60","106.200","1.338.120","1.338.120,00","Cuidados de saúde","B1H6R62","BRODPVACNOR4","XBSP","Brasil","BRL","1,00"
"MRVE3","MRV ENGENHARIA E PARTICIPACOES S/A","2,56","10,94","114.300","1.250.442","1.250.442,00","Consumo discricionário","B235JN1","BRMRVEACNOR2","XBSP","Brasil","BRL","1,00"
"GOAU4","METALURGICA GERDAU PREF SA","2,44","4,80","247.500","1.188.000","1.188.000,00","Materiais","2648862","BRGOAUACNPR8","XBSP","Brasil","BRL","1,00"
"CPLE6","CIA PARANAENSE DE ENERGIA COPEL PR","2,32","27,36","41.400","1.132.704","1.132.704,00","Serviços públicos","2200154","BRCPLEACNPB9","XBSP","Brasil","BRL","1,00"
"CVCB3","CVC BRASIL OPERADORA E AGENCIA DE","2,23","23,70","45.900","1.087.830","1.087.830,00","Consumo discricionário","BGSH2S6","BRCVCBACNOR1","XBSP","Brasil","BRL","1,00"
"SMTO3","SAO MARTINHO S/A","2,20","19,50","54.900","1.070.550","1.070.550,00","Bens de primeira necessidade","B1P3R43","BRSMTOACNOR3","XBSP","Brasil","BRL","1,00"
"SMLE3","SMILES SA","2,15","44,73","23.400","1.046.682","1.046.682,00","Consumo discricionário","B97PYY2","BRSMLEACNOR1","XBSP","Brasil","BRL","1,00"
"TIET11","AES TIETE ENERGIA UNITS SA","2,15","14,00","74.754","1.046.556","1.046.556,00","Serviços públicos","BZ8W2L7","BRTIETCDAM15","XBSP","Brasil","BRL","1,00"
"CYRE3","CYRELA BRAZIL REALTY S/A EMPREENDI","2,12","10,27","100.800","1.035.216","1.035.216,00","Consumo discricionário","2189855","BRCYREACNOR7","XBSP","Brasil","BRL","1,00"
"CESP6","COMPANHIA ENERGETICA DE SAO PAULO","2,07","13,49","74.700","1.007.703","1.007.703,00","Serviços públicos","B17MHG0","BRCESPACNPB4","XBSP","Brasil","BRL","1,00"
"LINX3","LINX SA","1,92","17,35","54.000","936.900","936.900,00","Tecnologia de informação","B9DL3B4","BRLINXACNOR0","XBSP","Brasil","BRL","1,00"
"CSMG3","COMPANHIA DE SANEAMENTO DE MINAS G","1,89","36,50","25.273","922.465","922.464,50","Serviços públicos","B0YBZJ2","BRCSMGACNOR5","XBSP","Brasil","BRL","1,00"
"IGTA3","IGUATEMI EMPRESA DE SHOPPING CENTE","1,87","26,67","34.200","912.114","912.114,00","Imobiliário","B1NXMK6","BRIGTAACNOR5","XBSP","Brasil","BRL","1,00"
"BEEF3","MINERVA S/A","1,82","12,15","72.900","885.735","885.735,00","Bens de primeira necessidade","B23GH52","BRBEEFACNOR6","XBSP","Brasil","BRL","1,00"
"MRFG3","MARFRIG FRIGORIFICOS SA","1,78","6,61","131.400","868.554","868.554,00","Bens de primeira necessidade","B1YWHR4","BRMRFGACNOR0","XBSP","Brasil","BRL","1,00"
"HGTX3","HERING TEXTIL","1,59","15,12","51.300","775.656","775.656,00","Consumo discricionário","B010V16","BRHGTXACNOR9","XBSP","Brasil","BRL","1,00"
"ALUP11","ALUPAR INVESTIMENTO UNITS SA","1,58","17,10","45.095","771.125","771.124,50","Serviços públicos","B8DWT90","BRALUPCDAM15","XBSP","Brasil","BRL","1,00"
"DTEX3","DURATEX SA","1,56","6,80","111.636","759.125","759.124,80","Materiais","B27WY88","BRDTEXACNOR3","XBSP","Brasil","BRL","1,00"
"BRL","BRL CASH","1,54","100,00","749.967","749.967","749.967,39","Cash and/or Derivatives","-","-","-","Brasil","BRL","1,00"
"BRSR6","BANCO DO ESTADO DO RIO GRANDE DO S","1,52","10,32","72.000","743.040","743.040,00","Produtos financeiros","B23F8S9","BRBRSRACNPB4","XBSP","Brasil","BRL","1,00"
"LIGT3","LIGHT SA","1,44","17,36","40.500","703.080","703.080,00","Serviços públicos","B0W1X34","BRLIGTACNOR2","XBSP","Brasil","BRL","1,00"
"ECOR3","ECORODOVIAS INFRAESTRUTURA E LOGIS","1,38","8,24","81.900","674.856","674.856,00","Bens Industriais","B5720R0","BRECORACNOR8","XBSP","Brasil","BRL","1,00"
"VLID3","VALID SOLUCOES E SERVICOS DE SEGUR","1,32","24,63","26.100","642.843","642.843,00","Bens Industriais","B13NPP2","BRVLIDACNOR5","XBSP","Brasil","BRL","1,00"
"POMO4","MARCOPOLO PREF SA","1,29","2,74","229.500","628.830","628.830,00","Bens Industriais","2599131","BRPOMOACNPR7","XBSP","Brasil","BRL","1,00"
"MPLU3","MULTIPLUS S/A","1,25","33,80","18.000","608.400","608.400,00","Consumo discricionário","B3PRVV4","BRMPLUACNOR3","XBSP","Brasil","BRL","1,00"
"ALPA4","SAO PAULO ALPARGATAS PREF SA","1,24","10,01","60.300","603.603","603.603,00","Consumo discricionário","B07C796","BRALPAACNPR7","XBSP","Brasil","BRL","1,00"
"GRND3","GRENDENE SA","1,23","17,58","34.200","601.236","601.236,00","Consumo discricionário","B03L0B0","BRGRNDACNOR3","XBSP","Brasil","BRL","1,00"
"ALSC3","ALIANSCE SHOPPING CENTERS S/A","1,23","14,45","41.480","599.386","599.386,00","Imobiliário","B23FNB7","BRALSCACNOR0","XBSP","Brasil","BRL","1,00"
"VVAR11","VIA VAREJO UNITS SA","1,17","10,75","53.100","570.825","570.825,00","Consumo discricionário","BGSHPP4","BRVVARCDAM10","XBSP","Brasil","BRL","1,00"
"BTOW3","B2W COMPANHIA DIGITAL","1,07","10,20","51.300","523.260","523.260,00","Consumo discricionário","B1LH3Y1","BRBTOWACNOR8","XBSP","Brasil","BRL","1,00"
"CGAS5","COMPANHIA DE GAS DE SAO PAULO PF A","0,93","45,90","9.900","454.410","454.410,00","Serviços públicos","2039110","BRCGASACNPA3","XBSP","Brasil","BRL","1,00"
"ELPL4","ELETROPAULO ELETRICIDADE METROPOLI","0,90","11,29","38.700","436.923","436.923,00","Serviços públicos","B66HFL2","BRELPLACNPR6","XBSP","Brasil","BRL","1,00"
"ARZZ3","AREZZO INDUSTRIA E SA","0,88","25,06","17.100","428.526","428.526,00","Consumo discricionário","B3NS1W0","BRARZZACNOR3","XBSP","Brasil","BRL","1,00"
"MYPK3","IOCHPE MAXION SA","0,82","11,66","34.200","398.772","398.772,00","Bens Industriais","B06YX28","BRMYPKACNOR7","XBSP","Brasil","BRL","1,00"
"EZTC3","EZ TEC EMPREENDIMENTOS E PARTICIPA","0,78","15,65","24.317","380.561","380.561,05","Consumo discricionário","B1YW5V4","BREZTCACNOR0","XBSP","Brasil","BRL","1,00"
"PARC3","FPC PAR CORRETORA DE SEGUROS","0,72","13,46","26.100","351.306","351.306,00","Produtos financeiros","BXVKTQ8","BRPARCACNOR3","XBSP","Brasil","BRL","1,00"
"LEVE3","MAHLE-METAL LEVE SA","0,69","20,76","16.200","336.312","336.312,00","Consumo discricionário","B0HZY49","BRLEVEACNOR2","XBSP","Brasil","BRL","1,00"
"TUPY3","TUPY S.A.","0,67","12,01","27.000","324.270","324.270,00","Consumo discricionário","2906786","BRTUPYACNOR1","XBSP","Brasil","BRL","1,00"
"EVEN3","EVEN CONSTRUTORA E INCORPORADORA S","0,65","3,70","85.500","316.350","316.350,00","Consumo discricionário","B1VD2Z3","BREVENACNOR8","XBSP","Brasil","BRL","1,00"
"ABCB4","BANCO ABC BRASIL S/A","0,65","13,93","22.590","314.679","314.678,70","Produtos financeiros","B23DMP8","BRABCBACNPR4","XBSP","Brasil","BRL","1,00"
"SEER3","SER EDUCACIONAL SA","0,59","18,67","15.300","285.651","285.651,00","Consumo discricionário","BFH4PZ9","BRSEERACNOR5","XBSP","Brasil","BRL","1,00"
"GFSA3","GAFISA S/A","0,57","1,86","149.400","277.884","277.884,00","Consumo discricionário","2479619","BRGFSAACNOR3","XBSP","Brasil","BRL","1,00"
"BRPR3","BR PROPERTIES SA","0,57","7,50","36.930","276.975","276.975,00","Imobiliário","B1FLW42","BRBRPRACNOR9","XBSP","Brasil","BRL","1,00"
"SLCE3","SLC AGRICOLA S/A","0,56","14,47","18.900","273.483","273.483,00","Bens de primeira necessidade","B1Y4WK8","BRSLCEACNOR2","XBSP","Brasil","BRL","1,00"
