Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"TERI3","TEREOS INTERNACIONAL S/A","0,25","3,24","70.200","227.448","-","Consumo Não Cíclico","B450Z41","BRTERIACNOR4","XBSP","Brasil","BRL","1,00"
"PLAS3","PLASCAR PARTICIPACOES INDUSTRIAIS","0,28","3,65","70.200","256.230","-","Bens Industriais","2658861","BRPLASACNOR2","XBSP","Brasil","BRL","1,00"
"BICB4","BANCO INDUSTRIAL E COMERCIAL S/A","1,08","14,15","70.200","993.330","-","Financeiro e Outros","B284ZP7","BRBICBACNPR7","XBSP","Brasil","BRL","1,00"
"TAMM4","TAM SA PREF","3,13","38,96","74.100","2.886.936","-","Constru��o e Transporte","2324496","BRTAMMACNPR2","XBSP","Brasil","BRL","1,00"
"JHSF3","JHSF PARTICIPACOES S/A","0,29","3,50","76.700","268.450","-","Constru��o e Transporte","B1VN5C1","BRJHSFACNOR2","XBSP","Brasil","BRL","1,00"
"BBRK3","BRASIL BROKERS PARTICIPACOES","0,80","9,55","76.700","732.485","-","Constru��o e Transporte","B28XFX2","BRBBRKACNOR4","XBSP","Brasil","BRL","1,00"
"ODPV3","ODONTOPREV SA","2,27","25,09","83.200","2.087.488","-","Consumo Não Cíclico","B1H6R62","BRODPVACNOR4","XBSP","Brasil","BRL","1,00"
"ELPL4","ELETROPAULO ELETRICIDADE METROPOLI","3,08","32,11","88.400","2.838.524","-","Serviços públicos","B66HFL2","BRELPLACNPR6","XBSP","Brasil","BRL","1,00"
"LIGT3","LIGHT SA","2,62","25,43","94.900","2.413.307","-","Serviços públicos","B0W1X34","BRLIGTACNOR2","XBSP","Brasil","BRL","1,00"
"SULA11","SUL AMERICA UNITS SA","2,23","20,80","98.800","2.055.040","-","Financeiro e Outros","B27WYK0","BRSULACDAM12","XBSP","Brasil","BRL","1,00"
"MAGG3","MAGNESITA REFRATARIOS SA","1,22","10,20","110.500","1.127.100","-","Materiais Básicos","B23VRX5","BRMAGGACNOR4","XBSP","Brasil","BRL","1,00"
"AEDU3","ANHANGUERA EDUCACIONAL SA","4,80","40,00","110.500","4.420.000","-","Consumo Cíclico","2796084","BRAEDUACNOR9","XBSP","Brasil","BRL","1,00"
"RENT3","LOCALIZA RENT A CAR S/A","3,30","26,90","113.100","3.042.390","-","Consumo Cíclico","B08K3S0","BRRENTACNOR4","XBSP","Brasil","BRL","1,00"
"RAPT4","RANDON PREF SA","1,58","12,29","118.300","1.453.907","-","Bens Industriais","B010V49","BRRAPTACNPR4","XBSP","Brasil","BRL","1,00"
"HGTX3","HERING TEXTIL","3,54","27,00","120.900","3.264.300","-","Consumo Cíclico","B010V16","BRHGTXACNOR9","XBSP","Brasil","BRL","1,00"
"VIVR3","VIVER INCORPORADORA E CONSTRUTORA","0,48","3,45","127.400","439.530","-","Constru��o e Transporte","B1XLN52","BRVIVRACNOR4","XBSP","Brasil","BRL","1,00"
"EVEN3","EVEN CONSTRUTORA E INCORPORADORA S","1,41","8,60","150.800","1.296.880","-","Constru��o e Transporte","B1VD2Z3","BREVENACNOR8","XBSP","Brasil","BRL","1,00"
"RSID3","ROSSI RESIDENCIAL SA","2,59","14,79","161.200","2.384.148","-","Constru��o e Transporte","B0WPDR0","BRRSIDACNOR8","XBSP","Brasil","BRL","1,00"
"MRFG3","MARFRIG FRIGORIFICOS SA","3,19","15,50","189.800","2.941.900","-","Consumo Não Cíclico","B1YWHR4","BRMRFGACNOR0","XBSP","Brasil","BRL","1,00"
"BISA3","BROOKFIELD INCORPORACOES SA","1,90","8,65","202.800","1.754.220","-","Constru��o e Transporte","B1FY4S9","BRBISAACNOR8","XBSP","Brasil","BRL","1,00"
"CNFB4","CONFAB INDUSTRIAL PN","1,36","6,10","205.402","1.252.952","-","Materiais Básicos","2162038","BRCNFBACNPR8","XBSP","Brasil","BRL","1,00"
"CTIP3","CETIP SA BALCAO ORGANIZADO DE ATIV","5,56","23,60","217.100","5.123.560","-","Financeiro e Outros","B55DVB6","BRCTIPACNOR2","XBSP","Brasil","BRL","1,00"
"DASA3","DIAGNOSTICOS DA AMERICA S/A","5,43","22,50","222.300","5.001.750","-","Consumo Não Cíclico","B03WBK9","BRDASAACNOR1","XBSP","Brasil","BRL","1,00"
"POMO4","MARCOPOLO PREF SA","1,86","6,99","245.700","1.717.443","-","Bens Industriais","2599131","BRPOMOACNPR7","XBSP","Brasil","BRL","1,00"
"MMXM3","MMX MINERACAO E METALICOS S.A.","3,12","11,23","256.100","2.876.003","-","Materiais Básicos","B18XCG7","BRMMXMACNOR2","XBSP","Brasil","BRL","1,00"
"PMAM3","PARANAPANEMA S/A","1,68","5,01","309.500","1.550.595","-","Materiais Básicos","B092PF6","BRPMAMACNOR3","XBSP","Brasil","BRL","1,00"
"BRML3","BR MALLS PARTICIPACOES S/A","5,91","17,10","318.500","5.446.350","-","Financeiro e Outros","B1RYG58","BRBRMLACNOR9","XBSP","Brasil","BRL","1,00"
"GFSA3","GAFISA S/A","5,40","12,04","413.400","4.977.336","-","Constru��o e Transporte","2479619","BRGFSAACNOR3","XBSP","Brasil","BRL","1,00"
"KLBN4","KLABIN SA PREF","2,77","5,85","436.800","2.555.280","-","Materiais Básicos","2813347","BRKLBNACNPR9","XBSP","Brasil","BRL","1,00"
"UNIP6","UNIPAR PARTICIPACOES SA PREF B","0,29","0,58","453.700","263.146","-","Materiais Básicos","2905879","BRUNIPACNPB8","XBSP","Brasil","BRL","1,00"
"ECOD3","BRASIL ECODIESEL INDUSTRIA E COMER","0,76","1,00","695.574","695.574","-","Oil, Gas and Biofuels","B1H6C12","BRVAGRACNOR2","XBSP","Brasil","BRL","1,00"
"KEPL3","KEPLER WEBER S/A","0,31","0,35","825.500","288.925","-","Bens Industriais","2490245","BRKEPLACNOR1","XBSP","Brasil","BRL","1,00"
