Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"EVEN3","EVEN CONSTRUTORA E INCORPORADORA S","0,83","3,84","73.500","282.240","282.240,00","Consumo discricionário","B1VD2Z3","BREVENACNOR8","XBSP","Brasil","BRL","1,00"
"ELPL4","ELETROPAULO METROPOLITANA ELETRICI","0,82","8,45","32.900","278.005","278.005,00","Serviços públicos","B66HFL2","BRELPLACNPR6","XBSP","Brasil","BRL","1,00"
"GFSA3","GAFISA S/A","0,79","2,05","130.900","268.345","268.345,00","Consumo discricionário","2479619","BRGFSAACNOR3","XBSP","Brasil","BRL","1,00"
"TUPY3","TUPY S.A.","0,78","11,80","22.400","264.320","264.320,00","Consumo discricionário","2906786","BRTUPYACNOR1","XBSP","Brasil","BRL","1,00"
"ABCB4","BANCO ABC BRASIL S/A","0,76","13,07","19.621","256.446","256.446,47","Produtos financeiros","B23DMP8","BRABCBACNPR4","XBSP","Brasil","BRL","1,00"
"BRL","BRL CASH","0,75","100,00","252.932","252.933","252.932,50","Cash and/or Derivatives","-","-","-","Brasil","BRL","1,00"
"SLCE3","SLC AGRICOLA S/A","0,73","14,80","16.800","248.640","248.640,00","Bens de primeira necessidade","B1Y4WK8","BRSLCEACNOR2","XBSP","Brasil","BRL","1,00"
"PARC3","FPC PAR CORRETORA DE SEGUROS","0,67","13,00","17.500","227.500","227.500,00","Produtos financeiros","BXVKTQ8","BRPARCACNOR3","XBSP","Brasil","BRL","1,00"
"RAPT4","RANDON PREF SA","0,62","3,25","65.113","211.617","211.617,25","Bens Industriais","B010V49","BRRAPTACNPR4","XBSP","Brasil","BRL","1,00"
"ANIM3","GAEC EDUCACAO SA","0,56","14,39","13.300","191.387","191.387,00","Consumo discricionário","BFMXX80","BRANIMACNOR6","XBSP","Brasil","BRL","1,00"
"GOLL4","GOL LINHAS AEREAS INTELIGENTES S/A","0,48","3,45","46.900","161.805","161.805,00","Bens Industriais","B01NTS8","BRGOLLACNPR4","XBSP","Brasil","BRL","1,00"
"PRML3","PRUMO LOGISTICA SA","0,47","6,39","25.200","161.028","161.028,00","Bens Industriais","BLD3273","BRPRMLACNOR9","XBSP","Brasil","BRL","1,00"
"SEER3","SER EDUCACIONAL SA","0,46","12,47","12.600","157.122","157.122,00","Consumo discricionário","BFH4PZ9","BRSEERACNOR5","XBSP","Brasil","BRL","1,00"
"DIRR3","DIRECIONAL ENGENHARIA S/A","0,42","5,46","25.900","141.414","141.414,00","Consumo discricionário","B59VLC7","BRDIRRACNOR0","XBSP","Brasil","BRL","1,00"
"MILS3","MILLS ESTRUTURAS E SERVICOS DE ENG","0,36","4,29","28.700","123.123","123.123,00","Bens Industriais","B5LGRJ9","BRMILSACNOR2","XBSP","Brasil","BRL","1,00"
"QGEP3","QGEP PARTICIPACOES SA","0,35","4,56","25.900","118.104","118.104,00","Energia","B3M5360","BRQGEPACNOR8","XBSP","Brasil","BRL","1,00"
"MGLU3","MAGAZINE LUIZA S.A.","0,24","38,50","2.101","80.889","80.888,50","Consumo discricionário","B4975P9","BRMGLUACNOR2","XBSP","Brasil","BRL","1,00"
"TCSA3","TECNISA S/A","0,16","2,39","23.100","55.209","55.209,00","Consumo discricionário","B1N9YM0","BRTCSAACNOR3","XBSP","Brasil","BRL","1,00"
"PDGR3","PDG REALTY SA","0,13","2,47","17.500","43.225","43.225,00","Consumo discricionário","B1N9YL9","BRPDGRACNOR8","XBSP","Brasil","BRL","1,00"
"CSMG9","CIA SANEAMENTO DE MINAS RECEIPTS","0,12","29,60","1.373","40.641","40.640,80","Serviços públicos","BZ01Z24","BRCSMGR01OR0","XBSP","Brasil","BRL","1,00"
"RSID3","ROSSI RESIDENCIAL SA","0,04","2,94","4.200","12.348","12.348,00","Consumo discricionário","B0WPDR0","BRRSIDACNOR8","XBSP","Brasil","BRL","1,00"
"ALUP12","ALUPAR INVESTIMENTO RIGHTS SA","0,02","1,55","4.012","6.219","6.218,60","Serviços públicos","BD7FB72","BRALUPD01M10","XBSP","Brasil","BRL","1,00"
