Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"BPHA3","BRASIL PHARMA S.A.","0,81","3,69","81.646","301.274","-","Consumo Não Cíclico","B3Q1YB6","BRBPHAACNOR6","XBSP","Brasil","BRL","1,00"
"SLCE3","SLC AGRICOLA S/A","0,80","19,22","15.600","299.832","-","Consumo Não Cíclico","B1Y4WK8","BRSLCEACNOR2","XBSP","Brasil","BRL","1,00"
"DIRR3","DIRECIONAL ENGENHARIA S/A","0,80","11,60","25.800","299.280","-","Constru��o e Transporte","B59VLC7","BRDIRRACNOR0","XBSP","Brasil","BRL","1,00"
"PMAM3","PARANAPANEMA S/A","0,79","2,90","102.000","295.800","-","Materiais Básicos","B092PF6","BRPMAMACNOR3","XBSP","Brasil","BRL","1,00"
"FLRY3","FLEURY S/A","0,78","16,80","17.400","292.320","-","Consumo Não Cíclico","B4X4D29","BRFLRYACNOR5","XBSP","Brasil","BRL","1,00"
"PRML3","PRUMO LOGISTICA SA","0,76","1,08","264.078","285.204","-","Constru��o e Transporte","BLD3273","BRPRMLACNOR9","XBSP","Brasil","BRL","1,00"
"LPSB3","LPS BRASIL CONSULTORIA DE IMOVEIS","0,74","10,00","27.600","276.000","-","Constru��o e Transporte","B1L86W3","BRLPSBACNOR0","XBSP","Brasil","BRL","1,00"
"LEVE3","MAHLE-METAL LEVE SA","0,74","22,99","12.000","275.880","-","Bens Industriais","B0HZY49","BRLEVEACNOR2","XBSP","Brasil","BRL","1,00"
"ANIM3","GAEC EDUCACAO SA","0,72","29,78","9.000","268.020","-","Consumo Cíclico","BFMXX80","BRANIMACNOR6","XBSP","Brasil","BRL","1,00"
"STBP11","SANTOS BRASIL SA","0,69","19,49","13.200","257.268","-","Constru��o e Transporte","B29TGT2","BRSTBPCDAM10","XBSP","Brasil","BRL","1,00"
"AMAR3","MARISA LOJAS S.A.","0,66","16,30","15.000","244.500","-","Consumo Cíclico","B3V89C8","BRAMARACNOR4","XBSP","Brasil","BRL","1,00"
"MAGG3","MAGNESITA REFRATARIOS SA","0,65","4,42","54.600","241.332","-","Materiais Básicos","B23VRX5","BRMAGGACNOR4","XBSP","Brasil","BRL","1,00"
"BRIN3","BRASIL INSURANCE PARTICIPACOES E A","0,64","10,75","22.200","238.650","-","Financeiro e Outros","B5L5SJ3","BRBRINACNOR3","XBSP","Brasil","BRL","1,00"
"TESA3","TERRA SANTA AGRO SA","0,64","2,85","83.496","237.964","-","Consumo Não Cíclico","B4Q9YS4","BRVAGRACNOR2","XBSP","Brasil","BRL","1,00"
"JSLG3","JSL S.A.","0,64","12,00","19.800","237.600","-","Constru��o e Transporte","B5LBY82","BRJSLGACNOR2","XBSP","Brasil","BRL","1,00"
"HBOR3","HELBOR EMPREENDIMENTOS S/A","0,63","6,77","34.800","235.596","-","Constru��o e Transporte","B28RS68","BRHBORACNOR3","XBSP","Brasil","BRL","1,00"
"KEPL3","KEPLER WEBER S/A","0,59","41,00","5.400","221.400","-","Bens Industriais","2490245","BRKEPLACNOR1","XBSP","Brasil","BRL","1,00"
"QGEP3","QGEP PARTICIPACOES SA","0,55","9,00","22.800","205.200","-","Oil, Gas and Biofuels","B3M5360","BRQGEPACNOR8","XBSP","Brasil","BRL","1,00"
"ABCB4","BANCO ABC BRASIL S/A","0,55","13,60","15.055","204.748","-","Financeiro e Outros","B23DMP8","BRABCBACNPR4","XBSP","Brasil","BRL","1,00"
"RSID3","ROSSI RESIDENCIAL SA","0,53","1,73","114.600","198.258","-","Constru��o e Transporte","B0WPDR0","BRRSIDACNOR8","XBSP","Brasil","BRL","1,00"
"AUTM3","AUTOMETAL SA","0,52","19,00","10.200","193.800","-","Bens Industriais","B6565S7","BRAUTMACNOR8","XBSP","Brasil","BRL","1,00"
"TCSA3","TECNISA S/A","0,50","7,19","25.800","185.502","-","Constru��o e Transporte","B1N9YM0","BRTCSAACNOR3","XBSP","Brasil","BRL","1,00"
"MGLU3","MAGAZINE LUIZA S.A.","0,47","9,19","19.200","176.448","-","Consumo Cíclico","B4975P9","BRMGLUACNOR2","XBSP","Brasil","BRL","1,00"
"BPAN4","BANCO PAN PREF SA","0,46","3,44","50.400","173.376","-","Financeiro e Outros","B2940Z1","BRBPNMACNPR6","XBSP","Brasil","BRL","1,00"
"BBRK3","BRASIL BROKERS PARTICIPACOES","0,46","3,51","49.200","172.692","-","Constru��o e Transporte","B28XFX2","BRBBRKACNOR4","XBSP","Brasil","BRL","1,00"
"TGMA3","TEGMA GESTAO LOGISTICA S/A","0,44","21,01","7.800","163.878","-","Constru��o e Transporte","B1ZBDK5","BRTGMAACNOR7","XBSP","Brasil","BRL","1,00"
"LLIS3","RESTOQUE COMERCIO E CONFECCOES DE","0,41","6,84","22.200","151.848","-","Consumo Cíclico","B2R7VR1","BRLLISACNOR4","XBSP","Brasil","BRL","1,00"
"SSBR3","SONAE SIERRA BRASIL SA","0,39","17,44","8.400","146.496","-","Financeiro e Outros","B67HNG2","BRSSBRACNOR1","XBSP","Brasil","BRL","1,00"
"CVCB3","CVC BRASIL OPERADORA E AGENCIA DE","0,39","13,43","10.800","145.044","-","Consumo Cíclico","BGSH2S6","BRCVCBACNOR1","XBSP","Brasil","BRL","1,00"
"JHSF3","JHSF PARTICIPACOES S/A","0,35","3,85","34.200","131.670","-","Constru��o e Transporte","B1VN5C1","BRJHSFACNOR2","XBSP","Brasil","BRL","1,00"
"BISA3","BROOKFIELD INCORPORACOES SA","0,33","1,45","85.200","123.540","-","Constru��o e Transporte","B1FY4S9","BRBISAACNOR8","XBSP","Brasil","BRL","1,00"
"SLED4","SARAIVA S/A LIVREIROS EDITORES","0,31","19,50","6.000","117.000","-","Consumo Cíclico","2965141","BRSLEDACNPR7","XBSP","Brasil","BRL","1,00"
"PRIO3","PETRO RIO SA","0,29","1,19","91.800","109.242","-","Oil, Gas and Biofuels","B4LW4N3","BRHRTPACNOR2","XBSP","Brasil","BRL","1,00"
"ENEV3","ENEVA SA","0,28","1,23","85.817","105.555","-","Serviços públicos","BFWHKM5","BRENEVACNOR8","XBSP","Brasil","BRL","1,00"
"PFRM3","PROFARMA DISTRIBUIDORA DE PRODUTOS","0,24","21,50","4.200","90.300","-","Consumo Não Cíclico","B1G92Q7","BRPFRMACNOR1","XBSP","Brasil","BRL","1,00"
"MMXM3","MMX MINERACAO E METALICOS S.A.","0,12","2,03","21.601","43.850","-","Materiais Básicos","B18XCG7","BRMMXMACNOR2","XBSP","Brasil","BRL","1,00"
"BTOW1","B2W COMPANHIA DIGITAL RIGHTS","0,06","1,95","11.134","21.711","-","Consumo Cíclico","BN7SP24","BRBTOWD02OR1","XBSP","Brasil","BRL","1,00"
"CCXC3","CCX CARVAO DA COLOMBIA SA","0,04","0,78","20.400","15.912","-","Materiais Básicos","B86LFL8","BRCCXCACNOR5","XBSP","Brasil","BRL","1,00"
"-","BANCO PANAMERICANO SA RIGHT","0,00","0,03","40.308","1.209","-","Financeiro e Outros","BNG8JN4","BRBPNMD02PR9","-","-","BRL","1,00"
"GOLL2","GOL LINHAS AEREAS INTELIGENTES RIG","0,00","0,01","777","8","-","Constru��o e Transporte","BN57FQ7","BRGOLLD05PR0","XBSP","Brasil","BRL","1,00"
