Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"GOLL2","GOL LINHAS AEREAS INTELIGENTES-RTS","0,00","0,01","4.004","40","-","Constru��o e Transporte","B5N6DF5","BRGOLLD04PR3","-","Brasil","BRL","1,00"
"FHER3","FERTILIZANTES HERINGER SA","0,21","11,10","13.200","146.520","-","Materiais Básicos","B1VQDQ0","BRFHERACNOR5","XBSP","Brasil","BRL","1,00"
"SLED4","SARAIVA S/A LIVREIROS EDITORES","0,46","20,90","15.600","326.040","-","Consumo Cíclico","2965141","BRSLEDACNPR7","XBSP","Brasil","BRL","1,00"
"GSHP3","GENERAL SHOPPING BRASIL S/A","0,27","11,35","16.800","190.680","-","Financeiro e Outros","B23PQP2","BRGSHPACNOR7","XBSP","Brasil","BRL","1,00"
"LLIS3","RESTOQUE COMERCIO E CONFECCOES DE","0,65","27,30","16.800","458.640","-","Consumo Cíclico","B2R7VR1","BRLLISACNOR4","XBSP","Brasil","BRL","1,00"
"KROT3","KROTON EDUCACIONAL UNITS","0,01","0,53","16.931","8.973","-","Consumo Cíclico","B7498P2","BRKROTD02M15","-","Brasil","BRL","1,00"
"TGMA3","TEGMA GESTAO LOGISTICA S/A","0,70","25,65","19.200","492.480","-","Constru��o e Transporte","B1ZBDK5","BRTGMAACNOR7","XBSP","Brasil","BRL","1,00"
"CGAS5","COMPANHIA DE GAS DE SAO PAULO PF A","1,19","43,80","19.200","840.960","-","Serviços públicos","2039110","BRCGASACNPA3","XBSP","Brasil","BRL","1,00"
"POSI3","POSITIVO INFORMATICA SA","0,17","5,78","20.400","117.912","-","Tecnologia de informação","B1J04K5","BRPOSIACNOR9","XBSP","Brasil","BRL","1,00"
"TEKA4","TEKA PREF SA","0,04","1,40","21.600","30.240","-","Consumo Cíclico","2904478","BRTEKAACNPR3","XBSP","Brasil","BRL","1,00"
