Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"IGBR3","IGB ELETRONICA SA","0,12","8,58","12.600","108.108","-","Consumo Cíclico","2380379","BRIGBRACNOR7","XBSP","Brasil","BRL","1,00"
"TERI1","TEREOS INTERNACIONAL SA RIGHTS","0,00","0,03","14.433","433","-","Consumo Não Cíclico","B89Y2X5","BRTERID01OR9","XBSP","Brasil","BRL","1,00"
"SLED4","SARAIVA S/A LIVREIROS EDITORES","0,45","22,20","18.200","404.040","-","Consumo Cíclico","2965141","BRSLEDACNPR7","XBSP","Brasil","BRL","1,00"
"GSHP3","GENERAL SHOPPING BRASIL S/A","0,21","9,65","19.600","189.140","-","Financeiro e Outros","B23PQP2","BRGSHPACNOR7","XBSP","Brasil","BRL","1,00"
"TGMA3","TEGMA GESTAO LOGISTICA S/A","0,72","30,50","21.000","640.500","-","Constru��o e Transporte","B1ZBDK5","BRTGMAACNOR7","XBSP","Brasil","BRL","1,00"
"CGAS5","COMPANHIA DE GAS DE SAO PAULO PF A","1,03","43,50","21.000","913.500","-","Serviços públicos","2039110","BRCGASACNPA3","XBSP","Brasil","BRL","1,00"
"POSI3","POSITIVO INFORMATICA SA","0,14","5,63","22.400","126.112","-","Tecnologia de informação","B1J04K5","BRPOSIACNOR9","XBSP","Brasil","BRL","1,00"
"COCE5","COMPANHIA ENERGETICA DO CEARA","1,09","38,48","25.200","969.696","-","Serviços públicos","B1YCJ34","BRCOCEACNPA3","XBSP","Brasil","BRL","1,00"
"AUTM3","AUTOMETAL SA","0,44","14,85","26.600","395.010","-","Bens Industriais","B6565S7","BRAUTMACNOR8","XBSP","Brasil","BRL","1,00"
"MDIA3","M. DIAS BRANCO S/A INDUSTRIA E COM","1,77","59,00","26.600","1.569.400","-","Consumo Não Cíclico","B1FRH89","BRMDIAACNOR7","XBSP","Brasil","BRL","1,00"
"ARZZ3","AREZZO INDUSTRIA E SA","0,99","29,90","29.400","879.060","-","Consumo Cíclico","B3NS1W0","BRARZZACNOR3","XBSP","Brasil","BRL","1,00"
"BEEF3","MINERVA S/A","0,29","8,48","30.800","261.184","-","Consumo Não Cíclico","B23GH52","BRBEEFACNOR6","XBSP","Brasil","BRL","1,00"
"IGTA3","IGUATEMI EMPRESA DE SHOPPING CENTE","1,64","41,50","35.000","1.452.500","-","Financeiro e Outros","B1NXMK6","BRIGTAACNOR5","XBSP","Brasil","BRL","1,00"
"STBP11","SANTOS BRASIL SA","1,40","30,60","40.600","1.242.360","-","Constru��o e Transporte","B29TGT2","BRSTBPCDAM10","XBSP","Brasil","BRL","1,00"
"FESA4","COMPANHIA DE FERRO LIGAS DA BAHIA","0,53","11,30","42.000","474.600","-","Materiais Básicos","B07C6Z5","BRFESAACNPR5","XBSP","Brasil","BRL","1,00"
"ABCB4","BANCO ABC BRASIL S/A","0,48","9,55","44.800","427.840","-","Financeiro e Outros","B23DMP8","BRABCBACNPR4","XBSP","Brasil","BRL","1,00"
"SLCE3","SLC AGRICOLA S/A","1,01","19,99","44.800","895.552","-","Consumo Não Cíclico","B1Y4WK8","BRSLCEACNOR2","XBSP","Brasil","BRL","1,00"
"AMAR3","MARISA LOJAS S.A.","1,16","23,00","44.800","1.030.400","-","Consumo Cíclico","B3V89C8","BRAMARACNOR4","XBSP","Brasil","BRL","1,00"
"EZTC3","EZ TEC EMPREENDIMENTOS E PARTICIPA","1,11","20,62","47.600","981.512","-","Constru��o e Transporte","B1YW5V4","BREZTCACNOR0","XBSP","Brasil","BRL","1,00"
"EQTL3","EQUATORIAL ENERGIA SA","0,83","15,00","49.000","735.000","-","Serviços públicos","B128R96","BREQTLACNOR0","XBSP","Brasil","BRL","1,00"
"VLID3","VALID SOLUCOES E SERVICOS DE SEGUR","1,75","30,00","51.800","1.554.000","-","Bens Industriais","B13NPP2","BRVLIDACNOR5","XBSP","Brasil","BRL","1,00"
"CSMG3","COMPANHIA DE SANEAMENTO DE MINAS G","2,54","43,50","51.800","2.253.300","-","Serviços públicos","B0YBZJ2","BRCSMGACNOR5","XBSP","Brasil","BRL","1,00"
"BRIN3","BRASIL INSURANCE PARTICIPACOES E A","1,07","17,85","53.200","949.620","-","Financeiro e Outros","B5L5SJ3","BRBRINACNOR3","XBSP","Brasil","BRL","1,00"
"FLRY3","FLEURY S/A","1,57","25,50","54.600","1.392.300","-","Consumo Não Cíclico","B4X4D29","BRFLRYACNOR5","XBSP","Brasil","BRL","1,00"
"LPSB3","LPS BRASIL CONSULTORIA DE IMOVEIS","2,06","33,50","54.600","1.829.100","-","Constru��o e Transporte","B1L86W3","BRLPSBACNOR0","XBSP","Brasil","BRL","1,00"
"HBOR3","HELBOR EMPREENDIMENTOS S/A","0,55","8,56","57.400","491.344","-","Constru��o e Transporte","B28RS68","BRHBORACNOR3","XBSP","Brasil","BRL","1,00"
"MGLU3","MAGAZINE LUIZA S.A.","0,61","9,40","57.400","539.560","-","Consumo Cíclico","B4975P9","BRMGLUACNOR2","XBSP","Brasil","BRL","1,00"
"BICB4","BANCO INDUSTRIAL E COMERCIAL S/A","0,38","5,70","58.800","335.160","-","Financeiro e Outros","B284ZP7","BRBICBACNPR7","XBSP","Brasil","BRL","1,00"
"OSXB3","OSX BRASIL S/A","0,60","9,00","58.800","529.200","-","Oil, Gas and Biofuels","B24C6X0","BROSXBACNOR8","XBSP","Brasil","BRL","1,00"
"INEP4","INEPAR S/A","0,13","1,90","60.200","114.380","-","Bens Industriais","B0FNPN1","BRINEPACNPR8","XBSP","Brasil","BRL","1,00"
"MYPK3","IOCHPE MAXION SA","1,59","23,40","60.200","1.408.680","-","Bens Industriais","B06YX28","BRMYPKACNOR7","XBSP","Brasil","BRL","1,00"
"BPAN4","BANCO PAN PREF SA","0,35","5,10","60.905","310.616","-","Financeiro e Outros","B2940Z1","BRBPNMACNPR6","XBSP","Brasil","BRL","1,00"
"BTOW3","B2W COMPANHIA DIGITAL","0,41","5,85","61.600","360.360","-","Consumo Cíclico","B1LH3Y1","BRBTOWACNOR8","XBSP","Brasil","BRL","1,00"
"ESTC3","ESTACIO PARTICIPACOES SA","1,72","24,30","63.000","1.530.900","-","Consumo Cíclico","B23PBF7","BRESTCACNOR5","XBSP","Brasil","BRL","1,00"
"TERI3","TEREOS INTERNACIONAL S/A","0,19","2,52","68.600","172.872","-","Consumo Não Cíclico","B450Z41","BRTERIACNOR4","XBSP","Brasil","BRL","1,00"
"MILS3","MILLS ESTRUTURAS E SERVICOS DE ENG","2,13","27,60","68.600","1.893.360","-","Constru��o e Transporte","B5LGRJ9","BRMILSACNOR2","XBSP","Brasil","BRL","1,00"
"LLIS3","RESTOQUE COMERCIO E CONFECCOES DE","0,81","10,28","70.000","719.600","-","Consumo Cíclico","B2R7VR1","BRLLISACNOR4","XBSP","Brasil","BRL","1,00"
"ALSC3","ALIANSCE SHOPPING CENTERS S/A","1,42","17,30","72.800","1.259.440","-","Financeiro e Outros","B23FNB7","BRALSCACNOR0","XBSP","Brasil","BRL","1,00"
"KROT11","KROTON EDUCACIONAL UNITS SA","2,43","29,05","74.200","2.155.510","-","Consumo Cíclico","B23DNH7","BRKROTCDAM11","XBSP","Brasil","BRL","1,00"
"QGEP3","QGEP PARTICIPACOES SA","0,64","7,33","77.000","564.410","-","Oil, Gas and Biofuels","B3M5360","BRQGEPACNOR8","XBSP","Brasil","BRL","1,00"
"JHSF3","JHSF PARTICIPACOES S/A","0,53","6,00","78.400","470.400","-","Constru��o e Transporte","B1VN5C1","BRJHSFACNOR2","XBSP","Brasil","BRL","1,00"
"TCSA3","TECNISA S/A","0,73","7,38","88.200","650.916","-","Constru��o e Transporte","B1N9YM0","BRTCSAACNOR3","XBSP","Brasil","BRL","1,00"
"LIGT3","LIGHT SA","2,58","24,80","92.400","2.291.520","-","Serviços públicos","B0W1X34","BRLIGTACNOR2","XBSP","Brasil","BRL","1,00"
"GOLL4","GOL LINHAS AEREAS INTELIGENTES PRE","0,98","8,92","98.000","874.160","-","Constru��o e Transporte","B01NTS8","BRGOLLACNPR4","XBSP","Brasil","BRL","1,00"
"SULA11","SUL AMERICA UNITS SA","1,82","15,60","103.600","1.616.160","-","Financeiro e Outros","B27WYK0","BRSULACDAM12","XBSP","Brasil","BRL","1,00"
"GPCP3","GPC PARTICIPACOES S/A","0,05","0,37","114.800","42.476","-","Materiais Básicos","2129282","BRGPCPACNOR4","XBSP","Brasil","BRL","1,00"
"RAPT4","RANDON PREF SA","1,18","9,00","116.200","1.045.800","-","Bens Industriais","B010V49","BRRAPTACNPR4","XBSP","Brasil","BRL","1,00"
"BBRK3","BRASIL BROKERS PARTICIPACOES","0,91","6,53","123.200","804.496","-","Constru��o e Transporte","B28XFX2","BRBBRKACNOR4","XBSP","Brasil","BRL","1,00"
"TOTS3","TOTVS S/A","5,49","38,70","126.000","4.876.200","-","Tecnologia de informação","B10LQP6","BRTOTSACNOR8","XBSP","Brasil","BRL","1,00"
"ALPA4","SAO PAULO ALPARGATAS PREF SA","1,99","13,40","131.600","1.763.440","-","Consumo Cíclico","B07C796","BRALPAACNPR7","XBSP","Brasil","BRL","1,00"
"OHLB3","OBRASCON HUARTE LAIN BRASIL S.A.","2,65","17,85","131.600","2.349.060","-","Constru��o e Transporte","B0DK255","BROHLBACNOR6","XBSP","Brasil","BRL","1,00"
"AEDU3","ANHANGUERA EDUCACIONAL SA","3,96","25,60","137.200","3.512.320","-","Consumo Cíclico","2796084","BRAEDUACNOR9","XBSP","Brasil","BRL","1,00"
"VIVR3","VIVER INCORPORADORA E CONSTRUTORA","0,25","1,50","148.400","222.600","-","Constru��o e Transporte","B1XLN52","BRVIVRACNOR4","XBSP","Brasil","BRL","1,00"
"RSID3","ROSSI RESIDENCIAL SA","0,88","4,93","158.200","779.926","-","Constru��o e Transporte","B0WPDR0","BRRSIDACNOR8","XBSP","Brasil","BRL","1,00"
"LUPA3","LUPATECH S A SAINARY SHARES BRAZIL","0,69","3,84","159.600","612.864","-","Bens Industriais","B14TFV5","BRLUPAACNOR8","XBSP","Brasil","BRL","1,00"
"MAGG3","MAGNESITA REFRATARIOS SA","1,16","6,40","161.000","1.030.400","-","Materiais Básicos","B23VRX5","BRMAGGACNOR4","XBSP","Brasil","BRL","1,00"
"MNDL3","MUNDIAL SA","0,03","0,18","166.600","29.988","-","Consumo Cíclico","2301927","BRMNDLACNOR4","XBSP","Brasil","BRL","1,00"
"SUZB5","SUZANO BAHIA SUL PAPEL CELULOSE CL","0,76","3,97","169.400","672.518","-","Materiais Básicos","B02GKF0","BRSUZBACNPA3","XBSP","Brasil","BRL","1,00"
"MRFG3","MARFRIG FRIGORIFICOS SA","1,83","9,34","173.600","1.621.424","-","Consumo Não Cíclico","B1YWHR4","BRMRFGACNOR0","XBSP","Brasil","BRL","1,00"
"EVEN3","EVEN CONSTRUTORA E INCORPORADORA S","1,35","6,84","175.000","1.197.000","-","Constru��o e Transporte","B1VD2Z3","BREVENACNOR8","XBSP","Brasil","BRL","1,00"
"RADL3","RAIA DROGASIL SA","4,15","20,25","182.000","3.685.500","-","Consumo Não Cíclico","B7FQV64","BRRADLACNOR0","XBSP","Brasil","BRL","1,00"
"BISA3","BROOKFIELD INCORPORACOES SA","0,76","3,31","203.000","671.930","-","Constru��o e Transporte","B1FY4S9","BRBISAACNOR8","XBSP","Brasil","BRL","1,00"
"ODPV3","ODONTOPREV SA","2,78","10,20","242.200","2.470.440","-","Consumo Não Cíclico","B1H6R62","BRODPVACNOR4","XBSP","Brasil","BRL","1,00"
"PRIO3","PETRO RIO SA","1,83","6,26","259.000","1.621.340","-","Oil, Gas and Biofuels","B4LW4N3","BRHRTPACNOR2","XBSP","Brasil","BRL","1,00"
"POMO4","MARCOPOLO PREF SA","2,65","9,05","260.400","2.356.620","-","Bens Industriais","2599131","BRPOMOACNPR7","XBSP","Brasil","BRL","1,00"
"DASA3","DIAGNOSTICOS DA AMERICA S/A","4,33","13,21","291.200","3.846.752","-","Consumo Não Cíclico","B03WBK9","BRDASAACNOR1","XBSP","Brasil","BRL","1,00"
"LLXL3","PRUMO LOGISTICA SA","0,75","2,21","299.600","662.116","-","Constru��o e Transporte","B3BXMS0","BRLLXLACNOR8","XBSP","Brasil","BRL","1,00"
"PMAM3","PARANAPANEMA S/A","0,76","2,20","305.200","671.440","-","Materiais Básicos","B092PF6","BRPMAMACNOR3","XBSP","Brasil","BRL","1,00"
"MRVE3","MRV ENGENHARIA E PARTICIPACOES S/A","3,23","9,30","308.000","2.864.400","-","Constru��o e Transporte","B235JN1","BRMRVEACNOR2","XBSP","Brasil","BRL","1,00"
"MMXM3","MMX MINERACAO E METALICOS S.A.","2,28","5,85","345.800","2.022.930","-","Materiais Básicos","B18XCG7","BRMMXMACNOR2","XBSP","Brasil","BRL","1,00"
"GFSA3","GAFISA S/A","1,23","2,63","414.400","1.089.872","-","Constru��o e Transporte","2479619","BRGFSAACNOR3","XBSP","Brasil","BRL","1,00"
"PDGR3","PDG REALTY SA","4,26","3,51","1.076.600","3.778.866","-","Constru��o e Transporte","B1N9YL9","BRPDGRACNOR8","XBSP","Brasil","BRL","1,00"
"TESA3","TERRA SANTA AGRO SA","0,68","0,38","1.593.200","605.416","-","Consumo Não Cíclico","B4Q9YS4","BRVAGRACNOR2","XBSP","Brasil","BRL","1,00"
