Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"LPSB3","LPS BRASIL CONS DE IMOVEIS RIGHTS","0,00","0,01","362","4","-","Constru��o e Transporte","B578JC6","-","-","Brasil","BRL","1,00"
"MPXE11","MPX ENERGIA S/A RTS","0,02","8,90","1.460","12.994","-","Serviços públicos","B6R4V92","BRMPXED01M12","-","Brasil","BRL","1,00"
"OSXB3","OSX BRASIL S/A","1,33","450,00","2.000","900.000","-","Oil, Gas and Biofuels","B24C6X0","BROSXBACNOR8","XBSP","Brasil","BRL","1,00"
"BISA9","BROOKFIELD INCORPORACOES SA","0,07","7,21","6.235","44.954","-","Constru��o e Transporte","B4YTKN3","BRBISAR02OR1","XBSP","Brasil","BRL","1,00"
"FHER3","FERTILIZANTES HERINGER SA","0,16","9,85","11.000","108.350","-","Materiais Básicos","B1VQDQ0","BRFHERACNOR5","XBSP","Brasil","BRL","1,00"
"SLED4","SARAIVA S/A LIVREIROS EDITORES","0,63","30,52","14.000","427.280","-","Consumo Cíclico","2965141","BRSLEDACNPR7","XBSP","Brasil","BRL","1,00"
"TGMA3","TEGMA GESTAO LOGISTICA S/A","0,60","25,25","16.000","404.000","-","Constru��o e Transporte","B1ZBDK5","BRTGMAACNOR7","XBSP","Brasil","BRL","1,00"
"POSI3","POSITIVO INFORMATICA SA","0,18","7,20","17.000","122.400","-","Tecnologia de informação","B1J04K5","BRPOSIACNOR9","XBSP","Brasil","BRL","1,00"
"TEKA4","TEKA PREF SA","0,03","1,16","18.000","20.880","-","Consumo Cíclico","2904478","BRTEKAACNPR3","XBSP","Brasil","BRL","1,00"
"COCE5","COMPANHIA ENERGETICA DO CEARA","0,91","32,20","19.000","611.800","-","Serviços públicos","B1YCJ34","BRCOCEACNPA3","XBSP","Brasil","BRL","1,00"
"OHLB3","OBRASCON HUARTE LAIN BRASIL S.A.","1,98","66,80","20.000","1.336.000","-","Constru��o e Transporte","B0DK255","BROHLBACNOR6","XBSP","Brasil","BRL","1,00"
"MDIA3","M. DIAS BRANCO S/A INDUSTRIA E COM","1,29","41,50","21.000","871.500","-","Consumo Não Cíclico","B1FRH89","BRMDIAACNOR7","XBSP","Brasil","BRL","1,00"
"KROT11","KROTON EDUCACIONAL UNITS SA","0,66","20,25","22.000","445.500","-","Consumo Cíclico","B23DNH7","BRKROTCDAM11","XBSP","Brasil","BRL","1,00"
"BEEF3","MINERVA S/A","0,17","4,89","24.000","117.360","-","Consumo Não Cíclico","B23GH52","BRBEEFACNOR6","XBSP","Brasil","BRL","1,00"
"LUPA3","LUPATECH S A SAINARY SHARES BRAZIL","0,42","11,90","24.000","285.600","-","Bens Industriais","B14TFV5","BRLUPAACNOR8","XBSP","Brasil","BRL","1,00"
"CTAX4","CONTAX PARTICIPACOES S/A","0,84","23,50","24.000","564.000","-","Bens Industriais","2817220","BRCTAXACNPR0","XBSP","Brasil","BRL","1,00"
"ENEV3","ENEVA SA","1,44","38,98","25.000","974.500","-","Serviços públicos","B29VWQ7","BRMPXEACNOR2","XBSP","Brasil","BRL","1,00"
"IGTA3","IGUATEMI EMPRESA DE SHOPPING CENTE","1,54","38,35","27.000","1.035.450","-","Financeiro e Outros","B1NXMK6","BRIGTAACNOR5","XBSP","Brasil","BRL","1,00"
"EZTC3","EZ TEC EMPREENDIMENTOS E PARTICIPA","0,73","16,97","29.000","492.130","-","Constru��o e Transporte","B1YW5V4","BREZTCACNOR0","XBSP","Brasil","BRL","1,00"
"SMTO3","SAO MARTINHO S/A","1,04","24,10","29.000","698.900","-","Consumo Não Cíclico","B1P3R43","BRSMTOACNOR3","XBSP","Brasil","BRL","1,00"
"FLRY3","FLEURY S/A","1,01","22,73","30.000","681.900","-","Consumo Não Cíclico","B4X4D29","BRFLRYACNOR5","XBSP","Brasil","BRL","1,00"
"LPSB3","LPS BRASIL CONSULTORIA DE IMOVEIS","1,69","38,00","30.000","1.140.000","-","Constru��o e Transporte","B1L86W3","BRLPSBACNOR0","XBSP","Brasil","BRL","1,00"
"MPLU3","MULTIPLUS S/A","1,25","27,20","31.000","843.200","-","Consumo Cíclico","B3PRVV4","BRMPLUACNOR3","XBSP","Brasil","BRL","1,00"
"FESA4","COMPANHIA DE FERRO LIGAS DA BAHIA","0,52","10,94","32.000","350.080","-","Materiais Básicos","B07C6Z5","BRFESAACNPR5","XBSP","Brasil","BRL","1,00"
"ABCB4","BANCO ABC BRASIL S/A","0,56","11,72","32.000","375.040","-","Financeiro e Outros","B23DMP8","BRABCBACNPR4","XBSP","Brasil","BRL","1,00"
"SLCE3","SLC AGRICOLA S/A","0,93","18,49","34.000","628.660","-","Consumo Não Cíclico","B1Y4WK8","BRSLCEACNOR2","XBSP","Brasil","BRL","1,00"
"AMAR3","MARISA LOJAS S.A.","1,20","23,80","34.000","809.200","-","Consumo Cíclico","B3V89C8","BRAMARACNOR4","XBSP","Brasil","BRL","1,00"
"BTOW3","B2W COMPANHIA DIGITAL","0,99","19,05","35.045","667.607","-","Consumo Cíclico","B1LH3Y1","BRBTOWACNOR8","XBSP","Brasil","BRL","1,00"
"EQTL3","EQUATORIAL ENERGIA SA","0,64","11,90","36.000","428.400","-","Serviços públicos","B128R96","BREQTLACNOR0","XBSP","Brasil","BRL","1,00"
"CSMG3","COMPANHIA DE SANEAMENTO DE MINAS G","1,81","31,30","39.000","1.220.700","-","Serviços públicos","B0YBZJ2","BRCSMGACNOR5","XBSP","Brasil","BRL","1,00"
"VLID3","VALID SOLUCOES E SERVICOS DE SEGUR","1,24","20,96","40.000","838.400","-","Bens Industriais","B13NPP2","BRVLIDACNOR5","XBSP","Brasil","BRL","1,00"
"INEP4","INEPAR S/A","0,27","4,30","42.000","180.600","-","Bens Industriais","B0FNPN1","BRINEPACNPR8","XBSP","Brasil","BRL","1,00"
"BPAN4","BANCO PAN PREF SA","0,41","6,03","46.000","277.380","-","Financeiro e Outros","B2940Z1","BRBPNMACNPR6","XBSP","Brasil","BRL","1,00"
"ESTC3","ESTACIO PARTICIPACOES SA","1,36","20,00","46.000","920.000","-","Consumo Cíclico","B23PBF7","BRESTCACNOR5","XBSP","Brasil","BRL","1,00"
"MYPK3","IOCHPE MAXION SA","1,45","21,30","46.000","979.800","-","Bens Industriais","B06YX28","BRMYPKACNOR7","XBSP","Brasil","BRL","1,00"
"TEMP3","TEMPO PARTICIPACOES SA","0,28","3,75","50.000","187.500","-","Consumo Não Cíclico","B1FLYW4","BRTEMPACNOR0","XBSP","Brasil","BRL","1,00"
"BICB4","BANCO INDUSTRIAL E COMERCIAL S/A","0,73","9,90","50.000","495.000","-","Financeiro e Outros","B284ZP7","BRBICBACNPR7","XBSP","Brasil","BRL","1,00"
"MULT3","MULTIPLAN EMPREENDIMENTOS IMOBILIA","2,58","34,10","51.000","1.739.100","-","Financeiro e Outros","B23DZG0","BRMULTACNOR5","XBSP","Brasil","BRL","1,00"
"TERI3","TEREOS INTERNACIONAL S/A","0,23","3,00","52.000","156.000","-","Consumo Não Cíclico","B450Z41","BRTERIACNOR4","XBSP","Brasil","BRL","1,00"
"MILS3","MILLS ESTRUTURAS E SERVICOS DE ENG","1,73","22,50","52.000","1.170.000","-","Constru��o e Transporte","B5LGRJ9","BRMILSACNOR2","XBSP","Brasil","BRL","1,00"
