Date,Price,Open,High,Low
"Jan 02, 2009",3.2787599563598633,3.1869699954986572,3.2787599563598633,3.161479949951172
"Jan 05, 2009",3.283859968185425,3.2532598972320557,3.3144500255584717,3.1665799617767334
"Jan 06, 2009",3.319550037384033,3.2889599800109863,3.3399500846862793,3.161479949951172
"Jan 07, 2009",3.1665799617767334,3.258359909057617,3.294059991836548,3.151279926300049
"Jan 08, 2009",3.232870101928711,3.1869699954986572,3.243069887161255,3.1155900955200195
"Jan 09, 2009",3.248159885406494,3.2736599445343018,3.304260015487671,3.1665799617767334
"Jan 12, 2009",3.181879997253418,3.1665799617767334,3.2073700428009033,3.141079902648926
"Jan 13, 2009",3.1665799617767334,3.1767799854278564,3.243069887161255,3.0951900482177734
"Jan 14, 2009",3.018699884414673,3.212470054626465,3.212470054626465,2.9830100536346436
"Jan 15, 2009",3.1920700073242188,2.9830100536346436,3.202270030975342,2.9218199253082275
"Jan 16, 2009",3.3144500255584717,3.2379701137542725,3.3603498935699463,3.151279926300049
"Jan 19, 2009",3.304260015487671,3.2991600036621094,3.3297500610351562,3.222670078277588
"Jan 20, 2009",3.2736599445343018,3.2889599800109863,3.3246500492095947,3.2073700428009033
"Jan 21, 2009",3.416440010070801,3.2991600036621094,3.416440010070801,3.248159885406494
"Jan 22, 2009",3.2889599800109863,3.431730031967163,3.441930055618286,3.2379701137542725
"Jan 23, 2009",3.222670078277588,3.212470054626465,3.243069887161255,3.1359798908233643
"Jan 26, 2009",3.258359909057617,3.2175700664520264,3.2889599800109863,3.1971700191497803
"Jan 27, 2009",3.2889599800109863,3.212470054626465,3.2889599800109863,3.212470054626465
"Jan 28, 2009",3.3144500255584717,3.3399500846862793,3.3603498935699463,3.2532598972320557
"Jan 29, 2009",3.2889599800109863,3.304260015487671,3.3144500255584717,3.2379701137542725
"Jan 30, 2009",3.258359909057617,3.2634599208831787,3.319550037384033,3.2277700901031494
"Feb 02, 2009",3.0339999198913574,3.2277700901031494,3.2277700901031494,3.0339999198913574
"Feb 03, 2009",3.028899908065796,3.059499979019165,3.0747900009155273,2.957509994506836
"Feb 04, 2009",2.937119960784912,3.039099931716919,3.0543999671936035,2.937119960784912
"Feb 05, 2009",3.028899908065796,2.957509994506836,3.0339999198913574,2.875930070877075
"Feb 06, 2009",3.1155900955200195,3.0339999198913574,3.1257801055908203,2.998310089111328
"Feb 09, 2009",2.998310089111328,3.100290060043335,3.100290060043335,2.998310089111328
"Feb 10, 2009",2.9422099590301514,3.028899908065796,3.0543999671936035,2.9014201164245605
"Feb 11, 2009",2.957509994506836,2.947309970855713,3.018699884414673,2.8810200691223145
"Feb 12, 2009",2.906519889831543,2.906519889831543,2.9422099590301514,2.886120080947876
"Feb 13, 2009",2.967710018157959,2.957509994506836,3.0034000873565674,2.926919937133789
"Feb 16, 2009",2.957509994506836,2.957509994506836,2.9728100299835205,2.9014201164245605
"Feb 17, 2009",2.8504300117492676,2.8810200691223145,2.8912200927734375,2.8300299644470215
"Feb 18, 2009",2.8708300590515137,2.855530023574829,2.875930070877075,2.814739942550659
"Feb 19, 2009",2.896320104598999,2.896320104598999,2.916719913482666,2.835129976272583
"Feb 20, 2009",2.8402299880981445,2.855530023574829,2.9116199016571045,2.8096399307250977
"Feb 25, 2009",2.784140110015869,2.8402299880981445,2.886120080947876,2.763740062713623
"Feb 26, 2009",2.814739942550659,2.835129976272583,2.835129976272583,2.7688400745391846
"Feb 27, 2009",2.8810200691223145,2.758650064468384,2.8810200691223145,2.7484500408172607
"Mar 02, 2009",2.8096399307250977,2.8300299644470215,2.835129976272583,2.702549934387207
"Mar 03, 2009",2.855530023574829,2.8504300117492676,2.865730047225952,2.7484500408172607
"Mar 04, 2009",2.8810200691223145,2.8912200927734375,2.9320199489593506,2.8402299880981445
"Mar 05, 2009",2.804539918899536,2.8606300354003906,2.875930070877075,2.7994399070739746
"Mar 06, 2009",2.758650064468384,2.814739942550659,2.8810200691223145,2.7382500171661377
"Mar 09, 2009",2.8198399543762207,2.743350028991699,2.8198399543762207,2.6974599361419678
"Mar 10, 2009",3.0543999671936035,2.855530023574829,3.059499979019165,2.835129976272583
"Mar 11, 2009",3.1359798908233643,3.0645899772644043,3.1665799617767334,3.0441999435424805
"Mar 12, 2009",3.2073700428009033,3.110490083694458,3.243069887161255,3.0849900245666504
"Mar 13, 2009",3.4215400218963623,3.30935001373291,3.4674301147460938,3.2736599445343018
"Mar 16, 2009",3.365449905395508,3.416440010070801,3.5439200401306152,3.3297500610351562
"Mar 17, 2009",3.574510097503662,3.3246500492095947,3.574510097503662,3.294059991836548
"Mar 18, 2009",3.5439200401306152,3.5082199573516846,3.5898098945617676,3.4623301029205322
"Mar 19, 2009",3.584709882736206,3.6000099182128906,3.696890115737915,3.503119945526123
"Mar 20, 2009",3.4674301147460938,3.503119945526123,3.5898098945617676,3.452130079269409
"Mar 23, 2009",3.6713900566101074,3.503119945526123,3.6815900802612305,3.4980199337005615
"Mar 24, 2009",3.472529888153076,3.5898098945617676,3.656100034713745,3.441930055618286
"Mar 25, 2009",3.492919921875,3.4776298999786377,3.5796101093292236,3.4062399864196777
"Mar 26, 2009",3.4062399864196777,3.5439200401306152,3.5439200401306152,3.3756399154663086
"Mar 27, 2009",3.345050096511841,3.3858399391174316,3.3858399391174316,3.294059991836548
"Mar 30, 2009",3.30935001373291,3.294059991836548,3.30935001373291,3.2379701137542725
"Mar 31, 2009",3.30935001373291,3.3246500492095947,3.370539903640747,3.2889599800109863
"Apr 01, 2009",3.416440010070801,3.2175700664520264,3.431730031967163,3.1920700073242188
"Apr 02, 2009",3.6713900566101074,3.4674301147460938,3.686690092086792,3.4674301147460938
"Apr 03, 2009",3.6203999519348145,3.666300058364868,3.6917901039123535,3.5082199573516846
"Apr 06, 2009",3.645900011062622,3.5694100856781006,3.645900011062622,3.482729911804199
"Apr 07, 2009",3.7529799938201904,3.584709882736206,3.798870086669922,3.5694100856781006
"Apr 08, 2009",4.130320072174072,3.809070110321045,4.130320072174072,3.788680076599121
"Apr 09, 2009",4.2322998046875,4.2322998046875,4.405670166015625,4.166009902954102
"Apr 13, 2009",4.125219821929932,4.1558098793029785,4.2781901359558105,4.069129943847656
"Apr 14, 2009",4.043630123138428,4.115019798278809,4.176209926605225,4.002840042114258
"Apr 15, 2009",4.196609973907471,4.028339862823486,4.211909770965576,3.9926400184631348
"Apr 16, 2009",4.288390159606934,4.257800102233887,4.349579811096191,4.181310176849365
"Apr 17, 2009",4.1558098793029785,4.237400054931641,4.237400054931641,4.140520095825195
"Apr 20, 2009",4.033430099487305,4.140520095825195,4.140520095825195,3.9926400184631348
"Apr 22, 2009",4.206809997558594,4.053830146789551,4.2170000076293945,4.053830146789551
"Apr 23, 2009",4.257800102233887,4.2322998046875,4.257800102233887,4.171110153198242
"Apr 24, 2009",4.487259864807129,4.303689956665039,4.512760162353516,4.273099899291992
"Apr 27, 2009",4.375080108642578,4.436270236968994,4.446469783782959,4.257800102233887
"Apr 28, 2009",4.405670166015625,4.227200031280518,4.477059841156006,4.211909770965576
"Apr 29, 2009",4.4821600914001465,4.466859817504883,4.584139823913574,4.395480155944824
"Apr 30, 2009",4.589240074157715,4.573949813842773,4.655529975891113,4.487259864807129
"May 04, 2009",4.706520080566406,4.681029796600342,4.8951897621154785,4.640230178833008
"May 05, 2009",4.686130046844482,4.706520080566406,4.8951897621154785,4.614739894866943
"May 06, 2009",4.721819877624512,4.737120151519775,4.879899978637695,4.691229820251465
"May 07, 2009",4.660630226135254,4.767710208892822,4.834000110626221,4.517859935760498
"May 08, 2009",4.691229820251465,4.772809982299805,4.772809982299805,4.56374979019165
"May 11, 2009",4.60453987121582,4.538249969482422,4.64532995223999,4.538249969482422
"May 12, 2009",4.60453987121582,4.6351399421691895,4.675930023193359,4.471960067749023
"May 13, 2009",4.517859935760498,4.538249969482422,4.568850040435791,4.436270236968994
"May 14, 2009",4.7575201988220215,4.4617600440979,4.7575201988220215,4.415870189666748
"May 15, 2009",4.9461798667907715,4.752419948577881,4.9461798667907715,4.706520080566406
"May 18, 2009",5.150149822235107,4.997179985046387,5.216440200805664,4.986979961395264
"May 19, 2009",4.9563798904418945,5.1705498695373535,5.2215399742126465,4.910490036010742
"May 20, 2009",4.767710208892822,4.981880187988281,5.063469886779785,4.7575201988220215
"May 21, 2009",4.553549766540527,4.686130046844482,4.711619853973389,4.4515700340271
"May 22, 2009",4.5331501960754395,4.630040168762207,4.681029796600342,4.466859817504883
"May 25, 2009",4.5331501960754395,4.528049945831299,4.589240074157715,4.512760162353516
"May 26, 2009",4.655529975891113,4.5331501960754395,4.726920127868652,4.334290027618408
"May 27, 2009",4.650430202484131,4.716720104217529,4.854400157928467,4.56374979019165
"May 28, 2009",4.742219924926758,4.767710208892822,4.777910232543945,4.624939918518066
"May 29, 2009",4.803410053253174,4.839099884033203,4.839099884033203,4.609640121459961
"Jun 01, 2009",4.808509826660156,4.844200134277344,4.879899978637695,4.78810977935791
"Jun 02, 2009",4.742219924926758,4.767710208892822,4.8951897621154785,4.716720104217529
"Jun 03, 2009",4.579050064086914,4.742219924926758,4.742219924926758,4.4617600440979
"Jun 04, 2009",4.834000110626221,4.660630226135254,4.834000110626221,4.528049945831299
"Jun 05, 2009",4.767710208892822,4.920690059661865,4.941090106964111,4.630040168762207
"Jun 08, 2009",4.793210029602051,4.650430202484131,4.844200134277344,4.630040168762207
"Jun 09, 2009",4.813610076904297,4.793210029602051,4.879899978637695,4.706520080566406
"Jun 10, 2009",4.798309803009033,4.849299907684326,4.86460018157959,4.721819877624512
"Jun 12, 2009",4.82889986038208,4.803410053253174,4.869699954986572,4.798309803009033
"Jun 15, 2009",4.701419830322266,4.783010005950928,4.793210029602051,4.579050064086914
"Jun 16, 2009",4.665729999542236,4.737120151519775,4.737120151519775,4.589240074157715
"Jun 17, 2009",4.706520080566406,4.589240074157715,4.706520080566406,4.5433502197265625
"Jun 18, 2009",4.6351399421691895,4.706520080566406,4.7575201988220215,4.614739894866943
"Jun 19, 2009",4.711619853973389,4.711619853973389,4.732019901275635,4.630040168762207
"Jun 22, 2009",4.471960067749023,4.660630226135254,4.691229820251465,4.471960067749023
"Jun 23, 2009",4.548449993133545,4.4821600914001465,4.548449993133545,4.415870189666748
"Jun 24, 2009",4.609640121459961,4.579050064086914,4.660630226135254,4.538249969482422
"Jun 25, 2009",4.818709850311279,4.558650016784668,4.82889986038208,4.548449993133545
"Jun 26, 2009",4.793210029602051,4.777910232543945,4.839099884033203,4.706520080566406
"Jun 29, 2009",4.783010005950928,4.798309803009033,4.839099884033203,4.732019901275635
"Jun 30, 2009",4.681029796600342,4.783010005950928,4.803410053253174,4.624939918518066
"Jul 01, 2009",4.737120151519775,4.716720104217529,4.783010005950928,4.681029796600342
"Jul 02, 2009",4.624939918518066,4.691229820251465,4.691229820251465,4.579050064086914
"Jul 03, 2009",4.624939918518066,4.594339847564697,4.675930023193359,4.594339847564697
"Jul 06, 2009",4.681029796600342,4.589240074157715,4.681029796600342,4.538249969482422
"Jul 07, 2009",4.56374979019165,4.670829772949219,4.686130046844482,4.56374979019165
"Jul 08, 2009",4.599440097808838,4.548449993133545,4.619840145111084,4.528049945831299
"Jul 10, 2009",4.624939918518066,4.56374979019165,4.630040168762207,4.522950172424316
"Jul 13, 2009",4.630040168762207,4.665729999542236,4.665729999542236,4.507659912109375
"Jul 14, 2009",4.614739894866943,4.650430202484131,4.681029796600342,4.553549766540527
"Jul 15, 2009",4.777910232543945,4.670829772949219,4.793210029602051,4.665729999542236
"Jul 16, 2009",4.844200134277344,4.82889986038208,4.844200134277344,4.691229820251465
"Jul 17, 2009",4.874800205230713,4.834000110626221,4.874800205230713,4.78810977935791
"Jul 20, 2009",5.04817008972168,4.8951897621154785,5.08896017074585,4.8951897621154785
"Jul 21, 2009",5.027770042419434,5.04817008972168,5.08896017074585,4.920690059661865
"Jul 22, 2009",5.022669792175293,4.961480140686035,5.073659896850586,4.920690059661865
"Jul 23, 2009",5.073659896850586,5.04817008972168,5.2011399269104,5.002280235290527
"Jul 24, 2009",5.185840129852295,5.058370113372803,5.196040153503418,4.981880187988281
"Jul 27, 2009",5.155250072479248,5.211339950561523,5.287829875946045,5.0685601234436035
"Jul 28, 2009",5.2215399742126465,5.073659896850586,5.277629852294922,5.073659896850586
"Jul 29, 2009",5.252130031585693,5.124660015106201,5.252130031585693,5.099160194396973
"Jul 30, 2009",5.252130031585693,5.287829875946045,5.354119777679443,5.252130031585693
"Jul 31, 2009",5.354119777679443,5.180749893188477,5.354119777679443,5.175650119781494
"Aug 03, 2009",5.649869918823242,5.410210132598877,5.711060047149658,5.410210132598877
"Aug 04, 2009",5.889530181884766,5.629469871520996,5.9405198097229,5.60398006439209
"Aug 05, 2009",5.864029884338379,5.889530181884766,6.006810188293457,5.848740100860596
"Aug 06, 2009",5.6957597732543945,5.889530181884766,5.909930229187012,5.593780040740967
"Aug 07, 2009",5.762050151824951,5.818140029907227,5.82834005355835,5.675360202789307
"Aug 10, 2009",6.0119099617004395,5.731460094451904,6.0119099617004395,5.6957597732543945
"Aug 11, 2009",5.864029884338379,6.0119099617004395,6.0119099617004395,5.7365498542785645
"Aug 12, 2009",5.838540077209473,5.853829860687256,5.915019989013672,5.777349948883057
"Aug 13, 2009",5.853829860687256,5.864029884338379,5.864029884338379,5.721260070800781
"Aug 14, 2009",5.792640209197998,5.833439826965332,5.853829860687256,5.624370098114014
"Aug 17, 2009",5.609079837799072,5.670269966125488,5.670269966125488,5.5478901863098145
"Aug 18, 2009",5.741650104522705,5.609079837799072,5.762050151824951,5.593780040740967
"Aug 19, 2009",5.741650104522705,5.639669895172119,5.7569499015808105,5.598879814147949
"Aug 20, 2009",5.864029884338379,5.7467498779296875,5.884429931640625,5.7365498542785645
"Aug 21, 2009",5.9609198570251465,5.879330158233643,5.976210117340088,5.82834005355835
"Aug 24, 2009",5.818140029907227,5.955820083618164,6.042500019073486,5.7365498542785645
"Aug 25, 2009",5.792640209197998,5.843639850616455,5.8691301345825195,5.726359844207764
"Aug 26, 2009",5.879330158233643,5.792640209197998,5.879330158233643,5.741650104522705
"Aug 27, 2009",5.838540077209473,5.8691301345825195,5.904829978942871,5.751850128173828
"Aug 28, 2009",5.853829860687256,5.8589301109313965,5.909930229187012,5.751850128173828
"Aug 31, 2009",5.7365498542785645,5.78754997253418,5.838540077209473,5.7365498542785645
"Sep 01, 2009",5.68556022644043,5.721260070800781,5.78754997253418,5.670269966125488
"Sep 02, 2009",5.507090091705322,5.629469871520996,5.660069942474365,5.435699939727783
"Sep 03, 2009",5.573379993438721,5.537690162658691,5.573379993438721,5.456099987030029
"Sep 04, 2009",5.634570121765137,5.588679790496826,5.675360202789307,5.5478901863098145
"Sep 08, 2009",5.7365498542785645,5.711060047149658,5.751850128173828,5.670269966125488
"Sep 09, 2009",5.6957597732543945,5.726359844207764,5.792640209197998,5.68556022644043
"Sep 10, 2009",5.823239803314209,5.670269966125488,5.838540077209473,5.614170074462891
"Sep 11, 2009",5.731460094451904,5.813039779663086,5.838540077209473,5.726359844207764
"Sep 14, 2009",5.792640209197998,5.68556022644043,5.833439826965332,5.619269847869873
"Sep 15, 2009",5.792640209197998,5.813039779663086,5.823239803314209,5.7467498779296875
"Sep 16, 2009",5.874229907989502,5.7977399826049805,5.904829978942871,5.7977399826049805
"Sep 17, 2009",5.78754997253418,5.792640209197998,5.925220012664795,5.767149925231934
"Sep 18, 2009",5.843639850616455,5.838540077209473,5.874229907989502,5.8079400062561035
"Sep 21, 2009",5.8589301109313965,5.802840232849121,5.879330158233643,5.762050151824951
"Sep 22, 2009",5.874229907989502,5.894629955291748,5.915019989013672,5.802840232849121
"Sep 23, 2009",5.711060047149658,5.864029884338379,5.864029884338379,5.6957597732543945
"Sep 24, 2009",5.726359844207764,5.7365498542785645,5.777349948883057,5.68556022644043
"Sep 25, 2009",5.874229907989502,5.726359844207764,5.874229907989502,5.705959796905518
"Sep 28, 2009",5.8589301109313965,5.8589301109313965,5.904829978942871,5.838540077209473
"Sep 29, 2009",5.909930229187012,5.904829978942871,5.909930229187012,5.782450199127197
"Sep 30, 2009",6.098589897155762,5.915019989013672,6.103690147399902,5.909930229187012
"Oct 01, 2009",5.955820083618164,6.1342902183532715,6.190380096435547,5.950719833374023
"Oct 02, 2009",6.006810188293457,5.909930229187012,6.098589897155762,5.609079837799072
"Oct 05, 2009",6.261769771575928,5.996610164642334,6.343349933624268,5.996610164642334
"Oct 06, 2009",6.42494010925293,6.348450183868408,6.435140132904053,6.236269950866699
"Oct 07, 2009",6.419839859008789,6.414740085601807,6.419839859008789,6.307660102844238
"Oct 08, 2009",6.430039882659912,6.435140132904053,6.475930213928223,6.317860126495361
"Oct 09, 2009",6.328060150146484,6.399439811706543,6.42494010925293,6.322959899902344
"Oct 13, 2009",6.470829963684082,6.348450183868408,6.4963297843933105,6.348450183868408
"Oct 14, 2009",6.481029987335205,6.501430034637451,6.583010196685791,6.450439929962158
"Oct 15, 2009",6.583010196685791,6.450439929962158,6.583010196685791,6.333159923553467
