Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"ITUB4","ITAU UNIBANCO HOLDING PREF SA","10,35","34,22","5.904.669","202.057.773","202.057.773,18","Produtos financeiros","B037HR3","BRITUBACNPR1","XBSP","Brasil","BRL","1,00"
"BBDC4","BANCO BRADESCO S/A","7,85","28,50","5.374.797","153.181.715","153.181.714,50","Produtos financeiros","B00FM53","BRBBDCACNPR8","XBSP","Brasil","BRL","1,00"
"ABEV3","AMBEV SA","7,78","19,10","7.948.518","151.816.694","151.816.693,80","Bens de primeira necessidade","BG7ZWY7","BRABEVACNOR1","XBSP","Brasil","BRL","1,00"
"PETR4","PETROLEO BRASILEIRO PREF SA","5,77","12,71","8.856.900","112.571.199","112.571.199,00","Energia","2684532","BRPETRACNPR6","XBSP","Brasil","BRL","1,00"
"PETR3","PETROBRAS","4,30","14,03","5.980.300","83.903.609","83.903.609,00","Energia","2682365","BRPETRACNOR9","XBSP","Brasil","BRL","1,00"
"BRFS3","BRF SA","4,09","65,68","1.215.800","79.853.744","79.853.744,00","Bens de primeira necessidade","2036995","BRBRFSACNOR8","XBSP","Brasil","BRL","1,00"
"CIEL3","CIELO S/A","3,80","43,82","1.693.614","74.214.165","74.214.165,48","Tecnologia de informação","B614LY3","BRCIELACNOR3","XBSP","Brasil","BRL","1,00"
"ITSA4","ITAUSA-INVESTIMENTOS ITAU S/A","3,45","8,91","7.570.084","67.449.448","67.449.448,44","Produtos financeiros","2458771","BRITSAACNPR7","XBSP","Brasil","BRL","1,00"
"VALE5","CIA VALE DO RIO DOCE PFD SH -A-","3,32","15,58","4.163.500","64.867.330","64.867.330,00","Materiais","2257127","BRVALEACNPA3","XBSP","Brasil","BRL","1,00"
"JBSS3","JBS S/A","3,04","16,36","3.633.600","59.445.696","59.445.696,00","Bens de primeira necessidade","B1V74X7","BRJBSSACNOR8","XBSP","Brasil","BRL","1,00"
"BBSE3","BB SEGURIDADE SA","2,64","34,10","1.514.000","51.627.400","51.627.400,00","Produtos financeiros","B9N3SQ0","BRBBSEACNOR5","XBSP","Brasil","BRL","1,00"
"VALE3","CIA VALE DO RIO DOCE SH","2,62","18,29","2.800.900","51.228.461","51.228.461,00","Materiais","2196286","BRVALEACNOR0","XBSP","Brasil","BRL","1,00"
"UGPA3","ULTRAPAR PARTICIPACOES S/A","2,55","65,70","757.000","49.734.900","49.734.900,00","Energia","B0FHTN1","BRUGPAACNOR8","XBSP","Brasil","BRL","1,00"
"BVMF3","BMF BOVESPA BOLSA DE VALORES MERCA","2,36","11,72","3.936.700","46.138.124","46.138.124,00","Produtos financeiros","B2RHNV9","BRBVMFACNOR3","XBSP","Brasil","BRL","1,00"
"BBAS3","BANCO DO BRASIL S/A","2,26","24,28","1.816.800","44.111.904","44.111.904,00","Produtos financeiros","2328595","BRBBASACNOR3","XBSP","Brasil","BRL","1,00"
"EMBR3","EMBRAER SA","1,93","23,66","1.596.600","37.775.556","37.775.556,00","Bens Industriais","B16FPG6","BREMBRACNOR4","XBSP","Brasil","BRL","1,00"
"KROT3","KROTON EDUCACIONAL SA","1,80","11,89","2.952.340","35.103.323","35.103.322,60","Consumo discricionário","2836946","BRKROTACNOR9","XBSP","Brasil","BRL","1,00"
"VIVT4","TELEFONICA BRASIL SA","1,69","43,56","757.000","32.974.920","32.974.920,00","Telecomunica��es","B3ZCNF7","BRVIVTACNPR7","XBSP","Brasil","BRL","1,00"
"LREN3","LOJAS RENNER S/A","1,61","113,00","277.900","31.402.700","31.402.700,00","Consumo discricionário","B0CGYD6","BRLRENACNOR1","XBSP","Brasil","BRL","1,00"
"CCRO3","COMPANHIA CONCESSOES RODOVIARIAS S","1,45","14,91","1.892.500","28.217.175","28.217.175,00","Bens Industriais","2840970","BRCCROACNOR2","XBSP","Brasil","BRL","1,00"
"BBDC3","BANCO BRADESCO","1,43","27,98","999.734","27.972.557","27.972.557,32","Produtos financeiros","B00FM86","BRBBDCACNOR1","XBSP","Brasil","BRL","1,00"
"PCAR4","COMPANHIA BRASILEIRA DE DISTRIBUIC","1,28","73,30","340.860","24.985.038","24.985.038,00","Bens de primeira necessidade","B5VGS74","BRPCARACNPR0","XBSP","Brasil","BRL","1,00"
"BRL","BRL CASH","1,26","100,00","24.696.648","24.696.648","24.696.647,60","Cash and/or Derivatives","-","-","-","Brasil","BRL","1,00"
"CRUZ3","SOUZA CRUZ SA","1,04","24,43","832.700","20.342.861","20.342.861,00","Bens de primeira necessidade","2832148","BRCRUZACNOR0","XBSP","Brasil","BRL","1,00"
"FIBR3","FIBRIA CELULOSE S.A.","1,02","42,42","469.200","19.903.464","19.903.464,00","Materiais","B04M7D3","BRFIBRACNOR9","XBSP","Brasil","BRL","1,00"
"CMIG4","COMPANHIA ENERGETICA DE MINAS GERA","1,01","11,86","1.665.440","19.752.118","19.752.118,40","Serviços públicos","B1YBRG0","BRCMIGACNPR3","XBSP","Brasil","BRL","1,00"
"HYPE3","HYPERMARCAS S/A","0,97","22,63","832.700","18.844.001","18.844.001,00","Bens de primeira necessidade","B2QY968","BRHYPEACNOR0","XBSP","Brasil","BRL","1,00"
"TIMP3","TIM PARTICIPACOES S/A","0,95","10,24","1.816.800","18.604.032","18.604.032,00","Telecomunica��es","2292560","BRTIMPACNOR1","XBSP","Brasil","BRL","1,00"
