Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"PCAR4","COMPANHIA BRASILEIRA DE DISTRIBUIC","0,94","41,86","338.660","14.176.308","14.176.307,60","Bens de primeira necessidade","B5VGS74","BRPCARACNPR0","XBSP","Brasil","BRL","1,00"
"SBSP3","COMPANHIA DE SANEAMENTO BASICO DO","0,90","18,93","715.000","13.534.950","13.534.950,00","Serviços públicos","B1YCHL8","BRSBSPACNOR5","XBSP","Brasil","BRL","1,00"
"TIMP3","TIM PARTICIPACOES S/A","0,78","6,86","1.716.000","11.771.760","11.771.760,00","Telecomunica��es","2292560","BRTIMPACNOR1","XBSP","Brasil","BRL","1,00"
"SANB11","BANCO SANTANDER BRASIL UNITS SA","0,77","16,04","723.000","11.596.920","11.596.920,00","Produtos financeiros","B4V5RY4","BRSANBCDAM13","XBSP","Brasil","BRL","1,00"
"BRML3","BR MALLS PARTICIPACOES S/A","0,68","11,10","928.700","10.308.570","10.308.570,00","Produtos financeiros","B1RYG58","BRBRMLACNOR9","XBSP","Brasil","BRL","1,00"
"CPFE3","CPFL ENERGIA S.A.","0,65","15,18","643.542","9.768.968","9.768.967,56","Serviços públicos","B031NN3","BRCPFEACNOR0","XBSP","Brasil","BRL","1,00"
"CMIG4","COMPANHIA ENERGETICA DE MINAS GERA","0,64","6,13","1.572.240","9.637.831","9.637.831,20","Serviços públicos","B1YBRG0","BRCMIGACNPR3","XBSP","Brasil","BRL","1,00"
"NATU3","NATURA COSMETICOS S.A.","0,56","23,49","357.500","8.397.675","8.397.675,00","Bens de primeira necessidade","B014K55","BRNATUACNOR6","XBSP","Brasil","BRL","1,00"
"GGBR4","GERDAU PREF SA","0,55","4,65","1.787.500","8.311.875","8.311.875,00","Materiais","2645517","BRGGBRACNPR8","XBSP","Brasil","BRL","1,00"
"ESTC3","ESTACIO PARTICIPACOES SA","0,53","13,95","572.000","7.979.400","7.979.400,00","Consumo discricionário","B23PBF7","BRESTCACNOR5","XBSP","Brasil","BRL","1,00"
"RENT3","LOCALIZA RENT A CAR S/A","0,51","24,82","312.001","7.743.865","7.743.864,82","Bens Industriais","B08K3S0","BRRENTACNOR4","XBSP","Brasil","BRL","1,00"
"CSAN3","COSAN S/A INDUSTRIA E COMERCIO","0,48","25,20","285.200","7.187.040","7.187.040,00","Energia","B0P72G5","BRCSANACNOR6","XBSP","Brasil","BRL","1,00"
"QUAL3","QUALICORP SA","0,40","14,13","429.000","6.061.770","6.061.770,00","Cuidados de saúde","B4LHBQ0","BRQUALACNOR6","XBSP","Brasil","BRL","1,00"
"ENBR3","ENERGIAS DO BRASIL SA","0,40","12,04","500.500","6.026.020","6.026.020,00","Serviços públicos","B0D7494","BRENBRACNOR2","XBSP","Brasil","BRL","1,00"
"MULT3","MULTIPLAN EMPREENDIMENTOS IMOBILIA","0,36","38,00","143.000","5.434.000","5.434.000,00","Produtos financeiros","B23DZG0","BRMULTACNOR5","XBSP","Brasil","BRL","1,00"
"CPLE6","COMPANHIA PARANAENSE DE ENERGIA-CO","0,35","24,30","214.500","5.212.350","5.212.350,00","Serviços públicos","2200154","BRCPLEACNPB9","XBSP","Brasil","BRL","1,00"
"CSNA3","COMPANHIA SIDERURGICA NACIONAL","0,34","4,00","1.287.000","5.148.000","5.148.000,00","Materiais","B019KX8","BRCSNAACNOR6","XBSP","Brasil","BRL","1,00"
"MRVE3","MRV ENGENHARIA E PARTICIPACOES S/A","0,33","8,68","572.000","4.964.960","4.964.960,00","Consumo discricionário","B235JN1","BRMRVEACNOR2","XBSP","Brasil","BRL","1,00"
"CESP6","CIA ENERGETICA DE SAO PAULO PRF B","0,32","13,40","357.500","4.790.500","4.790.500,00","Serviços públicos","B17MHG0","BRCESPACNPB4","XBSP","Brasil","BRL","1,00"
"MRFG3","MARFRIG FRIGORIFICOS SA","0,30","6,35","714.200","4.535.170","4.535.170,00","Bens de primeira necessidade","B1YWHR4","BRMRFGACNOR0","XBSP","Brasil","BRL","1,00"
"HGTX3","HERING TEXTIL","0,29","15,21","286.000","4.350.060","4.350.060,00","Consumo discricionário","B010V16","BRHGTXACNOR9","XBSP","Brasil","BRL","1,00"
"SMLE3","SMILES SA","0,27","34,80","118.800","4.134.240","4.134.240,00","Consumo discricionário","B97PYY2","BRSMLEACNOR1","XBSP","Brasil","BRL","1,00"
"CYRE3","CYRELA BRAZIL REALTY S/A EMPREENDI","0,25","7,50","500.500","3.753.750","3.753.750,00","Consumo discricionário","2189855","BRCYREACNOR7","XBSP","Brasil","BRL","1,00"
"OIBR3","OI SA","0,17","2,40","1.076.500","2.583.600","2.583.600,00","Telecomunica��es","B7XL4M8","BROIBRACNOR1","XBSP","Brasil","BRL","1,00"
"RUMO3","RUMO LOGISTICA OPERADORA MULTIMODA","0,15","6,24","357.512","2.230.875","2.230.874,88","Bens Industriais","BW4NWT1","BRRUMOACNOR3","XBSP","Brasil","BRL","1,00"
"ECOR3","ECORODOVIAS INFRAESTRUTURA E LOGIS","0,15","5,09","429.000","2.183.610","2.183.610,00","Bens Industriais","B5720R0","BRECORACNOR8","XBSP","Brasil","BRL","1,00"
"BRAP4","BRADESPAR SA","0,14","4,99","428.200","2.136.718","2.136.718,00","Materiais","B01SCS4","BRBRAPACNPR2","XBSP","Brasil","BRL","1,00"
"GOAU4","METALURGICA GERDAU S.A.","0,13","1,66","1.217.300","2.020.718","2.020.718,00","Materiais","2648862","BRGOAUACNPR8","XBSP","Brasil","BRL","1,00"
"USIM5","USINAS SIDERURGICAS DE MINAS GERAI","0,10","1,55","1.001.000","1.551.550","1.551.550,00","Materiais","2386009","BRUSIMACNPA6","XBSP","Brasil","BRL","1,00"
"BBDC2","BANCO BRADESCO PREF","0,03","2,65","174.534","462.515","2.735.018,48","Produtos financeiros","BDDWN60","BRBBDCD13PR8","XBSP","Brasil","BRL","1,00"
"ELET3","CENTRAIS ELETR BRAS-ELETROBRAS","0,02","5,76","43.600","251.136","251.136,00","Serviços públicos","2311120","BRELETACNOR6","XBSP","Brasil","BRL","1,00"
"BBDC1","BANCO BRADESCO","0,00","1,30","33.937","44.118","44.118,10","Produtos financeiros","BDDWL33","BRBBDCD13OR1","XBSP","Brasil","BRL","1,00"
"RUMO1","RUMO LOGISTICA OPERADORA MULTIMODA","0,00","0,15","130.072","19.511","811.624,25","Bens Industriais","BYVWRH8","BRRUMOD01OR8","XBSP","Brasil","BRL","1,00"
"BZG6","BOVESPA (IBOVESPA) INDEX FEB 16","0,00","43.865,00","515","0","22.590.475,00","Cash and/or Derivatives","-","-","Bm&Fbovespa S.A. - Bolsa De Valores Mercadorias E Futuros","-","BRL","1,00"
