Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"TRPL4","COMPANHIA DE TRANSMISSAO DE ENERGI","0,29","33,50","101.600","3.403.600","-","Serviços públicos","2440972","BRTRPLACNPR1","XBSP","Brasil","BRL","1,00"
"PCAR4","COMPANHIA BRASILEIRA DE DISTRIBUIC","0,87","99,60","101.760","10.135.296","-","Consumo Não Cíclico","B5VGS74","BRPCARACNPR0","XBSP","Brasil","BRL","1,00"
"ITAUSA","ITAUSA INVESTIMENTOS ITAU S.A.","0,07","8,40","102.889","864.268","-","Financeiro e Outros","B92PXW8","BRITSAR15PR2","XBSP","Brasil","BRL","1,00"
"CPLE6","CIA PARANAENSE DE ENERGIA COPEL PR","0,36","27,68","152.400","4.218.432","-","Serviços públicos","2200154","BRCPLEACNPB9","XBSP","Brasil","BRL","1,00"
"LREN3","LOJAS RENNER S/A","0,93","63,95","170.400","10.897.080","-","Consumo Cíclico","B0CGYD6","BRLRENACNOR1","XBSP","Brasil","BRL","1,00"
"CSAN3","COSAN S/A INDUSTRIA E COMERCIO","0,75","43,26","203.200","8.790.432","-","Consumo Não Cíclico","B0P72G5","BRCSANACNOR6","XBSP","Brasil","BRL","1,00"
"UGPA3","ULTRAPAR PARTICIPOES SA","0,93","53,12","203.200","10.793.984","-","Financeiro e Outros","B0FHTN1","BRUGPAACNOR8","XBSP","Brasil","BRL","1,00"
"VIVT4","TELEFONICA BRASIL PREF SA","1,00","50,40","230.100","11.597.040","-","Telecomunica��es","B3ZCNF7","BRVIVTACNPR7","XBSP","Brasil","BRL","1,00"
"ABEV3","COMPANHIA DE BEBIDAS DAS AMERICAS","1,82","83,52","254.000","21.214.080","-","Consumo Não Cíclico","2361976","BRAMBVACNPR1","XBSP","Brasil","BRL","1,00"
"RENT3","LOCALIZA RENT A CAR S/A","0,69","31,60","254.002","8.026.463","-","Consumo Cíclico","B08K3S0","BRRENTACNOR4","XBSP","Brasil","BRL","1,00"
"BBDC3","BANCO BRADESCO SA","0,67","30,60","254.095","7.775.307","-","Financeiro e Outros","B00FM86","BRBBDCACNOR1","XBSP","Brasil","BRL","1,00"
"LIGT3","LIGHT SA","0,41","15,55","304.800","4.739.640","-","Serviços públicos","B0W1X34","BRLIGTACNOR2","XBSP","Brasil","BRL","1,00"
