Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"PETR4","PETROLEO BRASILEIRO PREF SA","12,41","36,69","1.242.000","45.568.980","-","Oil, Gas and Biofuels","2684532","BRPETRACNPR6","XBSP","Brasil","BRL","1,00"
"VALE5","VALE PREF SA","11,48","42,20","999.000","42.157.800","-","Materiais Básicos","2257127","BRVALEACNPA3","XBSP","Brasil","BRL","1,00"
"ITUB4","ITAU UNIBANCO HOLDING PREF SA","4,67","38,69","442.832","17.133.170","-","Financeiro e Outros","B037HR3","BRITUBACNPR1","XBSP","Brasil","BRL","1,00"
"BVMF3","B3 BRASIL BOLSA BALCAO SA","4,32","12,25","1.296.000","15.876.000","-","Financeiro e Outros","B2RHNV9","BRBVMFACNOR3","XBSP","Brasil","BRL","1,00"
"GGBR4","GERDAU PREF SA","3,73","29,14","469.800","13.689.972","-","Materiais Básicos","2645517","BRGGBRACNPR8","XBSP","Brasil","BRL","1,00"
"BBDC4","BANCO BRADESCO PREF SA","3,64","36,38","367.200","13.358.736","-","Financeiro e Outros","B00FM53","BRBBDCACNPR8","XBSP","Brasil","BRL","1,00"
"VALE3","CIA VALE DO RIO DOCE SH","3,20","49,50","237.600","11.761.200","-","Materiais Básicos","2196286","BRVALEACNOR0","XBSP","Brasil","BRL","1,00"
"PETR3","PETROBRAS","3,12","41,65","275.400","11.470.410","-","Oil, Gas and Biofuels","2682365","BRPETRACNOR9","XBSP","Brasil","BRL","1,00"
"USIM5","USINAS SIDERURGICAS DE MINAS GERAI","3,05","49,39","226.800","11.201.652","-","Materiais Básicos","2386009","BRUSIMACNPA6","XBSP","Brasil","BRL","1,00"
"CSNA3","COMPANHIA SIDERURGICA NACIONAL","2,80","56,00","183.600","10.281.600","-","Materiais Básicos","B019KX8","BRCSNAACNOR6","XBSP","Brasil","BRL","1,00"
"ITSA4","ITAUSA INVESTIMENTOS ITAU PREF SA","2,56","11,85","793.852","9.407.146","-","Financeiro e Outros","2458771","BRITSAACNPR7","XBSP","Brasil","BRL","1,00"
"FIBR3","FIBRIA CELULOSE S.A.","2,30","39,09","216.006","8.443.675","-","Materiais Básicos","B04M7D3","BRFIBRACNOR9","XBSP","Brasil","BRL","1,00"
"BBAS3","BANCO DO BRASIL S/A","2,23","29,70","275.400","8.179.380","-","Financeiro e Outros","2328595","BRBBASACNOR3","XBSP","Brasil","BRL","1,00"
"BRFS3","BRF SA","2,20","45,37","178.206","8.085.206","-","Consumo Não Cíclico","2036995","BRBRFSACNOR8","XBSP","Brasil","BRL","1,00"
"RDCD3","REDECARD SA","1,92","29,00","243.000","7.047.000","-","Financeiro e Outros","B1Z8B68","BRRDCDACNOR3","XBSP","Brasil","BRL","1,00"
"CYRE3","CYRELA BRAZIL REALTY S/A EMPREENDI","1,66","24,50","248.400","6.085.800","-","Constru��o e Transporte","2189855","BRCYREACNOR7","XBSP","Brasil","BRL","1,00"
"CMIG4","CIA ENERGETICA DE MINAS GERAIS PRE","1,58","31,60","183.674","5.804.098","-","Serviços públicos","B1YBRG0","BRCMIGACNPR3","XBSP","Brasil","BRL","1,00"
"ALLL11","ALL AMERICA LATINA LOGISTICA S.A.","1,41","16,30","318.600","5.193.180","-","Constru��o e Transporte","B06QT37","BRALLLCDAM10","XBSP","Brasil","BRL","1,00"
"GFSA3","GAFISA S/A","1,37","28,24","178.200","5.032.368","-","Constru��o e Transporte","2479619","BRGFSAACNOR3","XBSP","Brasil","BRL","1,00"
"MMXM3","MMX MINERACAO E METALICOS S.A.","1,05","12,35","313.200","3.868.020","-","Materiais Básicos","B18XCG7","BRMMXMACNOR2","XBSP","Brasil","BRL","1,00"
"BRAP4","BRADESPAR PREF SA","1,02","38,53","97.200","3.745.116","-","Financeiro e Outros","B01SCS4","BRBRAPACNPR2","XBSP","Brasil","BRL","1,00"
"LAME4","LOJAS AMERICANAS PN REP1 PREF SA","1,00","15,53","237.600","3.689.928","-","Consumo Cíclico","2516710","BRLAMEACNPR6","XBSP","Brasil","BRL","1,00"
"TNLP4","TELE NORTE LESTE PARTICIPACOES SA","0,98","37,10","97.200","3.606.120","-","Telecomunica��es","B02PDW5","BRTNLPACNPR0","XBSP","Brasil","BRL","1,00"
"ELET3","CENTRAIS ELETR BRAS-ELETROBRAS","0,96","36,34","97.200","3.532.248","-","Serviços públicos","2311120","BRELETACNOR6","XBSP","Brasil","BRL","1,00"
"RSID3","ROSSI RESIDENCIAL SA","0,94","15,30","226.800","3.470.040","-","Constru��o e Transporte","B0WPDR0","BRRSIDACNOR8","XBSP","Brasil","BRL","1,00"
"LREN3","LOJAS RENNER S/A","0,92","39,30","86.400","3.395.520","-","Consumo Cíclico","B0CGYD6","BRLRENACNOR1","XBSP","Brasil","BRL","1,00"
"GOAU4","METALURGICA GERDAU PREF SA","0,92","34,92","97.200","3.394.224","-","Materiais Básicos","2648862","BRGOAUACNPR8","XBSP","Brasil","BRL","1,00"
"NETC4","NET SERVICOS DE COMUNICACAO PREF S","0,92","24,00","140.485","3.371.640","-","Consumo Cíclico","B19CP20","BRNETCACNPR3","XBSP","Brasil","BRL","1,00"
"ABEV3","COMPANHIA DE BEBIDAS DAS AMERICAS","0,90","174,50","19.036","3.321.782","-","Consumo Não Cíclico","2361976","BRAMBVACNPR1","XBSP","Brasil","BRL","1,00"
"ELET6","CENTRAIS ELETR BRAS-ELETROBRAS SER","0,89","31,72","102.600","3.254.472","-","Serviços públicos","2308445","BRELETACNPB7","XBSP","Brasil","BRL","1,00"
"GOLL4","GOL LINHAS AEREAS INTELIGENTES PRE","0,88","26,08","124.200","3.239.136","-","Constru��o e Transporte","B01NTS8","BRGOLLACNPR4","XBSP","Brasil","BRL","1,00"
"EMBR3","EMBRAER SA","0,88","9,51","340.200","3.235.302","-","Bens Industriais","B16FPG6","BREMBRACNOR4","XBSP","Brasil","BRL","1,00"
"TCSL4","TIM PARTICIPACOES S.A.","0,87","5,12","626.470","3.207.526","-","Telecomunica��es","2292582","BRTCSLACNPR7","XBSP","Brasil","BRL","1,00"
"OGXP3","OGX PETROLEO E GAS PARTICIPACOES S","0,85","17,10","183.600","3.139.560","-","-","B19RPM5","BROGXPACNOR3","XBSP","Brasil","BRL","1,00"
"CESP6","COMPANHIA ENERGETICA DE SAO PAULO","0,85","24,03","129.600","3.114.288","-","Serviços públicos","B17MHG0","BRCESPACNPB4","XBSP","Brasil","BRL","1,00"
"VIVO4","VIVO PARTICIPACOES S.A. PREF","0,80","54,48","54.025","2.943.282","-","Telecomunica��es","B07C7D0","BRVIVOACNPR8","XBSP","Brasil","BRL","1,00"
"NATU3","NATURA COSMETICOS S.A.","0,75","36,31","75.600","2.745.036","-","Consumo Não Cíclico","B014K55","BRNATUACNOR6","XBSP","Brasil","BRL","1,00"
"LLXL3","PRUMO LOGISTICA SA","0,74","10,11","270.000","2.729.700","-","-","B3BXMS0","BRLLXLACNOR8","XBSP","Brasil","BRL","1,00"
"USIM3","USINAS SIDERURGICAS DE MINAS GERAI","0,74","50,09","54.000","2.704.860","-","Materiais Básicos","2193696","BRUSIMACNOR3","XBSP","Brasil","BRL","1,00"
"ELPL4","ELETROPAULO METROPOLITANA ELETRICI","0,71","34,50","75.600","2.608.200","-","Serviços públicos","B17R2H1","BRELPLACNPB0","XBSP","Brasil","BRL","1,00"
"BTOW3","B2W COMPANHIA DIGITAL","0,70","47,80","54.000","2.581.200","-","Consumo Cíclico","B1LH3Y1","BRBTOWACNOR8","XBSP","Brasil","BRL","1,00"
"JBSS3","JBS S/A","0,69","9,32","270.000","2.516.400","-","Consumo Não Cíclico","B1V74X7","BRJBSSACNOR8","XBSP","Brasil","BRL","1,00"
"MRVE3","MRV ENGENHARIA E PARTICIPACOES S/A","0,68","14,10","178.200","2.512.620","-","-","B235JN1","BRMRVEACNOR2","XBSP","Brasil","BRL","1,00"
"CSAN3","COSAN S/A INDUSTRIA E COMERCIO","0,68","25,60","97.200","2.488.320","-","Consumo Não Cíclico","B0P72G5","BRCSANACNOR6","XBSP","Brasil","BRL","1,00"
"TAMM4","TAM SA PREF","0,67","38,21","64.800","2.476.008","-","Constru��o e Transporte","2324496","BRTAMMACNPR2","XBSP","Brasil","BRL","1,00"
"PDGR3","PDG REALTY SA","0,66","17,35","140.400","2.435.940","-","-","B1N9YL9","BRPDGRACNOR8","XBSP","Brasil","BRL","1,00"
"CPLE6","CIA PARANAENSE DE ENERGIA COPEL PR","0,65","37,04","64.800","2.400.192","-","Serviços públicos","2200154","BRCPLEACNPB9","XBSP","Brasil","BRL","1,00"
"CCRO3","COMPANHIA CONCESSOES RODOVIARIAS S","0,65","39,89","59.400","2.369.466","-","Constru��o e Transporte","2840970","BRCCROACNOR2","XBSP","Brasil","BRL","1,00"
"PCAR5","COMPANHIA BRASILEIRA DE DISTRIBUIC","0,58","65,02","32.490","2.112.500","-","Consumo Não Cíclico","2667771","BRPCARACNPA6","XBSP","Brasil","BRL","1,00"
"CPFE3","CPFL ENERGIA S.A.","0,52","35,31","54.000","1.906.740","-","Serviços públicos","B031NN3","BRCPFEACNOR0","XBSP","Brasil","BRL","1,00"
"CRUZ3","SOUZA CRUZ SA","0,51","57,76","32.400","1.871.424","-","Consumo Não Cíclico","2832148","BRCRUZACNOR0","XBSP","Brasil","BRL","1,00"
"DTEX3","DURATEX SA","0,50","16,20","113.499","1.838.684","-","Materiais Básicos","B27WY88","BRDTEXACNOR3","XBSP","Brasil","BRL","1,00"
"BRKM5","BRASKEM PREF SERIES A SA","0,50","14,08","129.600","1.824.768","-","Materiais Básicos","B0774N4","BRBRKMACNPA4","XBSP","Brasil","BRL","1,00"
"UGPA4","ULTRAPAR PARTICIPACOES S.A. PREF","0,47","80,11","21.600","1.730.376","-","Financeiro e Outros","B0HZNY2","BRUGPAACNPR5","XBSP","Brasil","BRL","1,00"
"LIGT3","LIGHT SA","0,46","25,98","64.800","1.683.504","-","Serviços públicos","B0W1X34","BRLIGTACNOR2","XBSP","Brasil","BRL","1,00"
"KLBN4","KLABIN SA PREF","0,42","5,31","291.600","1.548.396","-","Materiais Básicos","2813347","BRKLBNACNPR9","XBSP","Brasil","BRL","1,00"
"SBSP3","COMPANHIA DE SANEAMENTO BASICO DE","0,40","34,38","43.200","1.485.216","-","Serviços públicos","B1YCHL8","BRSBSPACNOR5","XBSP","Brasil","BRL","1,00"
"BRTO4","BRASIL TELECOM S.A. PREF","0,39","16,75","86.425","1.447.619","-","Telecomunica��es","B1XFXG5","BRBRTOACNPR5","XBSP","Brasil","BRL","1,00"
"TRPL4","COMPANHIA DE TRANSMISSAO DE ENERGI","0,38","51,75","27.021","1.398.337","-","Serviços públicos","2440972","BRTRPLACNPR1","XBSP","Brasil","BRL","1,00"
"TMAR5","TELEMAR NORTE LESTE SA","0,27","62,21","16.200","1.007.802","-","Telecomunica��es","B02PFC9","BRTMARACNPA7","XBSP","Brasil","BRL","1,00"
"TNLP3","TELE NORTE LESTE SA","0,26","44,70","21.600","965.520","-","Telecomunica��es","B02PDQ9","BRTNLPACNOR3","XBSP","Brasil","BRL","1,00"
"TLPP4","TELECOMUNICACOES DE SAO PAULO S/A","0,19","43,54","16.200","705.348","-","Telecomunica��es","B08ZWF5","BRTLPPACNPR5","XBSP","Brasil","BRL","1,00"
"TIMP3","TIM PARTICIPACOES S/A","0,14","7,15","70.273","502.452","-","Telecomunica��es","2292560","BRTIMPACNOR1","XBSP","Brasil","BRL","1,00"
"JBSS11","JBS SA RTS","0,00","0,01","356","4","-","Consumo Não Cíclico","B5T6Z75","BRJBSSD01M14","-","Brasil","BRL","1,00"
