Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"FIBR3","FIBRIA CELULOSE S.A.","1,00","20,55","378.000","7.767.900","-","Materiais Básicos","B04M7D3","BRFIBRACNOR9","XBSP","Brasil","BRL","1,00"
"RDCD3","REDECARD SA","1,26","23,52","415.800","9.779.616","-","Financeiro e Outros","B1Z8B68","BRRDCDACNOR3","XBSP","Brasil","BRL","1,00"
"VALE3","CIA VALE DO RIO DOCE SH","2,73","49,49","428.400","21.201.516","-","Materiais Básicos","2196286","BRVALEACNOR0","XBSP","Brasil","BRL","1,00"
"HYPE3","HYPERMARCAS S/A","0,88","14,70","466.200","6.853.140","-","Consumo Não Cíclico","B2QY968","BRHYPEACNOR0","XBSP","Brasil","BRL","1,00"
"SANB11","BANCO SANTANDER BRASIL UNITS SA","1,16","18,30","491.400","8.992.620","-","Financeiro e Outros","B4V5RY4","BRSANBCDAM13","XBSP","Brasil","BRL","1,00"
"ALLL3","ALL AMERICA LATINA LOGISTICA S.A.","1,00","13,13","592.200","7.775.586","-","Constru��o e Transporte","B014710","BRALLLACNOR6","XBSP","Brasil","BRL","1,00"
"RSID3","ROSSI RESIDENCIAL SA","1,01","12,76","617.400","7.878.024","-","Constru��o e Transporte","B0WPDR0","BRRSIDACNOR8","XBSP","Brasil","BRL","1,00"
"LAME4","LOJAS AMERICANAS PN REP1 PREF SA","1,23","15,15","630.000","9.544.500","-","Consumo Cíclico","2516710","BRLAMEACNPR6","XBSP","Brasil","BRL","1,00"
"BISA3","BROOKFIELD INCORPORACOES SA","0,65","7,61","664.355","5.055.742","-","Constru��o e Transporte","B1FY4S9","BRBISAACNOR8","XBSP","Brasil","BRL","1,00"
"KLBN4","KLABIN SA PREF","0,51","5,80","680.400","3.946.320","-","Materiais Básicos","2813347","BRKLBNACNPR9","XBSP","Brasil","BRL","1,00"
"CSNA3","COMPANHIA SIDERURGICA NACIONAL","1,68","19,19","680.400","13.056.876","-","Materiais Básicos","B019KX8","BRCSNAACNOR6","XBSP","Brasil","BRL","1,00"
"BBDC4","BANCO BRADESCO PREF SA","3,24","31,70","793.800","25.163.460","-","Financeiro e Outros","B00FM53","BRBBDCACNPR8","XBSP","Brasil","BRL","1,00"
"PETR3","PETROBRAS","2,85","26,25","844.200","22.160.250","-","Oil, Gas and Biofuels","2682365","BRPETRACNOR9","XBSP","Brasil","BRL","1,00"
"BBAS3","BANCO DO BRASIL S/A","3,18","28,00","882.000","24.696.000","-","Financeiro e Outros","2328595","BRBBASACNOR3","XBSP","Brasil","BRL","1,00"
"TCSL4","TIM PARTICIPACOES S.A.","0,88","7,55","907.200","6.849.360","-","Telecomunica��es","2292582","BRTCSLACNPR7","XBSP","Brasil","BRL","1,00"
"MRVE3","MRV ENGENHARIA E PARTICIPACOES S/A","1,51","12,96","907.200","11.757.312","-","Constru��o e Transporte","B235JN1","BRMRVEACNOR2","XBSP","Brasil","BRL","1,00"
"ITUB4","ITAU UNIBANCO HOLDING PREF SA","4,26","36,45","907.200","33.067.440","-","Financeiro e Outros","B037HR3","BRITUBACNPR1","XBSP","Brasil","BRL","1,00"
"LLXL3","PRUMO LOGISTICA SA","0,57","4,80","919.800","4.415.040","-","Constru��o e Transporte","B3BXMS0","BRLLXLACNOR8","XBSP","Brasil","BRL","1,00"
"CYRE3","CYRELA BRAZIL REALTY S/A EMPREENDI","1,83","14,87","957.600","14.239.512","-","Constru��o e Transporte","2189855","BRCYREACNOR7","XBSP","Brasil","BRL","1,00"
"MMXM3","MMX MINERACAO E METALICOS S.A.","1,14","8,35","1.058.400","8.837.640","-","Materiais Básicos","B18XCG7","BRMMXMACNOR2","XBSP","Brasil","BRL","1,00"
"GGBR4","GERDAU PREF SA","2,80","16,30","1.335.600","21.770.280","-","Materiais Básicos","2645517","BRGGBRACNPR8","XBSP","Brasil","BRL","1,00"
"ITSA4","ITAUSA INVESTIMENTOS ITAU PREF SA","2,06","11,99","1.335.822","16.016.506","-","Financeiro e Outros","2458771","BRITSAACNPR7","XBSP","Brasil","BRL","1,00"
"GFSA3","GAFISA S/A","1,37","7,43","1.436.400","10.672.452","-","Constru��o e Transporte","2479619","BRGFSAACNOR3","XBSP","Brasil","BRL","1,00"
"USIM5","USINAS SIDERURGICAS DE MINAS GERAI","2,54","13,70","1.436.400","19.678.680","-","Materiais Básicos","2386009","BRUSIMACNPA6","XBSP","Brasil","BRL","1,00"
"JBSS3","JBS S/A","1,07","5,38","1.537.200","8.270.136","-","Consumo Não Cíclico","B1V74X7","BRJBSSACNOR8","XBSP","Brasil","BRL","1,00"
"VALE5","VALE PREF SA","10,51","44,64","1.827.000","81.557.280","-","Materiais Básicos","2257127","BRVALEACNPA3","XBSP","Brasil","BRL","1,00"
"PDGR3","PDG REALTY SA","2,48","8,79","2.192.400","19.271.196","-","Constru��o e Transporte","B1N9YL9","BRPDGRACNOR8","XBSP","Brasil","BRL","1,00"
"OGXP3","OGX PETROLEO E GAS PARTICIPACOES S","4,41","14,59","2.343.600","34.193.124","-","Oil, Gas and Biofuels","B19RPM5","BROGXPACNOR3","XBSP","Brasil","BRL","1,00"
"BVMF3","B3 BRASIL BOLSA BALCAO SA","3,47","10,33","2.608.200","26.942.706","-","Financeiro e Outros","B2RHNV9","BRBVMFACNOR3","XBSP","Brasil","BRL","1,00"
"PETR4","PETROLEO BRASILEIRO PREF SA","9,97","23,72","3.263.400","77.407.848","-","Oil, Gas and Biofuels","2684532","BRPETRACNPR6","XBSP","Brasil","BRL","1,00"
"ECOD3","BRASIL ECODIESEL INDUSTRIA E COMER","0,55","0,70","6.085.800","4.260.060","-","Oil, Gas and Biofuels","B1H6C12","BRVAGRACNOR2","XBSP","Brasil","BRL","1,00"
