Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"AMBV10","CIA DE BEBIDAS DAS PRF NPV","0,00","74,87","461","34.515","-","Consumo Não Cíclico","B7KDH06","BRAMBVR08PR1","XBSP","Brasil","BRL","1,00"
"TRPL4","COMPANHIA DE TRANSMISSAO DE ENERGI","0,24","64,10","51.200","3.281.920","-","Serviços públicos","2440972","BRTRPLACNPR1","XBSP","Brasil","BRL","1,00"
"SBSP3","COMPANHIA DE SANEAMENTO BASICO DE","0,29","77,00","51.200","3.942.400","-","Serviços públicos","B1YCHL8","BRSBSPACNOR5","XBSP","Brasil","BRL","1,00"
"PCAR4","COMPANHIA BRASILEIRA DE DISTRIBUIC","0,74","80,00","128.000","10.240.000","-","Consumo Não Cíclico","B5VGS74","BRPCARACNPR0","XBSP","Brasil","BRL","1,00"
"CPLE6","CIA PARANAENSE DE ENERGIA COPEL PR","0,57","44,20","179.200","7.920.640","-","Serviços públicos","2200154","BRCPLEACNPB9","XBSP","Brasil","BRL","1,00"
"CESP6","COMPANHIA ENERGETICA DE SAO PAULO","0,54","36,70","204.800","7.516.160","-","Serviços públicos","B17MHG0","BRCESPACNPB4","XBSP","Brasil","BRL","1,00"
"UGPA3","ULTRAPAR PARTICIPOES SA","0,67","45,20","204.800","9.256.960","-","Financeiro e Outros","B0FHTN1","BRUGPAACNOR8","XBSP","Brasil","BRL","1,00"
"USIM3","USINAS SIDERURGICAS DE MINAS GERAI","0,14","7,72","256.000","1.976.320","-","Materiais Básicos","2193696","BRUSIMACNOR3","XBSP","Brasil","BRL","1,00"
"CPFE3","CPFL ENERGIA S.A.","0,47","25,40","256.000","6.502.400","-","Serviços públicos","B031NN3","BRCPFEACNOR0","XBSP","Brasil","BRL","1,00"
"VIVT4","TELEFONICA BRASIL PREF SA","0,93","49,98","256.000","12.794.880","-","Telecomunica��es","B3ZCNF7","BRVIVTACNPR7","XBSP","Brasil","BRL","1,00"
"LREN3","LOJAS RENNER S/A","1,05","56,35","256.000","14.425.600","-","Consumo Cíclico","B0CGYD6","BRLRENACNOR1","XBSP","Brasil","BRL","1,00"
"HGTX3","HERING TEXTIL","0,78","38,10","281.600","10.728.960","-","Consumo Cíclico","B010V16","BRHGTXACNOR9","XBSP","Brasil","BRL","1,00"
"ABEV3","COMPANHIA DE BEBIDAS DAS AMERICAS","1,58","77,30","281.768","21.780.666","-","Consumo Não Cíclico","2361976","BRAMBVACNPR1","XBSP","Brasil","BRL","1,00"
"LIGT3","LIGHT SA","0,55","24,80","307.200","7.618.560","-","Serviços públicos","B0W1X34","BRLIGTACNOR2","XBSP","Brasil","BRL","1,00"
"RENT3","LOCALIZA RENT A CAR S/A","0,73","30,35","332.800","10.100.480","-","Consumo Cíclico","B08K3S0","BRRENTACNOR4","XBSP","Brasil","BRL","1,00"
"CSAN3","COSAN S/A INDUSTRIA E COMERCIO","0,75","30,99","332.800","10.313.472","-","Consumo Não Cíclico","B0P72G5","BRCSANACNOR6","XBSP","Brasil","BRL","1,00"
"BRAP4","BRADESPAR PREF SA","0,79","32,94","332.800","10.962.432","-","Financeiro e Outros","B01SCS4","BRBRAPACNPR2","XBSP","Brasil","BRL","1,00"
"OIBR3","OI SA","0,25","9,45","358.392","3.386.804","-","Telecomunica��es","B7XL4M8","BROIBRACNOR1","XBSP","Brasil","BRL","1,00"
"ELET6","CENTRAIS ELETR BRAS-ELETROBRAS SER","0,51","19,52","358.400","6.995.968","-","Serviços públicos","2308445","BRELETACNPB7","XBSP","Brasil","BRL","1,00"
"CRUZ3","SOUZA CRUZ SA","0,77","29,48","358.400","10.565.632","-","Consumo Não Cíclico","2832148","BRCRUZACNOR0","XBSP","Brasil","BRL","1,00"
"NATU3","NATURA COSMETICOS S.A.","1,22","47,00","358.400","16.844.800","-","Consumo Não Cíclico","B014K55","BRNATUACNOR6","XBSP","Brasil","BRL","1,00"
"CIEL3","CIELO S/A","1,54","59,08","358.799","21.197.845","-","Financeiro e Outros","B614LY3","BRCIELACNOR3","XBSP","Brasil","BRL","1,00"
"ELPL4","ELETROPAULO ELETRICIDADE METROPOLI","0,71","25,34","384.000","9.730.560","-","Serviços públicos","B66HFL2","BRELPLACNPR6","XBSP","Brasil","BRL","1,00"
"CMIG4","CIA ENERGETICA DE MINAS GERAIS PRE","1,25","37,53","460.800","17.293.824","-","Serviços públicos","B1YBRG0","BRCMIGACNPR3","XBSP","Brasil","BRL","1,00"
"ELET3","CENTRAIS ELETR BRAS-ELETROBRAS","0,53","14,25","512.000","7.296.000","-","Serviços públicos","2311120","BRELETACNOR6","XBSP","Brasil","BRL","1,00"
"EMBR3","EMBRAER SA","0,52","13,36","537.600","7.182.336","-","Bens Industriais","B16FPG6","BREMBRACNOR4","XBSP","Brasil","BRL","1,00"
"GOAU4","METALURGICA GERDAU PREF SA","0,86","22,14","537.600","11.902.464","-","Materiais Básicos","2648862","BRGOAUACNPR8","XBSP","Brasil","BRL","1,00"
"BRML3","BR MALLS PARTICIPACOES S/A","1,11","23,00","665.600","15.308.800","-","Financeiro e Outros","B1RYG58","BRBRMLACNOR9","XBSP","Brasil","BRL","1,00"
"BRFS3","BRF SA","1,47","30,39","665.600","20.227.584","-","Consumo Não Cíclico","2036995","BRBRFSACNOR8","XBSP","Brasil","BRL","1,00"
"BTOW3","B2W COMPANHIA DIGITAL","0,30","5,85","716.800","4.193.280","-","Consumo Cíclico","B1LH3Y1","BRBTOWACNOR8","XBSP","Brasil","BRL","1,00"
"DTEX3","DURATEX SA","0,55","10,63","716.800","7.619.584","-","Materiais Básicos","B27WY88","BRDTEXACNOR3","XBSP","Brasil","BRL","1,00"
"RDCD3","REDECARD SA","1,71","32,85","716.800","23.546.880","-","Financeiro e Outros","B1Z8B68","BRRDCDACNOR3","XBSP","Brasil","BRL","1,00"
"DASA3","DIAGNOSTICOS DA AMERICA S/A","0,74","13,21","768.000","10.145.280","-","Consumo Não Cíclico","B03WBK9","BRDASAACNOR1","XBSP","Brasil","BRL","1,00"
"FIBR3","FIBRIA CELULOSE S.A.","0,86","14,88","793.600","11.808.768","-","Materiais Básicos","B04M7D3","BRFIBRACNOR9","XBSP","Brasil","BRL","1,00"
"BRKM5","BRASKEM PREF SERIES A SA","0,79","13,38","819.200","10.960.896","-","Materiais Básicos","B0774N4","BRBRKMACNPA4","XBSP","Brasil","BRL","1,00"
"KLBN4","KLABIN SA PREF","0,69","9,10","1.049.600","9.551.360","-","Materiais Básicos","2813347","BRKLBNACNPR9","XBSP","Brasil","BRL","1,00"
"CCRO3","COMPANHIA CONCESSOES RODOVIARIAS S","1,24","16,33","1.049.700","17.141.601","-","Constru��o e Transporte","2840970","BRCCROACNOR2","XBSP","Brasil","BRL","1,00"
"SANB11","BANCO SANTANDER BRASIL UNITS SA","1,20","15,40","1.075.200","16.558.080","-","Financeiro e Outros","B4V5RY4","BRSANBCDAM13","XBSP","Brasil","BRL","1,00"
"LAME4","LOJAS AMERICANAS PN REP1 PREF SA","1,03","13,25","1.075.588","14.251.541","-","Consumo Cíclico","2516710","BRLAMEACNPR6","XBSP","Brasil","BRL","1,00"
"VALE3","CIA VALE DO RIO DOCE SH","3,20","40,13","1.100.800","44.175.104","-","Materiais Básicos","2196286","BRVALEACNOR0","XBSP","Brasil","BRL","1,00"
"GOLL4","GOL LINHAS AEREAS INTELIGENTES PRE","0,76","8,92","1.177.600","10.504.192","-","Constru��o e Transporte","B01NTS8","BRGOLLACNPR4","XBSP","Brasil","BRL","1,00"
"MRFG3","MARFRIG FRIGORIFICOS SA","0,87","9,34","1.280.000","11.955.200","-","Consumo Não Cíclico","B1YWHR4","BRMRFGACNOR0","XBSP","Brasil","BRL","1,00"
"CSNA3","COMPANHIA SIDERURGICA NACIONAL","1,18","11,38","1.433.600","16.314.368","-","Materiais Básicos","B019KX8","BRCSNAACNOR6","XBSP","Brasil","BRL","1,00"
"ALLL3","ALL AMERICA LATINA LOGISTICA S.A.","0,90","8,48","1.459.200","12.374.016","-","Constru��o e Transporte","B014710","BRALLLACNOR6","XBSP","Brasil","BRL","1,00"
"JBSS3","JBS S/A","0,73","6,03","1.664.000","10.033.920","-","Consumo Não Cíclico","B1V74X7","BRJBSSACNOR8","XBSP","Brasil","BRL","1,00"
"TIMP3","TIM PARTICIPACOES S/A","1,37","11,16","1.689.600","18.855.936","-","Telecomunica��es","2292560","BRTIMPACNOR1","XBSP","Brasil","BRL","1,00"
"CYRE3","CYRELA BRAZIL REALTY S/A EMPREENDI","1,84","14,80","1.715.200","25.384.960","-","Constru��o e Transporte","2189855","BRCYREACNOR7","XBSP","Brasil","BRL","1,00"
"BBDC4","BANCO BRADESCO PREF SA","3,78","29,94","1.740.800","52.119.552","-","Financeiro e Outros","B00FM53","BRBBDCACNPR8","XBSP","Brasil","BRL","1,00"
"OIBR4","OI PREF SA","1,09","8,25","1.817.995","14.998.459","-","Telecomunica��es","B7XL5Q9","BROIBRACNPR8","XBSP","Brasil","BRL","1,00"
"PETR3","PETROBRAS","2,53","18,90","1.843.200","34.836.480","-","Oil, Gas and Biofuels","2682365","BRPETRACNOR9","XBSP","Brasil","BRL","1,00"
"MMXM3","MMX MINERACAO E METALICOS S.A.","0,91","5,85","2.150.400","12.579.840","-","Materiais Básicos","B18XCG7","BRMMXMACNOR2","XBSP","Brasil","BRL","1,00"
"HYPE3","HYPERMARCAS S/A","1,85","11,87","2.150.400","25.525.248","-","Consumo Não Cíclico","B2QY968","BRHYPEACNOR0","XBSP","Brasil","BRL","1,00"
"BBAS3","BANCO DO BRASIL S/A","3,04","19,53","2.150.400","41.997.312","-","Financeiro e Outros","2328595","BRBBASACNOR3","XBSP","Brasil","BRL","1,00"
"BISA3","BROOKFIELD INCORPORACOES SA","0,53","3,31","2.227.200","7.372.032","-","Constru��o e Transporte","B1FY4S9","BRBISAACNOR8","XBSP","Brasil","BRL","1,00"
"MRVE3","MRV ENGENHARIA E PARTICIPACOES S/A","1,52","9,30","2.252.800","20.951.040","-","Constru��o e Transporte","B235JN1","BRMRVEACNOR2","XBSP","Brasil","BRL","1,00"
"LLXL3","PRUMO LOGISTICA SA","0,37","2,21","2.278.400","5.035.264","-","Constru��o e Transporte","B3BXMS0","BRLLXLACNOR8","XBSP","Brasil","BRL","1,00"
"RSID3","ROSSI RESIDENCIAL SA","0,83","4,93","2.329.600","11.484.928","-","Constru��o e Transporte","B0WPDR0","BRRSIDACNOR8","XBSP","Brasil","BRL","1,00"
