Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"ELET6","CENTRAIS ELETR BRAS-ELETROBRAS SER","0,24","10,48","411.600","4.313.568","-","Serviços públicos","2308445","BRELETACNPB7","XBSP","Brasil","BRL","1,00"
"CTIP3","CETIP SA BALCAO ORGANIZADO DE ATIV","0,58","25,39","411.600","10.450.524","-","Financeiro e Outros","B55DVB6","BRCTIPACNOR2","XBSP","Brasil","BRL","1,00"
"HGTX3","HERING TEXTIL","0,97","41,99","411.600","17.283.084","-","Consumo Cíclico","B010V16","BRHGTXACNOR9","XBSP","Brasil","BRL","1,00"
"CIEL3","CIELO S/A","1,31","56,99","411.600","23.457.084","-","Financeiro e Outros","B614LY3","BRCIELACNOR3","XBSP","Brasil","BRL","1,00"
"CRUZ3","SOUZA CRUZ SA","0,76","30,81","441.000","13.587.210","-","Consumo Não Cíclico","2832148","BRCRUZACNOR0","XBSP","Brasil","BRL","1,00"
"BRAP4","BRADESPAR PREF SA","0,81","32,83","441.000","14.478.030","-","Financeiro e Outros","B01SCS4","BRBRAPACNPR2","XBSP","Brasil","BRL","1,00"
"OIBR3","OI SA","0,24","9,16","471.592","4.319.783","-","Telecomunica��es","B7XL4M8","BROIBRACNOR1","XBSP","Brasil","BRL","1,00"
"GOAU4","METALURGICA GERDAU PREF SA","0,64","22,90","499.800","11.445.420","-","Materiais Básicos","2648862","BRGOAUACNPR8","XBSP","Brasil","BRL","1,00"
"USIM3","USINAS SIDERURGICAS DE MINAS GERAI","0,40","13,67","529.200","7.234.164","-","Materiais Básicos","2193696","BRUSIMACNOR3","XBSP","Brasil","BRL","1,00"
"ELET3","CENTRAIS ELETR BRAS-ELETROBRAS","0,21","6,33","588.000","3.722.040","-","Serviços públicos","2311120","BRELETACNOR6","XBSP","Brasil","BRL","1,00"
"ELPL4","ELETROPAULO ELETRICIDADE METROPOLI","0,55","16,80","588.000","9.878.400","-","Serviços públicos","B66HFL2","BRELPLACNPR6","XBSP","Brasil","BRL","1,00"
"CMIG4","CIA ENERGETICA DE MINAS GERAIS PRE","0,78","22,60","617.400","13.953.240","-","Serviços públicos","B1YBRG0","BRCMIGACNPR3","XBSP","Brasil","BRL","1,00"
"DTEX3","DURATEX SA","0,54","14,85","646.800","9.604.980","-","Materiais Básicos","B27WY88","BRDTEXACNOR3","XBSP","Brasil","BRL","1,00"
"BRFS3","BRF SA","1,60","42,19","676.200","28.528.878","-","Consumo Não Cíclico","2036995","BRBRFSACNOR8","XBSP","Brasil","BRL","1,00"
"BTOW3","B2W COMPANHIA DIGITAL","0,67","17,00","705.600","11.995.200","-","Consumo Cíclico","B1LH3Y1","BRBTOWACNOR8","XBSP","Brasil","BRL","1,00"
"BRML3","BR MALLS PARTICIPACOES S/A","1,07","27,02","705.600","19.065.312","-","Financeiro e Outros","B1RYG58","BRBRMLACNOR9","XBSP","Brasil","BRL","1,00"
"EMBR3","EMBRAER SA","0,59","14,45","735.000","10.620.750","-","Bens Industriais","B16FPG6","BREMBRACNOR4","XBSP","Brasil","BRL","1,00"
"FIBR3","FIBRIA CELULOSE S.A.","0,97","22,57","764.400","17.252.508","-","Materiais Básicos","B04M7D3","BRFIBRACNOR9","XBSP","Brasil","BRL","1,00"
"BRKM5","BRASKEM PREF SERIES A SA","0,63","12,80","882.000","11.289.600","-","Materiais Básicos","B0774N4","BRBRKMACNPA4","XBSP","Brasil","BRL","1,00"
"DASA3","DIAGNOSTICOS DA AMERICA S/A","0,67","13,19","911.400","12.021.366","-","Consumo Não Cíclico","B03WBK9","BRDASAACNOR1","XBSP","Brasil","BRL","1,00"
"LAME4","LOJAS AMERICANAS PN REP1 PREF SA","1,09","18,33","1.059.594","19.422.358","-","Consumo Cíclico","2516710","BRLAMEACNPR6","XBSP","Brasil","BRL","1,00"
"MRFG3","MARFRIG FRIGORIFICOS SA","0,53","8,48","1.117.200","9.473.856","-","Consumo Não Cíclico","B1YWHR4","BRMRFGACNOR0","XBSP","Brasil","BRL","1,00"
"SANB11","BANCO SANTANDER BRASIL UNITS SA","0,96","14,97","1.146.600","17.164.602","-","Financeiro e Outros","B4V5RY4","BRSANBCDAM13","XBSP","Brasil","BRL","1,00"
"KLBN4","KLABIN SA PREF","0,86","12,79","1.205.400","15.417.066","-","Materiais Básicos","2813347","BRKLBNACNPR9","XBSP","Brasil","BRL","1,00"
"GOLL4","GOL LINHAS AEREAS INTELIGENTES PRE","0,89","12,90","1.234.800","15.928.920","-","Constru��o e Transporte","B01NTS8","BRGOLLACNPR4","XBSP","Brasil","BRL","1,00"
"CCRO3","COMPANHIA CONCESSOES RODOVIARIAS S","1,34","19,45","1.234.800","24.016.860","-","Constru��o e Transporte","2840970","BRCCROACNOR2","XBSP","Brasil","BRL","1,00"
"RSID3","ROSSI RESIDENCIAL SA","0,37","4,55","1.440.600","6.554.730","-","Constru��o e Transporte","B0WPDR0","BRRSIDACNOR8","XBSP","Brasil","BRL","1,00"
"VALE3","CIA VALE DO RIO DOCE SH","3,41","42,28","1.440.600","60.908.568","-","Materiais Básicos","2196286","BRVALEACNOR0","XBSP","Brasil","BRL","1,00"
"ALLL3","ALL AMERICA LATINA LOGISTICA S.A.","0,68","8,31","1.470.000","12.215.700","-","Constru��o e Transporte","B014710","BRALLLACNOR6","XBSP","Brasil","BRL","1,00"
"CYRE3","CYRELA BRAZIL REALTY S/A EMPREENDI","1,56","17,89","1.558.200","27.876.198","-","Constru��o e Transporte","2189855","BRCYREACNOR7","XBSP","Brasil","BRL","1,00"
"MMXM3","MMX MINERACAO E METALICOS S.A.","0,42","4,45","1.675.800","7.457.310","-","Materiais Básicos","B18XCG7","BRMMXMACNOR2","XBSP","Brasil","BRL","1,00"
"BBDC4","BANCO BRADESCO PREF SA","3,30","35,17","1.675.800","58.937.886","-","Financeiro e Outros","B00FM53","BRBBDCACNPR8","XBSP","Brasil","BRL","1,00"
"PETR3","PETROBRAS","2,09","19,55","1.911.000","37.360.050","-","Oil, Gas and Biofuels","2682365","BRPETRACNOR9","XBSP","Brasil","BRL","1,00"
"HYPE3","HYPERMARCAS S/A","1,86","16,62","1.999.200","33.226.704","-","Consumo Não Cíclico","B2QY968","BRHYPEACNOR0","XBSP","Brasil","BRL","1,00"
"RSID9","ROSSI RESIDENCIAL SA RECEIPTS","0,49","4,38","2.009.437","8.801.334","-","Constru��o e Transporte","B8L5R19","BRRSIDR02OR1","XBSP","Brasil","BRL","1,00"
"MMXM1","MMX MINERACAO E METALICOS SA RIGHT","0,05","0,40","2.053.767","821.507","-","Materiais Básicos","B82R907","BRMMXMD04OR1","XBSP","Brasil","BRL","1,00"
"BBAS3","BANCO DO BRASIL S/A","3,20","25,60","2.234.400","57.200.640","-","Financeiro e Outros","2328595","BRBBASACNOR3","XBSP","Brasil","BRL","1,00"
"JBSS3","JBS S/A","0,76","6,00","2.263.800","13.582.800","-","Consumo Não Cíclico","B1V74X7","BRJBSSACNOR8","XBSP","Brasil","BRL","1,00"
"ITUB4","ITAU UNIBANCO HOLDING PREF SA","4,39","33,39","2.352.000","78.533.280","-","Financeiro e Outros","B037HR3","BRITUBACNPR1","XBSP","Brasil","BRL","1,00"
"CSNA3","COMPANHIA SIDERURGICA NACIONAL","1,58","11,86","2.381.400","28.243.404","-","Materiais Básicos","B019KX8","BRCSNAACNOR6","XBSP","Brasil","BRL","1,00"
"GGBR4","GERDAU PREF SA","2,39","17,93","2.381.400","42.698.502","-","Materiais Básicos","2645517","BRGGBRACNPR8","XBSP","Brasil","BRL","1,00"
"TIMP3","TIM PARTICIPACOES S/A","1,12","8,20","2.440.200","20.009.640","-","Telecomunica��es","2292560","BRTIMPACNOR1","XBSP","Brasil","BRL","1,00"
"SUZB5","SUZANO BAHIA SUL PAPEL CELULOSE CL","0,97","7,02","2.469.600","17.336.592","-","Materiais Básicos","B02GKF0","BRSUZBACNPA3","XBSP","Brasil","BRL","1,00"
"MRVE3","MRV ENGENHARIA E PARTICIPACOES S/A","1,68","11,98","2.499.000","29.938.020","-","Constru��o e Transporte","B235JN1","BRMRVEACNOR2","XBSP","Brasil","BRL","1,00"
"OIBR4","OI PREF SA","1,23","8,32","2.646.000","22.014.720","-","Telecomunica��es","B7XL5Q9","BROIBRACNPR8","XBSP","Brasil","BRL","1,00"
"LLXL3","PRUMO LOGISTICA SA","0,39","2,40","2.910.600","6.985.440","-","Constru��o e Transporte","B3BXMS0","BRLLXLACNOR8","XBSP","Brasil","BRL","1,00"
"BISA3","BROOKFIELD INCORPORACOES SA","0,64","3,42","3.355.359","11.475.328","-","Constru��o e Transporte","B1FY4S9","BRBISAACNOR8","XBSP","Brasil","BRL","1,00"
"USIM5","USINAS SIDERURGICAS DE MINAS GERAI","2,57","12,80","3.586.800","45.911.040","-","Materiais Básicos","2386009","BRUSIMACNPA6","XBSP","Brasil","BRL","1,00"
"ITSA4","ITAUSA INVESTIMENTOS ITAU PREF SA","2,31","9,69","4.263.000","41.308.470","-","Financeiro e Outros","2458771","BRITSAACNPR7","XBSP","Brasil","BRL","1,00"
"BVMF3","B3 BRASIL BOLSA BALCAO SA","3,62","14,00","4.615.800","64.621.200","-","Financeiro e Outros","B2RHNV9","BRBVMFACNOR3","XBSP","Brasil","BRL","1,00"
"VALE5","VALE PREF SA","10,69","40,87","4.674.600","191.050.902","-","Materiais Básicos","2257127","BRVALEACNPA3","XBSP","Brasil","BRL","1,00"
"PETR4","PETROLEO BRASILEIRO PREF SA","7,10","19,52","6.497.400","126.829.248","-","Oil, Gas and Biofuels","2684532","BRPETRACNPR6","XBSP","Brasil","BRL","1,00"
"GFSA3","GAFISA S/A","1,75","4,71","6.644.400","31.295.124","-","Constru��o e Transporte","2479619","BRGFSAACNOR3","XBSP","Brasil","BRL","1,00"
"VAGR9","VANGUARDA AGRO SA RECEIPTS","0,16","0,40","7.294.627","2.917.851","-","Consumo Não Cíclico","B8BNVD3","BRVAGRR01OR7","XBSP","Brasil","BRL","1,00"
"TESA3","TERRA SANTA AGRO SA","0,17","0,41","7.497.000","3.073.770","-","Consumo Não Cíclico","B4Q9YS4","BRVAGRACNOR2","XBSP","Brasil","BRL","1,00"
"OGXP3","OGX PETROLEO E GAS PARTICIPACOES S","3,30","4,38","13.465.200","58.977.576","-","Oil, Gas and Biofuels","B19RPM5","BROGXPACNOR3","XBSP","Brasil","BRL","1,00"
"PDGR3","PDG REALTY SA","2,82","3,31","15.199.800","50.311.338","-","Constru��o e Transporte","B1N9YL9","BRPDGRACNOR8","XBSP","Brasil","BRL","1,00"
