Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"BRAP4","BRADESPAR PREF SA","0,80","32,79","81.000","2.655.990","-","Financeiro e Outros","B01SCS4","BRBRAPACNPR2","XBSP","Brasil","BRL","1,00"
"LREN3","LOJAS RENNER S/A","1,20","49,00","81.000","3.969.000","-","Consumo Cíclico","B0CGYD6","BRLRENACNOR1","XBSP","Brasil","BRL","1,00"
"TIMP3","TIM PARTICIPACOES S/A","0,18","7,30","81.073","591.833","-","Telecomunica��es","2292560","BRTIMPACNOR1","XBSP","Brasil","BRL","1,00"
"GOAU4","METALURGICA GERDAU PREF SA","0,81","29,21","91.800","2.681.478","-","Materiais Básicos","2648862","BRGOAUACNPR8","XBSP","Brasil","BRL","1,00"
"ELET6","CENTRAIS ELETR BRAS-ELETROBRAS SER","0,87","28,20","102.600","2.893.320","-","Serviços públicos","2308445","BRELETACNPB7","XBSP","Brasil","BRL","1,00"
"TAMM4","TAM SA PREF","0,81","25,00","108.000","2.700.000","-","Constru��o e Transporte","2324496","BRTAMMACNPR2","XBSP","Brasil","BRL","1,00"
"CESP6","COMPANHIA ENERGETICA DE SAO PAULO","0,84","24,60","113.400","2.789.640","-","Serviços públicos","B17MHG0","BRCESPACNPB4","XBSP","Brasil","BRL","1,00"
"CSAN3","COSAN S/A INDUSTRIA E COMERCIO","0,84","22,58","124.200","2.804.436","-","Consumo Não Cíclico","B0P72G5","BRCSANACNOR6","XBSP","Brasil","BRL","1,00"
"TNLP4","TELE NORTE LESTE PARTICIPACOES SA","1,01","27,00","124.200","3.353.400","-","Telecomunica��es","B02PDW5","BRTNLPACNPR0","XBSP","Brasil","BRL","1,00"
"BRTO4","BRASIL TELECOM S.A. PREF","0,47","12,14","129.825","1.576.076","-","Telecomunica��es","B1XFXG5","BRBRTOACNPR5","XBSP","Brasil","BRL","1,00"
"DTEX3","DURATEX SA","0,67","16,40","135.099","2.215.624","-","Materiais Básicos","B27WY88","BRDTEXACNOR3","XBSP","Brasil","BRL","1,00"
"ELET3","CENTRAIS ELETR BRAS-ELETROBRAS","1,05","23,86","145.800","3.478.788","-","Serviços públicos","2311120","BRELETACNOR6","XBSP","Brasil","BRL","1,00"
"NETC4","NET SERVICOS DE COMUNICACAO PREF S","0,77","17,00","151.285","2.571.845","-","Consumo Cíclico","B19CP20","BRNETCACNPR3","XBSP","Brasil","BRL","1,00"
"GOLL4","GOL LINHAS AEREAS INTELIGENTES PRE","1,01","21,38","156.600","3.348.108","-","Constru��o e Transporte","B01NTS8","BRGOLLACNPR4","XBSP","Brasil","BRL","1,00"
"BRKM5","BRASKEM PREF SERIES A SA","0,61","12,53","162.000","2.029.860","-","Materiais Básicos","B0774N4","BRBRKMACNPA4","XBSP","Brasil","BRL","1,00"
"CMIG4","CIA ENERGETICA DE MINAS GERAIS PRE","1,36","26,16","172.859","4.521.991","-","Serviços públicos","B1YBRG0","BRCMIGACNPR3","XBSP","Brasil","BRL","1,00"
"VALE3","CIA VALE DO RIO DOCE SH","2,41","43,65","183.600","8.014.140","-","Materiais Básicos","2196286","BRVALEACNOR0","XBSP","Brasil","BRL","1,00"
"USIM5","USINAS SIDERURGICAS DE MINAS GERAI","2,66","48,11","183.600","8.832.996","-","Materiais Básicos","2386009","BRUSIMACNPA6","XBSP","Brasil","BRL","1,00"
"RDCD3","REDECARD SA","1,62","25,50","210.600","5.370.300","-","Financeiro e Outros","B1Z8B68","BRRDCDACNOR3","XBSP","Brasil","BRL","1,00"
"FIBR3","FIBRIA CELULOSE S.A.","1,69","26,64","210.606","5.610.544","-","Materiais Básicos","B04M7D3","BRFIBRACNOR9","XBSP","Brasil","BRL","1,00"
"BBAS3","BANCO DO BRASIL S/A","1,76","24,65","237.600","5.856.840","-","Financeiro e Outros","2328595","BRBBASACNOR3","XBSP","Brasil","BRL","1,00"
"PETR3","PETROBRAS","2,47","31,00","264.600","8.202.600","-","Oil, Gas and Biofuels","2682365","BRPETRACNOR9","XBSP","Brasil","BRL","1,00"
"CSNA3","COMPANHIA SIDERURGICA NACIONAL","2,22","26,30","280.800","7.385.040","-","Materiais Básicos","B019KX8","BRCSNAACNOR6","XBSP","Brasil","BRL","1,00"
"MRVE3","MRV ENGENHARIA E PARTICIPACOES S/A","1,10","12,71","286.200","3.637.602","-","Constru��o e Transporte","B235JN1","BRMRVEACNOR2","XBSP","Brasil","BRL","1,00"
"KLBN4","KLABIN SA PREF","0,44","5,00","291.600","1.458.000","-","Materiais Básicos","2813347","BRKLBNACNPR9","XBSP","Brasil","BRL","1,00"
"RSID3","ROSSI RESIDENCIAL SA","1,14","13,01","291.600","3.793.716","-","Constru��o e Transporte","B0WPDR0","BRRSIDACNOR8","XBSP","Brasil","BRL","1,00"
"LAME4","LOJAS AMERICANAS PN REP1 PREF SA","1,15","13,08","291.600","3.814.128","-","Consumo Cíclico","2516710","BRLAMEACNPR6","XBSP","Brasil","BRL","1,00"
"BRFS3","BRF SA","2,08","23,70","291.612","6.911.204","-","Consumo Não Cíclico","2036995","BRBRFSACNOR8","XBSP","Brasil","BRL","1,00"
"EMBR3","EMBRAER SA","0,83","9,28","297.000","2.756.160","-","Bens Industriais","B16FPG6","BREMBRACNOR4","XBSP","Brasil","BRL","1,00"
"CYRE3","CYRELA BRAZIL REALTY S/A EMPREENDI","1,81","19,51","307.800","6.005.178","-","Constru��o e Transporte","2189855","BRCYREACNOR7","XBSP","Brasil","BRL","1,00"
"ALLL11","ALL AMERICA LATINA LOGISTICA S.A.","1,34","14,20","313.200","4.447.440","-","Constru��o e Transporte","B06QT37","BRALLLCDAM10","XBSP","Brasil","BRL","1,00"
"MMXM3","MMX MINERACAO E METALICOS S.A.","1,10","10,52","345.683","3.636.585","-","Materiais Básicos","B18XCG7","BRMMXMACNOR2","XBSP","Brasil","BRL","1,00"
"BBDC4","BANCO BRADESCO PREF SA","2,97","28,11","351.020","9.867.172","-","Financeiro e Outros","B00FM53","BRBBDCACNPR8","XBSP","Brasil","BRL","1,00"
"ITUB4","ITAU UNIBANCO HOLDING PREF SA","3,60","32,50","367.232","11.935.040","-","Financeiro e Outros","B037HR3","BRITUBACNPR1","XBSP","Brasil","BRL","1,00"
"LLXL3","PRUMO LOGISTICA SA","0,91","7,36","410.400","3.020.544","-","Constru��o e Transporte","B3BXMS0","BRLLXLACNOR8","XBSP","Brasil","BRL","1,00"
"CIEL3","CIELO S/A","1,90","15,20","415.800","6.320.160","-","Financeiro e Outros","B614LY3","BRCIELACNOR3","XBSP","Brasil","BRL","1,00"
"JBSS3","JBS S/A","0,97","7,64","421.200","3.217.968","-","Consumo Não Cíclico","B1V74X7","BRJBSSACNOR8","XBSP","Brasil","BRL","1,00"
"GGBR4","GERDAU PREF SA","3,07","23,59","432.000","10.190.880","-","Materiais Básicos","2645517","BRGGBRACNPR8","XBSP","Brasil","BRL","1,00"
"PDGR3","PDG REALTY SA","2,18","15,24","475.233","7.242.551","-","Constru��o e Transporte","B1N9YL9","BRPDGRACNOR8","XBSP","Brasil","BRL","1,00"
"GFSA3","GAFISA S/A","1,58","10,80","486.200","5.250.960","-","Constru��o e Transporte","2479619","BRGFSAACNOR3","XBSP","Brasil","BRL","1,00"
"OGXP3","OGX PETROLEO E GAS PARTICIPACOES S","2,50","16,72","496.800","8.306.496","-","Oil, Gas and Biofuels","B19RPM5","BROGXPACNOR3","XBSP","Brasil","BRL","1,00"
"TCSL4","TIM PARTICIPACOES S.A.","0,94","4,85","642.670","3.116.950","-","Telecomunica��es","2292582","BRTCSLACNPR7","XBSP","Brasil","BRL","1,00"
"ITSA4","ITAUSA INVESTIMENTOS ITAU PREF SA","2,34","10,71","723.970","7.753.719","-","Financeiro e Outros","2458771","BRITSAACNPR7","XBSP","Brasil","BRL","1,00"
"VALE5","VALE PREF SA","9,25","37,91","810.000","30.707.100","-","Materiais Básicos","2257127","BRVALEACNPA3","XBSP","Brasil","BRL","1,00"
"PETR4","PETROLEO BRASILEIRO PREF SA","9,39","26,86","1.161.000","31.184.460","-","Oil, Gas and Biofuels","2684532","BRPETRACNPR6","XBSP","Brasil","BRL","1,00"
"BVMF3","B3 BRASIL BOLSA BALCAO SA","4,62","11,60","1.323.000","15.346.800","-","Financeiro e Outros","B2RHNV9","BRBVMFACNOR3","XBSP","Brasil","BRL","1,00"
"ECOD3","BRASIL ECODIESEL INDUSTRIA E COMER","0,74","0,84","2.910.600","2.444.904","-","Oil, Gas and Biofuels","B1H6C12","BRVAGRACNOR2","XBSP","Brasil","BRL","1,00"
