Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"OIBR4","OI PREF SA","1,42","3,59","3.999.500","14.358.205","-","-","B7XL5Q9","BROIBRACNPR8","XBSP","Brasil","BRL","1,00"
"BRML3","BR MALLS PARTICIPACOES S/A","1,42","17,05","842.000","14.356.100","-","-","B1RYG58","BRBRMLACNOR9","XBSP","Brasil","BRL","1,00"
"HYPE3","HYPERMARCAS S/A","1,40","17,65","799.900","14.118.235","-","-","B2QY968","BRHYPEACNOR0","XBSP","Brasil","BRL","1,00"
"MRVE3","MRV ENGENHARIA E PARTICIPACOES S/A","1,37","8,43","1.641.900","13.841.217","-","-","B235JN1","BRMRVEACNOR2","XBSP","Brasil","BRL","1,00"
"BRFS3","BRF SA","1,23","49,25","252.600","12.440.550","-","-","2036995","BRBRFSACNOR8","XBSP","Brasil","BRL","1,00"
"-","Brazilian Op. Compromissada","1,20","100,00","12.146.767","12.146.767","-","-","-","-","-","-","BRL","1,00"
"JBSS3","JBS S/A","1,17","8,77","1.347.200","11.814.944","-","-","B1V74X7","BRJBSSACNOR8","XBSP","Brasil","BRL","1,00"
"CYRE3","CYRELA BRAZIL REALTY S/A EMPREENDI","1,14","14,40","799.900","11.518.560","-","-","2189855","BRCYREACNOR7","XBSP","Brasil","BRL","1,00"
"SANB11","BANCO SANTANDER BRASIL UNITS SA","1,11","13,98","799.900","11.182.602","-","-","B4V5RY4","BRSANBCDAM13","XBSP","Brasil","BRL","1,00"
"SBSP3","COMPANHIA DE SANEAMENTO BASICO DE","1,10","26,46","421.000","11.139.660","-","-","B1YCHL8","BRSBSPACNOR5","XBSP","Brasil","BRL","1,00"
"NATU3","NATURA COSMETICOS S.A.","1,04","41,37","252.600","10.450.062","-","-","B014K55","BRNATUACNOR6","XBSP","Brasil","BRL","1,00"
"LREN3","LOJAS RENNER S/A","1,02","61,00","168.400","10.272.400","-","-","B0CGYD6","BRLRENACNOR1","XBSP","Brasil","BRL","1,00"
"HGTX3","HERING TEXTIL","1,00","29,90","336.800","10.070.320","-","-","B010V16","BRHGTXACNOR9","XBSP","Brasil","BRL","1,00"
"SUZB5","SUZANO BAHIA SUL PAPEL CELULOSE CL","0,96","9,24","1.052.500","9.725.100","-","-","B02GKF0","BRSUZBACNPA3","XBSP","Brasil","BRL","1,00"
"BRKM5","BRASKEM PREF SERIES A SA","0,96","21,00","463.100","9.725.100","-","-","B0774N4","BRBRKMACNPA4","XBSP","Brasil","BRL","1,00"
"VIVT4","TELEFONICA BRASIL PREF SA","0,94","44,83","210.500","9.436.715","-","-","B3ZCNF7","BRVIVTACNPR7","XBSP","Brasil","BRL","1,00"
"BBDC3","BANCO BRADESCO SA","0,93","31,95","294.795","9.418.700","-","-","B00FM86","BRBBDCACNOR1","XBSP","Brasil","BRL","1,00"
"FIBR3","FIBRIA CELULOSE S.A.","0,92","27,65","336.800","9.312.520","-","-","B04M7D3","BRFIBRACNOR9","XBSP","Brasil","BRL","1,00"
"KLBN4","KLABIN SA PREF","0,92","12,26","757.800","9.290.628","-","-","2813347","BRKLBNACNPR9","XBSP","Brasil","BRL","1,00"
"LAME4","LOJAS AMERICANAS PN REP1 PREF SA","0,92","15,73","589.400","9.271.262","-","-","2516710","BRLAMEACNPR6","XBSP","Brasil","BRL","1,00"
"CTIP3","CETIP SA BALCAO ORGANIZADO DE ATIV","0,91","24,20","378.987","9.171.485","-","-","B55DVB6","BRCTIPACNOR2","XBSP","Brasil","BRL","1,00"
"KROT3","KROTON EDUCACIONAL SA","0,88","39,26","227.000","8.912.020","-","-","2836946","BRKROTACNOR9","XBSP","Brasil","BRL","1,00"
"PCAR4","COMPANHIA BRASILEIRA DE DISTRIBUIC","0,88","104,91","84.360","8.850.208","-","-","B5VGS74","BRPCARACNPR0","XBSP","Brasil","BRL","1,00"
"GOLL4","GOL LINHAS AEREAS INTELIGENTES PRE","0,87","10,48","842.000","8.824.160","-","-","B01NTS8","BRGOLLACNPR4","XBSP","Brasil","BRL","1,00"
"BRPR3","BR PROPERTIES SA","0,85","18,60","463.100","8.613.660","-","-","B1FLW42","BRBRPRACNOR9","XBSP","Brasil","BRL","1,00"
"DASA3","DIAGNOSTICOS DA AMERICA S/A","0,85","14,56","589.400","8.581.664","-","-","B03WBK9","BRDASAACNOR1","XBSP","Brasil","BRL","1,00"
"BRAP4","BRADESPAR PREF SA","0,84","25,08","336.800","8.446.944","-","-","B01SCS4","BRBRAPACNPR2","XBSP","Brasil","BRL","1,00"
"UGPA3","ULTRAPAR PARTICIPOES SA","0,80","55,95","144.000","8.056.800","-","-","B0FHTN1","BRUGPAACNOR8","XBSP","Brasil","BRL","1,00"
"EMBR3","EMBRAER SA","0,79","18,89","421.000","7.952.690","-","-","B16FPG6","BREMBRACNOR4","XBSP","Brasil","BRL","1,00"
"ELET6","CENTRAIS ELETR BRAS-ELETROBRAS SER","0,79","9,93","799.900","7.943.007","-","-","2308445","BRELETACNPB7","XBSP","Brasil","BRL","1,00"
"ELPL4","ELETROPAULO ELETRICIDADE METROPOLI","0,78","9,36","842.000","7.881.120","-","-","B66HFL2","BRELPLACNPR6","XBSP","Brasil","BRL","1,00"
"ENBR3","ENERGIAS DO BRASIL SA","0,76","11,35","673.600","7.645.360","-","-","B0D7494","BRENBRACNOR2","XBSP","Brasil","BRL","1,00"
"AEDU3","ANHANGUERA EDUCACIONAL SA","0,75","14,90","505.200","7.527.480","-","-","2796084","BRAEDUACNOR9","XBSP","Brasil","BRL","1,00"
"ELET3","CENTRAIS ELETR BRAS-ELETROBRAS","0,73","5,87","1.263.000","7.413.810","-","-","2311120","BRELETACNOR6","XBSP","Brasil","BRL","1,00"
"RENT3","LOCALIZA RENT A CAR S/A","0,72","33,28","219.501","7.304.993","-","-","B08K3S0","BRRENTACNOR4","XBSP","Brasil","BRL","1,00"
"CSAN3","COSAN S/A INDUSTRIA E COMERCIO","0,72","39,58","183.400","7.258.972","-","-","B0P72G5","BRCSANACNOR6","XBSP","Brasil","BRL","1,00"
"DTEX3","DURATEX SA","0,71","13,15","547.350","7.197.653","-","-","B27WY88","BRDTEXACNOR3","XBSP","Brasil","BRL","1,00"
"CRUZ3","SOUZA CRUZ SA","0,70","24,11","294.700","7.105.217","-","-","2832148","BRCRUZACNOR0","XBSP","Brasil","BRL","1,00"
"GOAU4","METALURGICA GERDAU PREF SA","0,68","23,40","294.700","6.895.980","-","-","2648862","BRGOAUACNPR8","XBSP","Brasil","BRL","1,00"
"RSID3","ROSSI RESIDENCIAL SA","0,67","2,04","3.325.900","6.784.836","-","-","B0WPDR0","BRRSIDACNOR8","XBSP","Brasil","BRL","1,00"
"CESP6","COMPANHIA ENERGETICA DE SAO PAULO","0,56","22,42","252.600","5.663.292","-","-","B17MHG0","BRCESPACNPB4","XBSP","Brasil","BRL","1,00"
"LIGT3","LIGHT SA","0,55","22,12","252.600","5.587.512","-","-","B0W1X34","BRLIGTACNOR2","XBSP","Brasil","BRL","1,00"
"ALLL3","ALL AMERICA LATINA LOGISTICA S.A.","0,55","6,56","842.700","5.528.112","-","-","B014710","BRALLLACNOR6","XBSP","Brasil","BRL","1,00"
"CPLE6","CIA PARANAENSE DE ENERGIA COPEL PR","0,51","30,53","168.400","5.141.252","-","-","2200154","BRCPLEACNPB9","XBSP","Brasil","BRL","1,00"
"LLXL3","PRUMO LOGISTICA SA","0,49","1,08","4.571.000","4.936.680","-","-","B3BXMS0","BRLLXLACNOR8","XBSP","Brasil","BRL","1,00"
"MRFG3","MARFRIG FRIGORIFICOS SA","0,48","4,00","1.220.900","4.883.600","-","-","B1YWHR4","BRMRFGACNOR0","XBSP","Brasil","BRL","1,00"
"CPFE3","CPFL ENERGIA S.A.","0,48","19,09","252.600","4.822.134","-","-","B031NN3","BRCPFEACNOR0","XBSP","Brasil","BRL","1,00"
"BISA3","BROOKFIELD INCORPORACOES SA","0,43","1,15","3.789.000","4.357.350","-","-","B1FY4S9","BRBISAACNOR8","XBSP","Brasil","BRL","1,00"
"BTOW3","B2W COMPANHIA DIGITAL","0,38","15,27","252.600","3.857.202","-","-","B1LH3Y1","BRBTOWACNOR8","XBSP","Brasil","BRL","1,00"
"OIBR3","OI SA","0,33","3,61","926.200","3.343.582","-","-","B7XL4M8","BROIBRACNOR1","XBSP","Brasil","BRL","1,00"
"MMXM3","MMX MINERACAO E METALICOS S.A.","0,27","0,70","3.831.100","2.681.770","-","-","B18XCG7","BRMMXMACNOR2","XBSP","Brasil","BRL","1,00"
"USIM3","USINAS SIDERURGICAS DE MINAS GERAI","0,26","12,40","210.500","2.610.200","-","-","2193696","BRUSIMACNOR3","XBSP","Brasil","BRL","1,00"
"TRPL4","COMPANHIA DE TRANSMISSAO DE ENERGI","0,22","26,92","84.200","2.266.664","-","-","2440972","BRTRPLACNPR1","XBSP","Brasil","BRL","1,00"
"TESA3","TERRA SANTA AGRO SA","0,20","3,43","589.406","2.021.663","-","-","B4Q9YS4","BRVAGRACNOR2","XBSP","Brasil","BRL","1,00"
