Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"VALE5","VALE PREF SA","9,15","32,73","2.820.700","92.321.511","-","-","2257127","BRVALEACNPA3","XBSP","Brasil","BRL","1,00"
"PETR4","PETROLEO BRASILEIRO PREF SA","7,91","17,08","4.673.100","79.816.548","-","-","2684532","BRPETRACNPR6","XBSP","Brasil","BRL","1,00"
"ITUB4","ITAU UNIBANCO HOLDING PREF SA","5,10","31,35","1.641.900","51.473.565","-","-","B037HR3","BRITUBACNPR1","XBSP","Brasil","BRL","1,00"
"BBDC4","BANCO BRADESCO PREF SA","4,01","29,09","1.389.399","40.417.617","-","-","B00FM53","BRBBDCACNPR8","XBSP","Brasil","BRL","1,00"
"BBAS3","BANCO DO BRASIL S/A","3,16","24,40","1.305.100","31.844.440","-","-","2328595","BRBBASACNOR3","XBSP","Brasil","BRL","1,00"
"ITSA4","ITAUSA INVESTIMENTOS ITAU PREF SA","2,97","8,90","3.368.027","29.975.440","-","-","2458771","BRITSAACNPR7","XBSP","Brasil","BRL","1,00"
"USIM5","USINAS SIDERURGICAS DE MINAS GERAI","2,91","14,21","2.062.900","29.313.809","-","-","2386009","BRUSIMACNPA6","XBSP","Brasil","BRL","1,00"
"CSNA3","COMPANHIA SIDERURGICA NACIONAL","2,88","14,38","2.020.800","29.059.104","-","-","B019KX8","BRCSNAACNOR6","XBSP","Brasil","BRL","1,00"
"BVMF3","B3 BRASIL BOLSA BALCAO SA","2,86","11,06","2.610.200","28.868.812","-","-","B2RHNV9","BRBVMFACNOR3","XBSP","Brasil","BRL","1,00"
"PETR3","PETROBRAS","2,80","15,99","1.768.200","28.273.518","-","-","2682365","BRPETRACNOR9","XBSP","Brasil","BRL","1,00"
"VALE3","CIA VALE DO RIO DOCE SH","2,74","35,71","772.800","27.596.688","-","-","2196286","BRVALEACNOR0","XBSP","Brasil","BRL","1,00"
"GGBR4","GERDAU PREF SA","2,60","18,34","1.431.400","26.251.876","-","-","2645517","BRGGBRACNPR8","XBSP","Brasil","BRL","1,00"
"CIEL3","CIELO S/A","1,92","65,65","294.799","19.353.554","-","-","B614LY3","BRCIELACNOR3","XBSP","Brasil","BRL","1,00"
"ABEV3","AMBEV SA","1,81","17,32","1.052.500","18.229.300","-","-","BG7ZWY7","BRABEVACNOR1","XBSP","Brasil","BRL","1,00"
"CMIG4","CIA ENERGETICA DE MINAS GERAIS PRE","1,76","14,01","1.266.343","17.741.465","-","-","B1YBRG0","BRCMIGACNPR3","XBSP","Brasil","BRL","1,00"
"PDGR3","PDG REALTY SA","1,75","1,81","9.767.200","17.678.632","-","-","B1N9YL9","BRPDGRACNOR8","XBSP","Brasil","BRL","1,00"
"CCRO3","COMPANHIA CONCESSOES RODOVIARIAS S","1,71","17,77","968.300","17.206.691","-","-","2840970","BRCCROACNOR2","XBSP","Brasil","BRL","1,00"
"GFSA3","GAFISA S/A","1,68","3,53","4.799.400","16.941.882","-","-","2479619","BRGFSAACNOR3","XBSP","Brasil","BRL","1,00"
"TIMP3","TIM PARTICIPACOES S/A","1,49","12,33","1.220.900","15.053.697","-","-","2292560","BRTIMPACNOR1","XBSP","Brasil","BRL","1,00"
