Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"BBAS3","BANCO DO BRASIL S/A","2,24","23,77","1.324.800","31.490.496","-","Financeiro e Outros","2328595","BRBBASACNOR3","XBSP","Brasil","BRL","1,00"
"JBSS3","JBS S/A","2,11","11,20","2.649.600","29.675.520","-","Consumo Não Cíclico","B1V74X7","BRJBSSACNOR8","XBSP","Brasil","BRL","1,00"
"BVMF3","B3 BRASIL BOLSA BALCAO SA","2,06","9,85","2.937.600","28.935.360","-","Financeiro e Outros","B2RHNV9","BRBVMFACNOR3","XBSP","Brasil","BRL","1,00"
"EMBR3","EMBRAER SA","2,00","24,44","1.152.000","28.154.880","-","Bens Industriais","B16FPG6","BREMBRACNOR4","XBSP","Brasil","BRL","1,00"
"BBDC3","BANCO BRADESCO SA","1,83","34,32","748.895","25.702.076","-","Financeiro e Outros","B00FM86","BRBBDCACNOR1","XBSP","Brasil","BRL","1,00"
"PCAR4","COMPANHIA BRASILEIRA DE DISTRIBUIC","1,68","98,63","240.060","23.677.118","-","Consumo Não Cíclico","B5VGS74","BRPCARACNPR0","XBSP","Brasil","BRL","1,00"
"CCRO3","COMPANHIA CONCESSOES RODOVIARIAS S","1,52","15,41","1.382.400","21.302.784","-","Constru��o e Transporte","2840970","BRCCROACNOR2","XBSP","Brasil","BRL","1,00"
"VIVT4","TELEFONICA BRASIL PREF SA","1,35","46,85","405.200","18.983.620","-","Telecomunica��es","B3ZCNF7","BRVIVTACNPR7","XBSP","Brasil","BRL","1,00"
"CMIG4","CIA ENERGETICA DE MINAS GERAIS PRE","1,13","13,14","1.209.640","15.894.670","-","Serviços públicos","B1YBRG0","BRCMIGACNPR3","XBSP","Brasil","BRL","1,00"
"-","Brazilian Op. Compromissada","1,09","100,00","15.333.628","15.333.628","-","Caixa","-","-","-","-","BRL","1,00"
"TIMP3","TIM PARTICIPACOES S/A","1,06","11,78","1.267.200","14.927.616","-","Telecomunica��es","2292560","BRTIMPACNOR1","XBSP","Brasil","BRL","1,00"
"LREN3","LOJAS RENNER S/A","1,01","76,47","186.200","14.238.714","-","Consumo Cíclico","B0CGYD6","BRLRENACNOR1","XBSP","Brasil","BRL","1,00"
"GGBR4","GERDAU PREF SA","0,94","9,58","1.382.400","13.243.392","-","Materiais Básicos","2645517","BRGGBRACNPR8","XBSP","Brasil","BRL","1,00"
"CTIP3","CETIP SA BALCAO ORGANIZADO DE ATIV","0,92","32,20","403.262","12.985.036","-","Financeiro e Outros","B55DVB6","BRCTIPACNOR2","XBSP","Brasil","BRL","1,00"
"ESTC3","ESTACIO PARTICIPACOES SA","0,88","23,82","518.400","12.348.288","-","Consumo Cíclico","B23PBF7","BRESTCACNOR5","XBSP","Brasil","BRL","1,00"
"BRML3","BR MALLS PARTICIPACOES S/A","0,88","16,43","748.800","12.302.784","-","Financeiro e Outros","B1RYG58","BRBRMLACNOR9","XBSP","Brasil","BRL","1,00"
"LAME4","LOJAS AMERICANAS PN REP1 PREF SA","0,85","17,24","691.249","11.917.133","-","Consumo Cíclico","2516710","BRLAMEACNPR6","XBSP","Brasil","BRL","1,00"
"EGIE3","TRACTEBEL ENERGIA SA","0,83","33,83","345.600","11.691.648","-","Serviços públicos","B07C763","BRTBLEACNOR2","XBSP","Brasil","BRL","1,00"
"FIBR3","FIBRIA CELULOSE S.A.","0,80","32,51","345.600","11.235.456","-","Materiais Básicos","B04M7D3","BRFIBRACNOR9","XBSP","Brasil","BRL","1,00"
"CRUZ3","SOUZA CRUZ SA","0,79","19,32","576.400","11.136.048","-","Consumo Não Cíclico","2832148","BRCRUZACNOR0","XBSP","Brasil","BRL","1,00"
"QUAL3","QUALICORP SA","0,68","27,80","346.100","9.621.580","-","Consumo Não Cíclico","B4LHBQ0","BRQUALACNOR6","XBSP","Brasil","BRL","1,00"
"HYPE3","HYPERMARCAS S/A","0,68","16,65","576.000","9.590.400","-","Consumo Não Cíclico","B2QY968","BRHYPEACNOR0","XBSP","Brasil","BRL","1,00"
"KLBN11","KLABIN UNITS SA","0,66","14,59","634.000","9.250.060","-","Materiais Básicos","BJ0K6Z9","BRKLBNCDAM18","XBSP","Brasil","BRL","1,00"
"NATU3","NATURA COSMETICOS S.A.","0,65","31,85","288.000","9.172.800","-","Consumo Não Cíclico","B014K55","BRNATUACNOR6","XBSP","Brasil","BRL","1,00"
"SBSP3","COMPANHIA DE SANEAMENTO BASICO DE","0,63","17,01","518.400","8.817.984","-","Serviços públicos","B1YCHL8","BRSBSPACNOR5","XBSP","Brasil","BRL","1,00"
"SANB11","BANCO SANTANDER BRASIL UNITS SA","0,61","13,46","633.600","8.528.256","-","Financeiro e Outros","B4V5RY4","BRSANBCDAM13","XBSP","Brasil","BRL","1,00"
"CPFE3","CPFL ENERGIA S.A.","0,61","18,49","460.800","8.520.192","-","Serviços públicos","B031NN3","BRCPFEACNOR0","XBSP","Brasil","BRL","1,00"
"SUZB5","SUZANO BAHIA SUL PAPEL CELULOSE CL","0,60","11,25","749.300","8.429.625","-","Materiais Básicos","B02GKF0","BRSUZBACNPA3","XBSP","Brasil","BRL","1,00"
"RENT3","LOCALIZA RENT A CAR S/A","0,59","35,71","230.401","8.227.620","-","Consumo Cíclico","B08K3S0","BRRENTACNOR4","XBSP","Brasil","BRL","1,00"
"CESP6","COMPANHIA ENERGETICA DE SAO PAULO","0,55","26,81","288.000","7.721.280","-","Serviços públicos","B17MHG0","BRCESPACNPB4","XBSP","Brasil","BRL","1,00"
"BRKM5","BRASKEM PREF SERIES A SA","0,50","17,50","403.200","7.056.000","-","Materiais Básicos","B0774N4","BRBRKMACNPA4","XBSP","Brasil","BRL","1,00"
"CPLE6","CIA PARANAENSE DE ENERGIA COPEL PR","0,44","35,90","172.800","6.203.520","-","Serviços públicos","2200154","BRCPLEACNPB9","XBSP","Brasil","BRL","1,00"
"CSNA3","COMPANHIA SIDERURGICA NACIONAL","0,43","5,58","1.094.800","6.108.984","-","Materiais Básicos","B019KX8","BRCSNAACNOR6","XBSP","Brasil","BRL","1,00"
"CSAN3","COSAN S/A INDUSTRIA E COMERCIO","0,35","28,85","172.800","4.985.280","-","Consumo Não Cíclico","B0P72G5","BRCSANACNOR6","XBSP","Brasil","BRL","1,00"
"BRAP4","BRADESPAR PREF SA","0,35","14,30","345.600","4.942.080","-","Financeiro e Outros","B01SCS4","BRBRAPACNPR2","XBSP","Brasil","BRL","1,00"
"BRPR3","BR PROPERTIES SA","0,34","10,25","460.800","4.723.200","-","Financeiro e Outros","B1FLW42","BRBRPRACNOR9","XBSP","Brasil","BRL","1,00"
"HGTX3","HERING TEXTIL","0,33","20,25","230.400","4.665.600","-","Consumo Cíclico","B010V16","BRHGTXACNOR9","XBSP","Brasil","BRL","1,00"
"GOAU4","METALURGICA GERDAU PREF SA","0,32","11,30","403.200","4.556.160","-","Materiais Básicos","2648862","BRGOAUACNPR8","XBSP","Brasil","BRL","1,00"
"CYRE3","CYRELA BRAZIL REALTY S/A EMPREENDI","0,32","11,06","403.200","4.459.392","-","Constru��o e Transporte","2189855","BRCYREACNOR7","XBSP","Brasil","BRL","1,00"
"OIBR4","OI PREF SA","0,31","8,61","506.640","4.362.170","-","Telecomunica��es","B7XL5Q9","BROIBRACNPR8","XBSP","Brasil","BRL","1,00"
"USIM5","USINAS SIDERURGICAS DE MINAS GERAI","0,27","5,05","748.800","3.781.440","-","Materiais Básicos","2386009","BRUSIMACNPA6","XBSP","Brasil","BRL","1,00"
"ECOR3","ECORODOVIAS INFRAESTRUTURA E LOGIS","0,26","10,66","346.000","3.688.360","-","Constru��o e Transporte","B5720R0","BRECORACNOR8","XBSP","Brasil","BRL","1,00"
"ENBR3","ENERGIAS DO BRASIL SA","0,26","8,97","403.600","3.620.292","-","Serviços públicos","B0D7494","BRENBRACNOR2","XBSP","Brasil","BRL","1,00"
"MRFG3","MARFRIG FRIGORIFICOS SA","0,25","6,10","576.400","3.516.040","-","Consumo Não Cíclico","B1YWHR4","BRMRFGACNOR0","XBSP","Brasil","BRL","1,00"
"ALLL3","ALL AMERICA LATINA LOGISTICA S.A.","0,25","5,06","691.200","3.497.472","-","Constru��o e Transporte","B014710","BRALLLACNOR6","XBSP","Brasil","BRL","1,00"
"MRVE3","MRV ENGENHARIA E PARTICIPACOES S/A","0,25","7,50","460.800","3.456.000","-","Constru��o e Transporte","B235JN1","BRMRVEACNOR2","XBSP","Brasil","BRL","1,00"
"DTEX3","DURATEX SA","0,23","8,03","403.285","3.238.379","-","Materiais Básicos","B27WY88","BRDTEXACNOR3","XBSP","Brasil","BRL","1,00"
"LIGT3","LIGHT SA","0,21","17,02","172.800","2.941.056","-","Serviços públicos","B0W1X34","BRLIGTACNOR2","XBSP","Brasil","BRL","1,00"
"POMO4","MARCOPOLO PREF SA","0,20","3,33","864.000","2.877.120","-","Bens Industriais","2599131","BRPOMOACNPR7","XBSP","Brasil","BRL","1,00"
"ELET6","CENTRAIS ELETR BRAS-ELETROBRAS SER","0,20","8,18","345.600","2.827.008","-","Serviços públicos","2308445","BRELETACNPB7","XBSP","Brasil","BRL","1,00"
"GOLL4","GOL LINHAS AEREAS INTELIGENTES PRE","0,19","15,18","172.800","2.623.104","-","Constru��o e Transporte","B01NTS8","BRGOLLACNPR4","XBSP","Brasil","BRL","1,00"
"ELET3","CENTRAIS ELETR BRAS-ELETROBRAS","0,14","5,80","345.600","2.004.480","-","Serviços públicos","2311120","BRELETACNOR6","XBSP","Brasil","BRL","1,00"
"EVEN3","EVEN CONSTRUTORA E INCORPORADORA S","0,13","5,44","345.600","1.880.064","-","Constru��o e Transporte","B1VD2Z3","BREVENACNOR8","XBSP","Brasil","BRL","1,00"
"PDGR3","PDG REALTY SA","0,13","0,86","2.074.000","1.783.640","-","Constru��o e Transporte","B1N9YL9","BRPDGRACNOR8","XBSP","Brasil","BRL","1,00"
"ELPL4","ELETROPAULO ELETRICIDADE METROPOLI","0,11","8,66","172.800","1.496.448","-","Serviços públicos","B66HFL2","BRELPLACNPR6","XBSP","Brasil","BRL","1,00"
"GFSA3","GAFISA S/A","0,10","2,20","633.600","1.393.920","-","Constru��o e Transporte","2479619","BRGFSAACNOR3","XBSP","Brasil","BRL","1,00"
"RLOG3","COSAN LOGISTICA SA","0,04","2,86","172.800","494.208","-","Constru��o e Transporte","BR17H74","BRRLOGACNOR4","XBSP","Brasil","BRL","1,00"
"RSID3","ROSSI RESIDENCIAL SA","0,03","3,39","115.201","390.531","-","Constru��o e Transporte","B0WPDR0","BRRSIDACNOR8","XBSP","Brasil","BRL","1,00"
