Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"CESP6","COMPANHIA ENERGETICA DE SAO PAULO","0,65","33,05","174.900","5.780.445","-","Serviços públicos","B17MHG0","BRCESPACNPB4","XBSP","Brasil","BRL","1,00"
"LIGT3","LIGHT SA","0,62","28,80","190.800","5.495.040","-","Serviços públicos","B0W1X34","BRLIGTACNOR2","XBSP","Brasil","BRL","1,00"
"BRAP4","BRADESPAR PREF SA","0,74","31,69","206.700","6.550.323","-","Financeiro e Outros","B01SCS4","BRBRAPACNPR2","XBSP","Brasil","BRL","1,00"
"ELPL4","ELETROPAULO ELETRICIDADE METROPOLI","0,85","36,50","206.700","7.544.550","-","Serviços públicos","B66HFL2","BRELPLACNPR6","XBSP","Brasil","BRL","1,00"
"ABEV3","COMPANHIA DE BEBIDAS DAS AMERICAS","1,56","67,30","206.700","13.910.910","-","Consumo Não Cíclico","2361976","BRAMBVACNPR1","XBSP","Brasil","BRL","1,00"
"CRUZ3","SOUZA CRUZ SA","0,57","22,91","222.600","5.099.766","-","Consumo Não Cíclico","2832148","BRCRUZACNOR0","XBSP","Brasil","BRL","1,00"
"NATU3","NATURA COSMETICOS S.A.","0,91","36,26","222.600","8.071.476","-","Consumo Não Cíclico","B014K55","BRNATUACNOR6","XBSP","Brasil","BRL","1,00"
"BTOW3","B2W COMPANHIA DIGITAL","0,24","9,00","238.500","2.146.500","-","Consumo Cíclico","B1LH3Y1","BRBTOWACNOR8","XBSP","Brasil","BRL","1,00"
"ELET6","CENTRAIS ELETR BRAS-ELETROBRAS SER","0,72","26,85","238.500","6.403.725","-","Serviços públicos","2308445","BRELETACNPB7","XBSP","Brasil","BRL","1,00"
"BRTO4","BRASIL TELECOM S.A. PREF","0,33","10,88","270.300","2.940.864","-","Telecomunica��es","B1XFXG5","BRBRTOACNPR5","XBSP","Brasil","BRL","1,00"
"CSAN3","COSAN S/A INDUSTRIA E COMERCIO","0,82","27,00","270.300","7.298.100","-","Consumo Não Cíclico","B0P72G5","BRCSANACNOR6","XBSP","Brasil","BRL","1,00"
"CIEL3","CIELO S/A","1,46","48,20","270.300","13.028.460","-","Financeiro e Outros","B614LY3","BRCIELACNOR3","XBSP","Brasil","BRL","1,00"
"CMIG4","CIA ENERGETICA DE MINAS GERAIS PRE","1,13","33,27","302.100","10.050.867","-","Serviços públicos","B1YBRG0","BRCMIGACNPR3","XBSP","Brasil","BRL","1,00"
"TNLP4","TELE NORTE LESTE PARTICIPACOES SA","0,63","17,56","318.000","5.584.080","-","Telecomunica��es","B02PDW5","BRTNLPACNPR0","XBSP","Brasil","BRL","1,00"
"BRKM5","BRASKEM PREF SERIES A SA","0,48","12,80","333.900","4.273.920","-","Materiais Básicos","B0774N4","BRBRKMACNPA4","XBSP","Brasil","BRL","1,00"
"ELET3","CENTRAIS ELETR BRAS-ELETROBRAS","0,70","17,84","349.800","6.240.432","-","Serviços públicos","2311120","BRELETACNOR6","XBSP","Brasil","BRL","1,00"
"BRML3","BR MALLS PARTICIPACOES S/A","0,74","18,12","365.700","6.626.484","-","Financeiro e Outros","B1RYG58","BRBRMLACNOR9","XBSP","Brasil","BRL","1,00"
"BRFS3","BRF SA","1,50","36,42","365.700","13.318.794","-","Consumo Não Cíclico","2036995","BRBRFSACNOR8","XBSP","Brasil","BRL","1,00"
"DTEX3","DURATEX SA","0,41","8,92","413.400","3.687.528","-","Materiais Básicos","B27WY88","BRDTEXACNOR3","XBSP","Brasil","BRL","1,00"
"RDCD3","REDECARD SA","1,36","29,19","413.400","12.067.146","-","Financeiro e Outros","B1Z8B68","BRRDCDACNOR3","XBSP","Brasil","BRL","1,00"
"GOAU4","METALURGICA GERDAU PREF SA","0,93","17,91","461.100","8.258.301","-","Materiais Básicos","2648862","BRGOAUACNPR8","XBSP","Brasil","BRL","1,00"
"EMBR3","EMBRAER SA","0,65","11,76","492.900","5.796.504","-","Bens Industriais","B16FPG6","BREMBRACNOR4","XBSP","Brasil","BRL","1,00"
"FIBR3","FIBRIA CELULOSE S.A.","0,82","13,87","524.700","7.277.589","-","Materiais Básicos","B04M7D3","BRFIBRACNOR9","XBSP","Brasil","BRL","1,00"
"GOLL4","GOL LINHAS AEREAS INTELIGENTES PRE","0,78","12,44","556.500","6.922.860","-","Constru��o e Transporte","B01NTS8","BRGOLLACNPR4","XBSP","Brasil","BRL","1,00"
"CCRO3","COMPANHIA CONCESSOES RODOVIARIAS S","0,79","12,22","572.400","6.994.728","-","Constru��o e Transporte","2840970","BRCCROACNOR2","XBSP","Brasil","BRL","1,00"
"VALE3","CIA VALE DO RIO DOCE SH","2,54","39,45","572.400","22.581.180","-","Materiais Básicos","2196286","BRVALEACNOR0","XBSP","Brasil","BRL","1,00"
"LAME4","LOJAS AMERICANAS PN REP1 PREF SA","0,97","14,30","604.200","8.640.060","-","Consumo Cíclico","2516710","BRLAMEACNPR6","XBSP","Brasil","BRL","1,00"
"SANB11","BANCO SANTANDER BRASIL UNITS SA","1,04","14,96","620.100","9.276.696","-","Financeiro e Outros","B4V5RY4","BRSANBCDAM13","XBSP","Brasil","BRL","1,00"
"MRFG3","MARFRIG FRIGORIFICOS SA","0,70","8,54","731.400","6.246.156","-","Consumo Não Cíclico","B1YWHR4","BRMRFGACNOR0","XBSP","Brasil","BRL","1,00"
"RSID3","ROSSI RESIDENCIAL SA","0,76","8,00","842.700","6.741.600","-","Constru��o e Transporte","B0WPDR0","BRRSIDACNOR8","XBSP","Brasil","BRL","1,00"
"ALLL3","ALL AMERICA LATINA LOGISTICA S.A.","0,91","9,30","874.500","8.132.850","-","Constru��o e Transporte","B014710","BRALLLACNOR6","XBSP","Brasil","BRL","1,00"
"KLBN4","KLABIN SA PREF","0,83","8,00","922.200","7.377.600","-","Materiais Básicos","2813347","BRKLBNACNPR9","XBSP","Brasil","BRL","1,00"
"CSNA3","COMPANHIA SIDERURGICA NACIONAL","1,55","14,98","922.200","13.814.556","-","Materiais Básicos","B019KX8","BRCSNAACNOR6","XBSP","Brasil","BRL","1,00"
"BISA3","BROOKFIELD INCORPORACOES SA","0,51","4,95","922.296","4.565.365","-","Constru��o e Transporte","B1FY4S9","BRBISAACNOR8","XBSP","Brasil","BRL","1,00"
"HYPE3","HYPERMARCAS S/A","0,90","8,50","938.100","7.973.850","-","Consumo Não Cíclico","B2QY968","BRHYPEACNOR0","XBSP","Brasil","BRL","1,00"
"TIMP3","TIM PARTICIPACOES S/A","1,04","9,24","1.001.700","9.255.708","-","Telecomunica��es","2292560","BRTIMPACNOR1","XBSP","Brasil","BRL","1,00"
"BBAS3","BANCO DO BRASIL S/A","2,71","23,70","1.017.600","24.117.120","-","Financeiro e Outros","2328595","BRBBASACNOR3","XBSP","Brasil","BRL","1,00"
"BBDC4","BANCO BRADESCO PREF SA","3,52","30,75","1.017.600","31.291.200","-","Financeiro e Outros","B00FM53","BRBBDCACNPR8","XBSP","Brasil","BRL","1,00"
"MRVE3","MRV ENGENHARIA E PARTICIPACOES S/A","1,32","10,70","1.097.100","11.738.970","-","Constru��o e Transporte","B235JN1","BRMRVEACNOR2","XBSP","Brasil","BRL","1,00"
"CYRE3","CYRELA BRAZIL REALTY S/A EMPREENDI","1,83","14,84","1.097.100","16.280.964","-","Constru��o e Transporte","2189855","BRCYREACNOR7","XBSP","Brasil","BRL","1,00"
"PETR3","PETROBRAS","3,04","23,00","1.176.600","27.061.800","-","Oil, Gas and Biofuels","2682365","BRPETRACNOR9","XBSP","Brasil","BRL","1,00"
"LLXL3","PRUMO LOGISTICA SA","0,46","3,37","1.224.300","4.125.891","-","Constru��o e Transporte","B3BXMS0","BRLLXLACNOR8","XBSP","Brasil","BRL","1,00"
"ITUB4","ITAU UNIBANCO HOLDING PREF SA","4,92","33,99","1.287.900","43.775.721","-","Financeiro e Outros","B037HR3","BRITUBACNPR1","XBSP","Brasil","BRL","1,00"
"MMXM3","MMX MINERACAO E METALICOS S.A.","0,99","6,67","1.319.700","8.802.399","-","Materiais Básicos","B18XCG7","BRMMXMACNOR2","XBSP","Brasil","BRL","1,00"
"JBSS3","JBS S/A","1,22","6,08","1.780.800","10.827.264","-","Consumo Não Cíclico","B1V74X7","BRJBSSACNOR8","XBSP","Brasil","BRL","1,00"
"GFSA3","GAFISA S/A","0,88","4,12","1.892.100","7.795.452","-","Constru��o e Transporte","2479619","BRGFSAACNOR3","XBSP","Brasil","BRL","1,00"
"USIM5","USINAS SIDERURGICAS DE MINAS GERAI","2,18","10,15","1.908.000","19.366.200","-","Materiais Básicos","2386009","BRUSIMACNPA6","XBSP","Brasil","BRL","1,00"
"ITSA4","ITAUSA INVESTIMENTOS ITAU PREF SA","2,46","11,28","1.939.800","21.880.944","-","Financeiro e Outros","2458771","BRITSAACNPR7","XBSP","Brasil","BRL","1,00"
"GGBR4","GERDAU PREF SA","3,26","14,50","2.003.400","29.049.300","-","Materiais Básicos","2645517","BRGGBRACNPR8","XBSP","Brasil","BRL","1,00"
"VALE5","VALE PREF SA","8,85","37,82","2.082.900","78.775.278","-","Materiais Básicos","2257127","BRVALEACNPA3","XBSP","Brasil","BRL","1,00"
"PDGR3","PDG REALTY SA","1,89","5,90","2.846.100","16.791.990","-","Constru��o e Transporte","B1N9YL9","BRPDGRACNOR8","XBSP","Brasil","BRL","1,00"
"BVMF3","B3 BRASIL BOLSA BALCAO SA","3,47","9,80","3.148.200","30.852.360","-","Financeiro e Outros","B2RHNV9","BRBVMFACNOR3","XBSP","Brasil","BRL","1,00"
"OGXP3","OGX PETROLEO E GAS PARTICIPACOES S","6,11","13,62","3.990.900","54.356.058","-","Oil, Gas and Biofuels","B19RPM5","BROGXPACNOR3","XBSP","Brasil","BRL","1,00"
"PETR4","PETROLEO BRASILEIRO PREF SA","10,17","21,49","4.213.500","90.548.115","-","Oil, Gas and Biofuels","2684532","BRPETRACNPR6","XBSP","Brasil","BRL","1,00"
"TESA3","TERRA SANTA AGRO SA","0,29","0,32","8.124.900","2.599.968","-","Consumo Não Cíclico","B4Q9YS4","BRVAGRACNOR2","XBSP","Brasil","BRL","1,00"
