Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"ITUB4","ITAU UNIBANCO HOLDING PREF SA","10,99","36,75","8.481.286","311.687.261","311.687.260,50","Produtos financeiros","B037HR3","BRITUBACNPR1","XBSP","Brasil","BRL","1,00"
"BBDC4","BANCO BRADESCO PREF SA","7,87","28,15","7.922.073","223.006.355","223.006.354,95","Produtos financeiros","B00FM53","BRBBDCACNPR8","XBSP","Brasil","BRL","1,00"
"ABEV3","AMBEV SA","7,52","18,31","11.650.018","213.311.830","213.311.829,58","Bens de primeira necessidade","BG7ZWY7","BRABEVACNOR1","XBSP","Brasil","BRL","1,00"
"VALE5","VALE PREF SA","4,95","26,91","5.219.200","140.448.672","140.448.672,00","Materiais","2257127","BRVALEACNPA3","XBSP","Brasil","BRL","1,00"
"PETR4","PETROLEO BRASILEIRO PREF SA","4,84","12,37","11.090.800","137.193.196","137.193.196,00","Energia","2684532","BRPETRACNPR6","XBSP","Brasil","BRL","1,00"
"VALE3","CIA VALE DO RIO DOCE SH","4,10","29,00","4.007.600","116.220.400","116.220.400,00","Materiais","2196286","BRVALEACNOR0","XBSP","Brasil","BRL","1,00"
"BVMF3","BMF BOVESPA BOLSA DE VALORES MERCA","3,83","19,75","5.498.800","108.601.300","108.601.300,00","Produtos financeiros","B2RHNV9","BRBVMFACNOR3","XBSP","Brasil","BRL","1,00"
"PETR3","PETROBRAS","3,38","13,20","7.269.600","95.958.720","95.958.720,00","Energia","2682365","BRPETRACNOR9","XBSP","Brasil","BRL","1,00"
"ITSA4","ITAUSA INVESTIMENTOS ITAU PREF SA","3,31","9,02","10.418.929","93.978.740","93.978.739,58","Produtos financeiros","2458771","BRITSAACNPR7","XBSP","Brasil","BRL","1,00"
"BBAS3","BANCO DO BRASIL S/A","3,08","26,80","3.262.000","87.421.600","87.421.600,00","Produtos financeiros","2328595","BRBBASACNOR3","XBSP","Brasil","BRL","1,00"
"BRFS3","BRF SA","2,87","39,20","2.078.500","81.477.200","81.477.200,00","Bens de primeira necessidade","2036995","BRBRFSACNOR8","XBSP","Brasil","BRL","1,00"
"UGPA3","ULTRAPAR PARTICIPOES SA","2,87","77,52","1.048.000","81.240.960","81.240.960,00","Energia","B0FHTN1","BRUGPAACNOR8","XBSP","Brasil","BRL","1,00"
"CIEL3","CIELO S/A","2,59","24,60","2.982.404","73.367.138","73.367.138,40","Tecnologia de informação","B614LY3","BRCIELACNOR3","XBSP","Brasil","BRL","1,00"
"KROT3","KROTON EDUCACIONAL SA","2,00","14,87","3.821.240","56.821.839","56.821.838,80","Consumo discricionário","2836946","BRKROTACNOR9","XBSP","Brasil","BRL","1,00"
"LREN3","LOJAS RENNER S/A","1,80","27,38","1.864.019","51.036.840","51.036.840,22","Consumo discricionário","B0CGYD6","BRLRENACNOR1","XBSP","Brasil","BRL","1,00"
"BBSE3","BB SEGURIDADE SA","1,79","28,65","1.770.800","50.733.420","50.733.420,00","Produtos financeiros","B9N3SQ0","BRBBSEACNOR5","XBSP","Brasil","BRL","1,00"
"CCRO3","COMPANHIA CONCESSOES RODOVIARIAS S","1,78","16,90","2.982.400","50.402.560","50.402.560,00","Bens Industriais","2840970","BRCCROACNOR2","XBSP","Brasil","BRL","1,00"
"VIVT4","TELEFONICA BRASIL PREF SA","1,77","44,90","1.118.400","50.216.160","50.216.160,00","Telecomunica��es","B3ZCNF7","BRVIVTACNPR7","XBSP","Brasil","BRL","1,00"
"BBDC3","BANCO BRADESCO SA","1,54","27,60","1.584.443","43.730.627","43.730.626,80","Produtos financeiros","B00FM86","BRBBDCACNOR1","XBSP","Brasil","BRL","1,00"
"BRL","BRL CASH","1,48","100,00","41.952.631","41.952.631","41.952.630,89","Cash and/or Derivatives","-","-","-","Brasil","BRL","1,00"
"RADL3","RAIA DROGASIL SA","1,31","70,11","528.500","37.053.135","37.053.135,00","Bens de primeira necessidade","B7FQV64","BRRADLACNOR0","XBSP","Brasil","BRL","1,00"
"CPFE3","CPFL ENERGIA S.A.","1,13","26,51","1.211.699","32.122.140","32.122.140,49","Serviços públicos","B031NN3","BRCPFEACNOR0","XBSP","Brasil","BRL","1,00"
"HYPE3","HYPERMARCAS S/A","1,05","27,80","1.066.000","29.634.800","29.634.800,00","Cuidados de saúde","B2QY968","BRHYPEACNOR0","XBSP","Brasil","BRL","1,00"
"EMBR3","EMBRAER SA","1,04","15,13","1.957.200","29.612.436","29.612.436,00","Bens Industriais","B16FPG6","BREMBRACNOR4","XBSP","Brasil","BRL","1,00"
"SBSP3","COMPANHIA DE SANEAMENTO BASICO DE","1,04","31,66","932.000","29.507.120","29.507.120,00","Serviços públicos","B1YCHL8","BRSBSPACNOR5","XBSP","Brasil","BRL","1,00"
"EQTL3","EQUATORIAL ENERGIA SA","1,01","54,18","529.100","28.666.638","28.666.638,00","Serviços públicos","B128R96","BREQTLACNOR0","XBSP","Brasil","BRL","1,00"
"WEGE3","WEG SA","0,99","17,70","1.584.400","28.043.880","28.043.880,00","Bens Industriais","2945422","BRWEGEACNOR0","XBSP","Brasil","BRL","1,00"
"JBSS3","JBS S/A","0,97","6,53","4.194.000","27.386.820","27.386.820,00","Bens de primeira necessidade","B1V74X7","BRJBSSACNOR8","XBSP","Brasil","BRL","1,00"
"BRML3","BR MALLS PARTICIPACOES S/A","0,94","11,95","2.236.858","26.730.453","26.730.453,10","Imobiliário","B1RYG58","BRBRMLACNOR9","XBSP","Brasil","BRL","1,00"
"PCAR4","COMPANHIA BRASILEIRA DE DISTRIBUIC","0,93","65,15","404.660","26.363.599","26.363.599,00","Bens de primeira necessidade","B5VGS74","BRPCARACNPR0","XBSP","Brasil","BRL","1,00"
"SANB11","BANCO SANTANDER BRASIL UNITS SA","0,90","25,00","1.025.200","25.630.000","25.630.000,00","Produtos financeiros","B4V5RY4","BRSANBCDAM13","XBSP","Brasil","BRL","1,00"
"LAME4","LOJAS AMERICANAS PN REP1 PREF SA","0,87","14,00","1.770.878","24.792.292","24.792.292,00","Consumo discricionário","2516710","BRLAMEACNPR6","XBSP","Brasil","BRL","1,00"
"GGBR4","GERDAU PREF SA","0,84","10,28","2.330.000","23.952.400","23.952.400,00","Materiais","2645517","BRGGBRACNPR8","XBSP","Brasil","BRL","1,00"
"BRKM5","BRASKEM PREF SERIES A SA","0,84","34,20","695.000","23.769.000","23.769.000,00","Materiais","B0774N4","BRBRKMACNPA4","XBSP","Brasil","BRL","1,00"
"FIBR3","FIBRIA CELULOSE S.A.","0,78","33,81","652.400","22.057.644","22.057.644,00","Materiais","B04M7D3","BRFIBRACNOR9","XBSP","Brasil","BRL","1,00"
"TIMP3","TIM PARTICIPACOES S/A","0,74","9,79","2.143.600","20.985.844","20.985.844,00","Telecomunica��es","2292560","BRTIMPACNOR1","XBSP","Brasil","BRL","1,00"
"KLBN11","KLABIN UNITS SA","0,69","16,23","1.211.600","19.664.268","19.664.268,00","Materiais","BJ0K6Z9","BRKLBNCDAM18","XBSP","Brasil","BRL","1,00"
"EGIE3","ENGIE BRASIL ENERGIA SA","0,67","33,92","559.200","18.968.064","18.968.064,00","Serviços públicos","BD1WX84","BREGIEACNOR9","XBSP","Brasil","BRL","1,00"
"RENT3","LOCALIZA RENT A CAR S/A","0,66","45,15","415.081","18.740.907","18.740.907,15","Bens Industriais","B08K3S0","BRRENTACNOR4","XBSP","Brasil","BRL","1,00"
