Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"QUAL3","QUALICORP SA","0,66","28,70","652.400","18.723.880","18.723.880,00","Cuidados de saúde","B4LHBQ0","BRQUALACNOR6","XBSP","Brasil","BRL","1,00"
"CMIG4","CIA ENERGETICA DE MINAS GERAIS PRE","0,64","8,08","2.236.840","18.073.667","18.073.667,20","Serviços públicos","B1YBRG0","BRCMIGACNPR3","XBSP","Brasil","BRL","1,00"
"RAIL3","RUMO SA","0,63","8,65","2.050.412","17.736.064","17.736.063,80","Bens Industriais","BYXZ2W5","BRRAILACNOR9","XBSP","Brasil","BRL","1,00"
"SUZB5","SUZANO BAHIA SUL PAPEL CELULOSE CL","0,52","14,26","1.025.200","14.619.352","14.619.352,00","Materiais","B02GKF0","BRSUZBACNPA3","XBSP","Brasil","BRL","1,00"
"MULT3","MULTIPLAN EMPREENDIMENTOS IMOBILIA","0,49","65,32","212.840","13.902.709","13.902.708,80","Imobiliário","B23DZG0","BRMULTACNOR5","XBSP","Brasil","BRL","1,00"
"CSAN3","COSAN S/A INDUSTRIA E COMERCIO","0,48","34,58","396.500","13.710.970","13.710.970,00","Energia","B0P72G5","BRCSANACNOR6","XBSP","Brasil","BRL","1,00"
"ESTC3","ESTACIO PARTICIPACOES SA","0,43","14,62","838.800","12.263.256","12.263.256,00","Consumo discricionário","B23PBF7","BRESTCACNOR5","XBSP","Brasil","BRL","1,00"
"NATU3","NATURA COSMETICOS S.A.","0,42","25,70","466.000","11.976.200","11.976.200,00","Bens de primeira necessidade","B014K55","BRNATUACNOR6","XBSP","Brasil","BRL","1,00"
"BRAP4","BRADESPAR PREF SA","0,41","20,60","559.200","11.519.520","11.519.520,00","Materiais","B01SCS4","BRBRAPACNPR2","XBSP","Brasil","BRL","1,00"
"CSNA3","COMPANHIA SIDERURGICA NACIONAL","0,40","7,18","1.584.400","11.375.992","11.375.992,00","Materiais","B019KX8","BRCSNAACNOR6","XBSP","Brasil","BRL","1,00"
"ELET6","CENTRAIS ELETR BRAS-ELETROBRAS SER","0,38","16,41","652.400","10.705.884","10.705.884,00","Serviços públicos","2308445","BRELETACNPB7","XBSP","Brasil","BRL","1,00"
"MRVE3","MRV ENGENHARIA E PARTICIPACOES S/A","0,36","13,52","745.600","10.080.512","10.080.512,00","Consumo discricionário","B235JN1","BRMRVEACNOR2","XBSP","Brasil","BRL","1,00"
"ELET3","CENTRAIS ELETR BRAS-ELETROBRAS","0,33","12,45","745.600","9.282.720","9.282.720,00","Serviços públicos","2311120","BRELETACNOR6","XBSP","Brasil","BRL","1,00"
"ENBR3","ENERGIAS DO BRASIL SA","0,33","14,19","652.425","9.257.911","9.257.910,75","Serviços públicos","B0D7494","BRENBRACNOR2","XBSP","Brasil","BRL","1,00"
"SMLE3","SMILES SA","0,30","60,38","141.400","8.537.732","8.537.732,00","Consumo discricionário","B97PYY2","BRSMLEACNOR1","XBSP","Brasil","BRL","1,00"
"GOAU4","METALURGICA GERDAU PREF SA","0,28","4,97","1.584.400","7.874.468","7.874.468,00","Materiais","2648862","BRGOAUACNPR8","XBSP","Brasil","BRL","1,00"
"MRFG3","MARFRIG FRIGORIFICOS SA","0,27","6,76","1.118.400","7.560.384","7.560.384,00","Bens de primeira necessidade","B1YWHR4","BRMRFGACNOR0","XBSP","Brasil","BRL","1,00"
"CYRE3","CYRELA BRAZIL REALTY S/A EMPREENDI","0,25","10,96","652.400","7.150.304","7.150.304,00","Consumo discricionário","2189855","BRCYREACNOR7","XBSP","Brasil","BRL","1,00"
"CPLE6","CIA PARANAENSE DE ENERGIA COPEL PR","0,24","24,53","279.600","6.858.588","6.858.588,00","Serviços públicos","2200154","BRCPLEACNPB9","XBSP","Brasil","BRL","1,00"
"USIM5","USINAS SIDERURGICAS DE MINAS GERAI","0,21","4,60","1.304.807","6.002.112","6.002.112,20","Materiais","2386009","BRUSIMACNPA6","XBSP","Brasil","BRL","1,00"
"ECOR3","ECORODOVIAS INFRAESTRUTURA E LOGIS","0,20","10,35","559.200","5.787.720","5.787.720,00","Bens Industriais","B5720R0","BRECORACNOR8","XBSP","Brasil","BRL","1,00"
"BZQ7","BOVESPA (IBOVESPA) INDEX AUG 17","0,00","63.608,00","635","0","40.391.080,00","Cash and/or Derivatives","-","-","Bm&Fbovespa S.A. - Bolsa De Valores Mercadorias E Futuros","-","BRL","1,00"
