Código,Nome,Peso (%),Preço,Cotas,Valor de mercado,Valor de face,Setor,SEDOL,Código ISIN,Bolsa,Localização,Moeda,Taxa de câmbio
"BBDC2","BANCO BRADESCO SA","0,01","8,59","11.333","97.350","-","Financeiro e Outros","B50R845","BRBBDCD12PR0","-","Brasil","BRL","1,00"
"TLPP4","TELECOMUNICACOES DE SAO PAULO S/A","0,18","42,03","36.600","1.538.298","-","Telecomunica��es","B08ZWF5","BRTLPPACNPR5","XBSP","Brasil","BRL","1,00"
"TMAR5","TELEMAR NORTE LESTE SA","0,21","47,76","36.600","1.748.016","-","Telecomunica��es","B02PFC9","BRTMARACNPA7","XBSP","Brasil","BRL","1,00"
"TRPL4","COMPANHIA DE TRANSMISSAO DE ENERGI","0,24","55,10","36.600","2.016.660","-","Serviços públicos","2440972","BRTRPLACNPR1","XBSP","Brasil","BRL","1,00"
"CRUZ3","SOUZA CRUZ SA","0,40","90,39","36.600","3.308.274","-","Consumo Não Cíclico","2832148","BRCRUZACNOR0","XBSP","Brasil","BRL","1,00"
"UGPA4","ULTRAPAR PARTICIPACOES S.A. PREF","0,46","105,10","36.600","3.846.660","-","Financeiro e Outros","B0HZNY2","BRUGPAACNPR5","XBSP","Brasil","BRL","1,00"
"TNLP3","TELE NORTE LESTE SA","0,28","32,30","73.200","2.364.360","-","Telecomunica��es","B02PDQ9","BRTNLPACNOR3","XBSP","Brasil","BRL","1,00"
"SBSP3","COMPANHIA DE SANEAMENTO BASICO DE","0,37","42,59","73.200","3.117.588","-","Serviços públicos","B1YCHL8","BRSBSPACNOR5","XBSP","Brasil","BRL","1,00"
"CPFE3","CPFL ENERGIA S.A.","0,48","41,20","97.600","4.021.120","-","Serviços públicos","B031NN3","BRCPFEACNOR0","XBSP","Brasil","BRL","1,00"
"PCAR5","COMPANHIA BRASILEIRA DE DISTRIBUIC","0,91","69,30","109.800","7.609.140","-","Consumo Não Cíclico","2667771","BRPCARACNPA6","XBSP","Brasil","BRL","1,00"
"CPLE6","CIA PARANAENSE DE ENERGIA COPEL PR","0,61","41,50","122.000","5.063.000","-","Serviços públicos","2200154","BRCPLEACNPB9","XBSP","Brasil","BRL","1,00"
"VIVO4","VIVO PARTICIPACOES S.A. PREF","0,86","53,30","134.200","7.152.860","-","Telecomunica��es","B07C7D0","BRVIVOACNPR8","XBSP","Brasil","BRL","1,00"
"NATU3","NATURA COSMETICOS S.A.","0,84","47,69","146.400","6.981.816","-","Consumo Não Cíclico","B014K55","BRNATUACNOR6","XBSP","Brasil","BRL","1,00"
"LREN3","LOJAS RENNER S/A","0,99","56,40","146.400","8.256.960","-","Consumo Cíclico","B0CGYD6","BRLRENACNOR1","XBSP","Brasil","BRL","1,00"
"TIMP3","TIM PARTICIPACOES S/A","0,13","6,81","158.600","1.080.066","-","Telecomunica��es","2292560","BRTIMPACNOR1","XBSP","Brasil","BRL","1,00"
"ELPL4","ELETROPAULO ELETRICIDADE METROPOLI","0,61","32,11","158.600","5.092.646","-","Serviços públicos","B66HFL2","BRELPLACNPR6","XBSP","Brasil","BRL","1,00"
"CCRO3","COMPANHIA CONCESSOES RODOVIARIAS S","0,89","46,90","158.600","7.438.340","-","Constru��o e Transporte","2840970","BRCCROACNOR2","XBSP","Brasil","BRL","1,00"
"ABEV3","COMPANHIA DE BEBIDAS DAS AMERICAS","1,11","50,52","183.000","9.245.160","-","Consumo Não Cíclico","2361976","BRAMBVACNPR1","XBSP","Brasil","BRL","1,00"
"BTOW3","B2W COMPANHIA DIGITAL","0,74","31,50","195.200","6.148.800","-","Consumo Cíclico","B1LH3Y1","BRBTOWACNOR8","XBSP","Brasil","BRL","1,00"
"BRAP4","BRADESPAR PREF SA","1,01","43,32","195.200","8.456.064","-","Financeiro e Outros","B01SCS4","BRBRAPACNPR2","XBSP","Brasil","BRL","1,00"
"USIM3","USINAS SIDERURGICAS DE MINAS GERAI","0,53","21,35","207.400","4.427.990","-","Materiais Básicos","2193696","BRUSIMACNOR3","XBSP","Brasil","BRL","1,00"
"LIGT3","LIGHT SA","0,63","25,43","207.400","5.274.182","-","Serviços públicos","B0W1X34","BRLIGTACNOR2","XBSP","Brasil","BRL","1,00"
"CESP6","COMPANHIA ENERGETICA DE SAO PAULO","0,67","27,00","207.400","5.599.800","-","Serviços públicos","B17MHG0","BRCESPACNPB4","XBSP","Brasil","BRL","1,00"
"ELET6","CENTRAIS ELETR BRAS-ELETROBRAS SER","0,70","26,75","219.600","5.874.300","-","Serviços públicos","2308445","BRELETACNPB7","XBSP","Brasil","BRL","1,00"
"GOAU4","METALURGICA GERDAU PREF SA","0,70","26,80","219.600","5.885.280","-","Materiais Básicos","2648862","BRGOAUACNPR8","XBSP","Brasil","BRL","1,00"
"TAMM4","TAM SA PREF","1,02","38,96","219.600","8.555.616","-","Constru��o e Transporte","2324496","BRTAMMACNPR2","XBSP","Brasil","BRL","1,00"
"CSAN3","COSAN S/A INDUSTRIA E COMERCIO","0,81","27,61","244.200","6.742.362","-","Consumo Não Cíclico","B0P72G5","BRCSANACNOR6","XBSP","Brasil","BRL","1,00"
"BRTO4","BRASIL TELECOM S.A. PREF","0,39","12,00","268.400","3.220.800","-","Telecomunica��es","B1XFXG5","BRBRTOACNPR5","XBSP","Brasil","BRL","1,00"
"DTEX3","DURATEX SA","0,57","17,85","268.400","4.790.940","-","Materiais Básicos","B27WY88","BRDTEXACNOR3","XBSP","Brasil","BRL","1,00"
"BRKM5","BRASKEM PREF SERIES A SA","0,68","20,37","280.600","5.715.822","-","Materiais Básicos","B0774N4","BRBRKMACNPA4","XBSP","Brasil","BRL","1,00"
"TNLP4","TELE NORTE LESTE PARTICIPACOES SA","0,85","24,29","292.800","7.112.112","-","Telecomunica��es","B02PDW5","BRTNLPACNPR0","XBSP","Brasil","BRL","1,00"
"MRFG3","MARFRIG FRIGORIFICOS SA","0,57","15,50","305.000","4.727.500","-","Consumo Não Cíclico","B1YWHR4","BRMRFGACNOR0","XBSP","Brasil","BRL","1,00"
"ELET3","CENTRAIS ELETR BRAS-ELETROBRAS","0,84","22,24","317.200","7.054.528","-","Serviços públicos","2311120","BRELETACNOR6","XBSP","Brasil","BRL","1,00"
"CMIG4","CIA ENERGETICA DE MINAS GERAIS PRE","1,05","26,71","329.400","8.798.274","-","Serviços públicos","B1YBRG0","BRCMIGACNPR3","XBSP","Brasil","BRL","1,00"
"GOLL4","GOL LINHAS AEREAS INTELIGENTES PRE","1,03","25,10","341.600","8.574.160","-","Constru��o e Transporte","B01NTS8","BRGOLLACNPR4","XBSP","Brasil","BRL","1,00"
"SANB11","BANCO SANTANDER BRASIL UNITS SA","1,02","22,55","378.200","8.528.410","-","Financeiro e Outros","B4V5RY4","BRSANBCDAM13","XBSP","Brasil","BRL","1,00"
"FIBR3","FIBRIA CELULOSE S.A.","1,39","26,49","439.200","11.634.408","-","Materiais Básicos","B04M7D3","BRFIBRACNOR9","XBSP","Brasil","BRL","1,00"
"VALE3","CIA VALE DO RIO DOCE SH","2,99","55,33","451.400","24.975.962","-","Materiais Básicos","2196286","BRVALEACNOR0","XBSP","Brasil","BRL","1,00"
"RDCD3","REDECARD SA","1,17","21,05","463.600","9.758.780","-","Financeiro e Outros","B1Z8B68","BRRDCDACNOR3","XBSP","Brasil","BRL","1,00"
"BRFS3","BRF SA","1,52","27,34","463.600","12.674.824","-","Consumo Não Cíclico","2036995","BRBRFSACNOR8","XBSP","Brasil","BRL","1,00"
"EMBR3","EMBRAER SA","0,74","11,80","524.600","6.190.280","-","Bens Industriais","B16FPG6","BREMBRACNOR4","XBSP","Brasil","BRL","1,00"
